Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
1/23/2016,Cavaliers,Bulls,L,Starter,SF,39:44,26,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,23.1
1/21/2016,Cavaliers,Clippers,W,Starter,SF,35:11,22,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,21.4
1/20/2016,Cavaliers,Nets,W,Starter,SF,29:03,17,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,9.8
1/18/2016,Cavaliers,Warriors,L,Starter,SF,32:53,16,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,10.8
1/15/2016,Cavaliers,Rockets,W,Starter,SF,36:23,19,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,16.5
1/14/2016,Cavaliers,Spurs,L,Starter,SF,37:20,22,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,12.5
1/12/2016,Cavaliers,Mavericks,W,Starter,SF,41:43,27,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,23.5
1/10/2016,Cavaliers,Sixers,W,Starter,SF,37:00,37,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,32.0
1/8/2016,Cavaliers,Timberwolves,W,Starter,SF,32:14,13,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,19.0
1/6/2016,Cavaliers,Wizards,W,Starter,SF,39:42,34,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,24.5
1/4/2016,Cavaliers,Raptors,W,Starter,SF,30:41,20,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,17.8
1/2/2016,Cavaliers,Magic,W,Starter,SF,29:13,29,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,21.8
12/29/2015,Cavaliers,Nuggets,W,Starter,SF,34:23,34,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,17.3
12/28/2015,Cavaliers,Suns,W,Starter,SF,35:23,14,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,12.6
12/26/2015,Cavaliers,Trail Blazers,L,Starter,SF,26:27,12,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,4.4
12/25/2015,Cavaliers,Warriors,L,Starter,SF,38:33,25,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,10.4
12/23/2015,Cavaliers,Knicks,W,Starter,SF,37:43,24,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,14.9
12/20/2015,Cavaliers,Sixers,W,Starter,SF,25:19,23,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,18.5
12/17/2015,Cavaliers,Thunder,W,Starter,SF,39:37,33,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,22.0
12/15/2015,Cavaliers,Celtics,W,Starter,SF,35:42,24,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,11.5
12/11/2015,Cavaliers,Magic,W,Starter,SF,29:25,25,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,21.0
12/8/2015,Cavaliers,Trail Blazers,W,Starter,SF,40:20,33,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,25.8
12/4/2015,Cavaliers,Pelicans,L,Starter,SF,44:47,37,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,19.9
12/1/2015,Cavaliers,Wizards,L,Starter,SF,37:23,24,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,12.3
11/28/2015,Cavaliers,Nets,W,Starter,SF,35:43,26,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,18.5
11/27/2015,Cavaliers,Hornets,W,Starter,SF,38:13,25,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,17.9
11/25/2015,Cavaliers,Raptors,L,Starter,SF,39:46,24,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,18.0
11/23/2015,Cavaliers,Magic,W,Starter,SF,34:58,15,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,19.1
11/21/2015,Cavaliers,Hawks,W,Starter,SF,33:20,19,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,22.3
11/19/2015,Cavaliers,Bucks,W,Starter,SF,34:59,27,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,3,21.9
11/17/2015,Cavaliers,Pistons,L,Starter,SF,39:48,30,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,3,14.4
11/14/2015,Cavaliers,Bucks,L,Starter,SF,45:03,37,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,3,22.8
11/13/2015,Cavaliers,Knicks,W,Starter,SF,39:23,31,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,17.8
11/10/2015,Cavaliers,Jazz,W,Starter,SF,37:51,31,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,22.3
11/8/2015,Cavaliers,Pacers,W,Starter,SF,35:01,29,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,0,13.0
11/6/2015,Cavaliers,Sixers,W,Starter,SF,36:20,31,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,1,27.8
11/4/2015,Cavaliers,Knicks,W,Starter,SF,35:04,23,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,11.9
11/2/2015,Cavaliers,Sixers,W,Starter,SF,33:20,22,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,25.5
10/30/2015,Cavaliers,Heat,W,Starter,SF,33:56,29,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,16.6
10/28/2015,Cavaliers,Grizzlies,W,Starter,SF,30:48,12,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,9.3
10/27/2015,Cavaliers,Bulls,L,Starter,SF,36:04,25,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,18.4
Totals,,,,76 GP,,2708.6,1920,737,1416,0.52,87,282,0.309,359,491,0.731,111,454,565,514,104,49,249,143,"1,438.9"
Averages,,,,,,35.6,25.3,9.7,18.6,0.52,1.1,3.7,0.309,4.7,6.5,0.731,1.5,6,7.4,6.8,1.4,0.6,3.3,1.9,18.9
