Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
11/18/2006,Cavaliers,Wizards,L,Starter,SF,33:20,20,8,20,0.4,0,1,0,4,5,0.8,2,3,5,4,2,0,3,2,9.4
11/17/2006,Cavaliers,Timberwolves,W,Starter,SF,40:30,37,12,24,0.5,2,5,0.4,11,14,0.786,2,7,9,6,1,2,4,1,25.5
11/15/2006,Cavaliers,Trail Blazers,W,Starter,SF,38:54,32,10,15,0.667,3,6,0.5,9,11,0.818,0,7,7,7,2,1,4,2,26.9
11/13/2006,Cavaliers,Knicks,W,Starter,SF,41:20,29,10,19,0.526,3,4,0.75,6,9,0.667,0,4,4,6,2,1,3,2,19.4
11/11/2006,Cavaliers,Celtics,W,Starter,SF,43:32,38,9,17,0.529,1,4,0.25,19,23,0.826,1,7,8,5,3,0,2,4,26.9
11/9/2006,Cavaliers,Bulls,W,Starter,SF,37:50,19,6,13,0.462,0,1,0,7,8,0.875,0,4,4,12,3,2,3,0,23.3
11/7/2006,Cavaliers,Hawks,L,Starter,SF,47:17,34,13,26,0.5,3,8,0.375,5,11,0.455,0,7,7,6,2,1,2,1,22.1
11/4/2006,Cavaliers,Hornets,L,Starter,SF,38:06,16,3,13,0.231,1,3,0.333,9,10,0.9,4,5,9,7,0,1,2,0,16.3
11/3/2006,Cavaliers,Spurs,W,Starter,SF,41:53,35,14,26,0.538,1,2,0.5,6,11,0.545,1,9,10,4,1,1,2,3,21.6
11/1/2006,Cavaliers,Wizards,W,Starter,SF,40:38,26,11,24,0.458,2,4,0.5,2,6,0.333,3,7,10,5,0,2,5,2,15.0
Totals,,,,78 GP,,3190.3,2132,772,1621,0.476,99,310,0.319,489,701,0.698,83,443,526,470,125,55,250,171,"1,347.5"
Averages,,,,,,40.9,27.3,9.9,20.8,0.476,1.3,4,0.319,6.3,9,0.698,1.1,5.7,6.7,6,1.6,0.7,3.2,2.2,17.3
