Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
1/30/2021,Lakers,Celtics,W,Starter,SF,37:21,21,7,17,0.412,4,11,0.364,3,5,0.6,1,6,7,7,0,1,5,3,13.4
1/28/2021,Lakers,Pistons,L,Starter,SF,35:45,22,8,19,0.421,4,8,0.5,2,3,0.667,2,5,7,10,1,0,2,2,20.4
1/27/2021,Lakers,Sixers,L,Starter,SF,38:32,34,12,22,0.545,2,5,0.4,8,11,0.727,0,6,6,7,0,0,3,3,20.4
1/25/2021,Lakers,Cavaliers,W,Starter,SF,38:07,46,19,26,0.731,7,11,0.636,1,2,0.5,0,8,8,6,2,2,3,1,38.3
1/23/2021,Lakers,Bulls,W,Starter,SF,28:30,17,6,16,0.375,0,2,0,5,8,0.625,0,11,11,6,2,0,6,1,11.8
1/21/2021,Lakers,Bucks,W,Starter,SF,38:04,34,13,25,0.52,6,10,0.6,2,2,1,1,5,6,8,1,1,3,2,25.3
1/18/2021,Lakers,Warriors,L,Starter,SF,37:58,19,6,16,0.375,2,7,0.286,5,8,0.625,0,5,5,5,1,0,5,1,8.3
1/15/2021,Lakers,Pelicans,W,Starter,SF,30:30,21,6,11,0.545,2,6,0.333,7,7,1,1,7,8,11,1,0,3,3,23.9
1/13/2021,Lakers,Thunder,W,Starter,SF,27:29,26,9,20,0.45,5,8,0.625,3,4,0.75,0,6,6,7,0,0,2,2,18
1/12/2021,Lakers,Rockets,W,Starter,SF,29:11,26,10,20,0.5,4,9,0.444,2,4,0.5,1,7,8,5,0,1,5,0,16.8
1/10/2021,Lakers,Rockets,W,Starter,SF,30:21,18,7,15,0.467,1,6,0.167,3,6,0.5,1,6,7,7,1,1,2,2,16
1/8/2021,Lakers,Bulls,W,Starter,SF,34:09,28,11,21,0.524,0,5,0,6,8,0.75,0,7,7,7,0,0,4,1,17
1/7/2021,Lakers,Spurs,L,Starter,SF,34:54,27,8,15,0.533,4,7,0.571,7,11,0.636,0,6,6,12,0,0,4,3,22.6
1/5/2021,Lakers,Grizzlies,W,Starter,SF,34:05,26,11,20,0.55,1,4,0.25,3,3,1,2,10,12,7,1,1,6,0,22.4
1/3/2021,Lakers,Grizzlies,W,Starter,SF,32:00,22,9,16,0.563,3,6,0.5,1,3,0.333,0,13,13,8,1,0,2,2,24.6
1/1/2021,Lakers,Spurs,W,Starter,SF,35:41,26,8,22,0.364,3,7,0.429,7,7,1,1,10,11,10,2,0,4,0,23.4
12/30/2020,Lakers,Spurs,W,Starter,SF,35:13,26,11,23,0.478,1,3,0.333,3,5,0.6,0,5,5,8,1,1,2,1,18.1
12/28/2020,Lakers,Trail Blazers,L,Starter,SF,35:55,29,11,20,0.55,3,7,0.429,4,5,0.8,2,7,9,6,2,1,3,2,24.4
12/27/2020,Lakers,Timberwolves,W,Starter,SF,26:12,18,6,13,0.462,1,5,0.2,5,7,0.714,0,9,9,5,1,0,4,1,13.9
12/25/2020,Lakers,Mavericks,W,Starter,SF,31:24,22,8,18,0.444,3,8,0.375,3,4,0.75,1,6,7,10,1,0,4,0,19.5
12/22/2020,Lakers,Clippers,L,Starter,SF,28:21,22,7,17,0.412,3,8,0.375,5,7,0.714,2,3,5,5,0,0,4,2,10.9
Totals,,,,45 GP,,1503.7,1126,422,823,0.513,104,285,0.365,178,255,0.698,29,317,346,350,48,25,168,70,880.8
Averages,,,,,,33.4,25,9.4,18.3,0.513,2.3,6.3,0.365,4,5.7,0.698,0.6,7,7.7,7.8,1.1,0.6,3.7,1.6,19.6
