Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
2/27/2004,Cavaliers,Magic,W,Starter,SG,49:00,30,11,19,0.579,1,1,1,7,8,0.875,1,10,11,3,3,1,5,1,22.8
2/25/2004,Cavaliers,Rockets,L,Starter,SF,39:00,11,5,18,0.278,0,2,0,1,3,0.333,2,5,7,5,2,1,2,1,7.6
2/23/2004,Cavaliers,Pelicans,W,Starter,SF,36:00,21,7,16,0.438,1,5,0.2,6,6,1,0,4,4,6,2,5,1,3,20.3
2/22/2004,Cavaliers,Knicks,W,Starter,SF,44:00,22,7,20,0.35,0,0,0,8,12,0.667,1,4,5,3,1,0,1,2,8.5
2/20/2004,Cavaliers,Spurs,W,Starter,SF,39:00,32,14,23,0.609,0,0,0,4,4,1,2,9,11,2,2,1,2,0,25
2/18/2004,Cavaliers,Mavericks,L,Starter,SG,34:00,16,6,12,0.5,0,0,0,4,4,1,2,2,4,9,0,1,5,2,13
2/11/2004,Cavaliers,Nets,L,Starter,SF,29:00,9,2,13,0.154,0,1,0,5,5,1,1,1,2,5,1,0,5,0,0.1
2/9/2004,Cavaliers,Celtics,W,Starter,SG,43:00,24,9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,3,11
2/7/2004,Cavaliers,Wizards,L,Starter,SF,34:00,14,6,16,0.375,0,0,0,2,2,1,0,0,0,6,4,1,3,2,8.3
2/6/2004,Cavaliers,Timberwolves,L,Starter,SF,44:00,14,6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,2,7
2/4/2004,Cavaliers,Lakers,L,Starter,SF,43:00,32,12,26,0.462,4,4,1,4,5,0.8,0,4,4,4,0,0,0,0,17.6
2/3/2004,Cavaliers,Pistons,W,Starter,SG,38:00,12,5,19,0.263,0,1,0,2,2,1,1,3,4,6,2,0,1,2,6.3
2/1/2004,Cavaliers,Wizards,W,Starter,SG,43:00,38,14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,4,16.9
1/30/2004,Cavaliers,Bucks,L,Starter,SF,37:00,20,7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,5,1.3
1/28/2004,Cavaliers,Heat,W,Starter,SG,44:00,27,10,25,0.4,0,1,0,7,10,0.7,0,5,5,4,2,1,1,1,13.8
1/26/2004,Cavaliers,Magic,W,Starter,SF,30:00,16,7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,4,4.8
1/17/2004,Cavaliers,Jazz,W,Starter,PG,45:00,29,12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,2,11.6
1/15/2004,Cavaliers,Warriors,L,Starter,PG,43:00,29,8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,0,20.4
1/13/2004,Cavaliers,SuperSonics,W,Starter,PG,44:00,27,11,26,0.423,0,1,0,5,6,0.833,4,5,9,9,2,0,4,2,19
1/12/2004,Cavaliers,Lakers,L,Starter,PG,37:00,16,6,20,0.3,0,3,0,4,5,0.8,1,4,5,7,1,1,6,3,4.6
1/9/2004,Cavaliers,Celtics,L,Starter,PG,43:00,19,7,19,0.368,0,3,0,5,7,0.714,0,3,3,6,3,0,5,1,7.9
1/7/2004,Cavaliers,Raptors,L,Starter,PG,38:00,21,10,23,0.435,0,3,0,1,2,0.5,0,2,2,5,0,0,2,3,6
1/6/2004,Cavaliers,Knicks,W,Starter,PG,41:00,14,6,17,0.353,0,2,0,2,2,1,0,4,4,10,1,1,4,1,11
1/2/2004,Cavaliers,Nets,L,Starter,PG,37:00,14,6,19,0.316,0,4,0,2,4,0.5,1,3,4,9,1,0,3,2,7.5
12/30/2003,Cavaliers,Pacers,L,Starter,SF,38:00,22,9,20,0.45,0,4,0,4,6,0.667,2,8,10,4,0,0,4,2,11.8
12/28/2003,Cavaliers,Trail Blazers,W,Starter,SG,39:00,32,15,23,0.652,0,2,0,2,2,1,3,7,10,9,3,0,5,1,28.8
12/26/2003,Cavaliers,Bulls,L,Starter,SF,34:00,18,7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,0,3
12/25/2003,Cavaliers,Magic,L,Starter,SF,47:00,34,13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,0,13.9
12/23/2003,Cavaliers,Pelicans,W,Starter,SF,39:00,22,7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,1,11
12/20/2003,Cavaliers,Bulls,W,Starter,SF,42:00,32,11,22,0.5,0,5,0,10,12,0.833,1,5,6,10,2,2,4,2,24.8
12/19/2003,Cavaliers,Sixers,W,Starter,SF,42:00,36,14,24,0.583,5,7,0.714,3,3,1,1,3,4,5,4,0,4,1,24.6
12/17/2003,Cavaliers,Rockets,L,Starter,SG,36:00,17,7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,2,2.8
12/15/2003,Cavaliers,Pacers,L,Starter,SF,44:00,27,10,16,0.625,0,3,0,7,8,0.875,1,3,4,6,3,3,6,1,20.8
12/13/2003,Cavaliers,Celtics,L,Starter,SF,45:00,37,10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,2,18.8
12/11/2003,Cavaliers,Pistons,W,Starter,SF,43:00,23,8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,3,12.3
12/9/2003,Cavaliers,Raptors,L,Starter,SF,37:00,18,7,16,0.438,0,0,0,4,4,1,0,5,5,3,1,0,2,2,9.3
12/6/2003,Cavaliers,Hawks,W,Starter,SF,36:00,8,4,12,0.333,0,2,0,0,0,0,1,5,6,5,2,1,3,2,7.8
12/3/2003,Cavaliers,Clippers,L,Starter,SF,34:00,4,2,13,0.154,0,3,0,0,0,0,4,2,6,8,2,0,5,2,3.8
12/2/2003,Cavaliers,Nuggets,L,Starter,SF,32:00,19,6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,4,10.4
11/29/2003,Cavaliers,Grizzlies,L,Starter,SF,55:00,33,14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,1,23.9
11/28/2003,Cavaliers,Pistons,L,Starter,SF,36:00,6,2,8,0.25,0,2,0,2,3,0.667,0,2,2,7,0,0,4,3,1.9
11/26/2003,Cavaliers,Pelicans,L,Starter,SG,39:00,15,5,17,0.294,1,4,0.25,4,4,1,2,6,8,9,0,0,4,1,11.8
11/22/2003,Cavaliers,Hawks,L,Starter,SF,42:00,15,3,16,0.188,0,1,0,9,10,0.9,2,4,6,4,2,1,3,1,7.8
11/21/2003,Cavaliers,Timberwolves,L,Starter,SG,36:00,19,8,19,0.421,0,2,0,3,3,1,2,7,9,2,1,0,1,4,10.9
11/19/2003,Cavaliers,Wizards,L,Starter,SG,40:00,28,10,18,0.556,2,4,0.5,6,8,0.75,2,5,7,8,2,1,4,2,23.3
11/18/2003,Cavaliers,Clippers,W,Starter,SG,39:00,14,6,16,0.375,0,2,0,2,4,0.5,2,5,7,8,0,1,3,2,11.3
11/15/2003,Cavaliers,Sixers,W,Starter,SG,47:00,22,10,19,0.526,0,1,0,2,4,0.5,0,5,5,8,1,2,5,2,15
11/14/2003,Cavaliers,Celtics,L,Starter,SF,35:00,10,3,12,0.25,2,4,0.5,2,4,0.5,1,4,5,3,0,0,4,3,1
11/12/2003,Cavaliers,Heat,L,Starter,SG,42:00,18,6,15,0.4,2,5,0.4,4,6,0.667,1,2,3,7,2,1,4,3,11.5
11/10/2003,Cavaliers,Knicks,W,Starter,SG,34:00,17,7,12,0.583,3,3,1,0,0,0,1,4,5,4,1,1,2,0,16
11/8/2003,Cavaliers,Wizards,W,Starter,PG,45:00,17,8,19,0.421,0,0,0,1,4,0.25,5,3,8,9,1,1,2,1,17
11/7/2003,Cavaliers,Pacers,L,Starter,PG,44:00,23,8,18,0.444,1,2,0.5,6,7,0.857,0,5,5,3,0,0,7,2,5.6
11/5/2003,Cavaliers,Nuggets,L,Starter,PG,41:00,7,3,11,0.273,0,2,0,1,1,1,2,9,11,7,2,3,2,1,16.6
11/1/2003,Cavaliers,Trail Blazers,L,Starter,PG,39:00,8,3,12,0.25,0,1,0,2,2,1,0,4,4,6,2,0,2,3,5.8
10/30/2003,Cavaliers,Suns,L,Starter,PG,41:00,21,8,17,0.471,1,5,0.2,4,7,0.571,2,10,12,8,1,0,7,1,16.6
10/29/2003,Cavaliers,Kings,L,Starter,PG,42:00,25,12,20,0.6,0,2,0,1,3,0.333,2,4,6,9,4,0,2,3,23.4
Totals,,,,79 GP,,3123.0,1654,622,1492,0.417,63,217,0.29,347,460,0.754,99,333,432,465,130,58,273,149,983.1
Averages,,,,,,39.5,20.9,7.9,18.9,0.417,0.8,2.7,0.29,4.4,5.8,0.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,12.4
