Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
3/7/2012,Heat,Hawks,W,Starter,SF,41:40,31,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,24.0
3/6/2012,Heat,Nets,W,Starter,SF,29:36,21,9,11,0.818,1,1,1,2,2,1,1,8,9,6,0,0,5,0,20.0
3/4/2012,Heat,Lakers,L,Starter,SF,43:02,25,12,26,0.462,0,4,0,1,3,0.333,7,6,13,7,3,2,3,1,24.4
3/2/2012,Heat,Jazz,L,Starter,PF,44:24,35,16,24,0.667,1,4,0.25,2,3,0.667,1,9,10,6,0,3,0,2,31.6
3/1/2012,Heat,Trail Blazers,W,Starter,SF,41:02,38,13,22,0.591,2,2,1,10,12,0.833,2,9,11,6,5,1,0,1,37.3
2/23/2012,Heat,Knicks,W,Starter,SF,40:41,20,7,16,0.438,0,0,0,6,6,1,1,8,9,8,5,2,4,3,22.3
2/21/2012,Heat,Kings,W,Starter,SF,33:13,18,7,11,0.636,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18.5
2/19/2012,Heat,Magic,W,Starter,SF,36:38,25,9,14,0.643,1,2,0.5,6,7,0.857,1,10,11,8,2,0,2,2,27.4
2/17/2012,Heat,Cavaliers,W,Starter,SF,30:08,28,11,19,0.579,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,20.9
2/14/2012,Heat,Pacers,W,Starter,SF,33:24,23,7,15,0.467,2,5,0.4,7,8,0.875,2,7,9,7,4,0,2,2,24.0
2/13/2012,Heat,Bucks,W,Starter,SF,32:54,35,16,21,0.762,0,0,0,3,3,1,3,5,8,3,1,0,2,3,25.4
2/12/2012,Heat,Hawks,W,Starter,SF,30:26,23,6,15,0.4,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,1,22.3
2/10/2012,Heat,Wizards,W,Starter,SF,33:17,18,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,1,15.9
2/8/2012,Heat,Magic,L,Starter,SF,39:15,17,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,16.5
2/7/2012,Heat,Cavaliers,W,Starter,SF,38:40,24,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,1,14.9
2/5/2012,Heat,Raptors,W,Starter,SF,38:29,30,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,1,17.0
2/3/2012,Heat,Sixers,W,Starter,SF,37:13,19,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,21.0
2/1/2012,Heat,Bucks,L,Starter,SF,40:17,40,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,1,23.8
1/30/2012,Heat,Pelicans,W,Starter,SF,29:44,22,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,1,24.1
1/29/2012,Heat,Bulls,W,Starter,SF,40:58,35,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,2,19.6
1/27/2012,Heat,Knicks,W,Starter,SF,40:17,31,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,22.0
1/25/2012,Heat,Pistons,W,Starter,SF,41:39,32,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,20.0
1/24/2012,Heat,Cavaliers,W,Starter,SF,37:48,18,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,6.3
1/22/2012,Heat,Bucks,L,Starter,SF,37:22,28,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,2,22.4
1/21/2012,Heat,Sixers,W,Starter,SF,35:47,28,12,17,0.706,0,0,0,4,4,1,0,9,9,5,4,3,4,1,28.0
1/19/2012,Heat,Lakers,W,Starter,SF,37:13,31,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,24.9
1/17/2012,Heat,Spurs,W,Starter,SF,34:53,33,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,23.9
1/13/2012,Heat,Nuggets,L,Starter,SF,37:11,35,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,0,24.9
1/11/2012,Heat,Clippers,L,Starter,SF,41:53,23,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,5,13.1
1/10/2012,Heat,Warriors,L,Starter,SF,42:33,26,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,20.8
1/7/2012,Heat,Nets,W,Starter,SF,37:23,32,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,2,23.0
1/4/2012,Heat,Pacers,W,Starter,SF,37:41,33,12,21,0.571,0,0,0,9,11,0.818,2,6,8,13,2,0,2,2,31.6
1/2/2012,Heat,Hawks,L,Starter,SF,38:33,28,11,18,0.611,0,0,0,6,9,0.667,2,5,7,6,0,0,4,1,18.4
1/1/2012,Heat,Hornets,W,Starter,SF,28:02,16,6,10,0.6,0,0,0,4,6,0.667,0,9,9,5,1,0,2,2,16.0
12/30/2011,Heat,Timberwolves,W,Starter,SF,37:13,34,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,29.3
12/28/2011,Heat,Hornets,W,Starter,SF,38:49,35,13,23,0.565,0,0,0,9,9,1,0,6,6,7,3,2,2,0,28.9
12/27/2011,Heat,Celtics,W,Starter,SF,36:00,26,9,14,0.643,0,0,0,8,9,0.889,1,5,6,5,2,1,3,3,20.4
12/25/2011,Heat,Mavericks,W,Starter,SF,36:16,37,11,19,0.579,0,0,0,15,19,0.789,3,7,10,6,2,2,3,3,29.4
Totals,,,,62 GP,,2326.2,1683,621,1169,0.531,54,149,0.362,387,502,0.771,94,398,492,387,115,50,213,96,"1,273.3"
Averages,,,,,,37.5,27.1,10,18.9,0.531,0.9,2.4,0.362,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,20.5
