Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/22/2012,Heat,Rockets,W,Starter,SF,35:52,32,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,1,21.3
4/19/2012,Heat,Bulls,W,Starter,SF,35:20,27,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,3,21.8
4/18/2012,Heat,Raptors,W,Starter,SF,30:12,28,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,0,20.0
4/16/2012,Heat,Nets,W,Starter,SF,35:12,37,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,2,26.9
4/15/2012,Heat,Knicks,W,Starter,SF,40:15,29,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,4,12.6
4/13/2012,Heat,Hornets,W,Starter,SF,28:44,19,7,16,0.438,0,1,0,5,7,0.714,1,8,9,5,2,1,2,1,16.9
4/12/2012,Heat,Bulls,L,Starter,SF,47:18,30,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,1,16.6
4/10/2012,Heat,Celtics,L,Starter,SF,40:51,36,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,3,25.5
4/8/2012,Heat,Pistons,W,Starter,SF,32:15,26,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,1,12.9
4/6/2012,Heat,Grizzlies,L,Starter,SF,37:38,21,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,0,15.3
4/4/2012,Heat,Thunder,W,Starter,SF,41:30,34,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,2,31.6
4/3/2012,Heat,Sixers,W,Starter,SG,38:04,41,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,0,26.6
4/1/2012,Heat,Celtics,L,Starter,SF,34:37,23,11,20,0.55,0,0,0,1,2,0.5,2,2,4,0,0,1,2,1,9.3
3/30/2012,Heat,Raptors,W,Starter,SF,38:31,26,11,18,0.611,0,2,0,4,6,0.667,1,3,4,9,1,0,3,0,20.5
3/29/2012,Heat,Mavericks,W,Starter,SF,36:13,19,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,15.9
3/26/2012,Heat,Pacers,L,Starter,SF,40:49,24,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,1,9.8
3/25/2012,Heat,Thunder,L,Starter,SF,39:36,17,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,2,9.4
3/23/2012,Heat,Pistons,W,Starter,SF,37:26,17,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,18.4
3/20/2012,Heat,Suns,W,Starter,SF,37:54,20,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,2,16.5
3/18/2012,Heat,Magic,W,Starter,SF,38:58,14,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,15.5
3/16/2012,Heat,Sixers,W,Starter,SF,38:15,29,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,0,27.8
3/14/2012,Heat,Bulls,L,Starter,SF,39:38,35,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,2,23.4
3/13/2012,Heat,Magic,L,Starter,SF,42:25,19,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,15.9
3/10/2012,Heat,Pacers,W,Starter,SF,47:06,27,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,1,17.9
