Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/12/2014,Heat,Hawks,L,Starter,SF,37:21,27,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,16.3
4/11/2014,Heat,Pacers,W,Starter,SF,34:52,36,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,21.4
4/9/2014,Heat,Grizzlies,L,Starter,SF,41:22,37,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,23.4
4/8/2014,Heat,Nets,L,Starter,SF,37:08,29,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,24.5
4/6/2014,Heat,Knicks,W,Starter,SF,42:47,38,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,22.8
4/4/2014,Heat,Timberwolves,L,Starter,SF,47:57,34,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,22.3
4/2/2014,Heat,Bucks,W,Starter,SF,29:21,17,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17.1
3/31/2014,Heat,Raptors,W,Starter,SF,38:53,32,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,20.1
3/29/2014,Heat,Bucks,W,Starter,SF,30:03,13,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,7.3
3/28/2014,Heat,Pistons,W,Starter,SF,29:46,17,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,26.5
3/26/2014,Heat,Pacers,L,Starter,SF,43:24,38,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,21.6
3/24/2014,Heat,Trail Blazers,W,Starter,SF,38:22,32,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,19.9
3/22/2014,Heat,Pelicans,L,Starter,SF,41:59,25,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,23.1
3/21/2014,Heat,Grizzlies,W,Starter,SF,38:01,15,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15.5
3/18/2014,Heat,Cavaliers,W,Starter,SF,41:40,43,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,36.9
