Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/20/2005,Cavaliers,Raptors,W,Starter,SF,48:00,27,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,1,29.5
4/19/2005,Cavaliers,Celtics,W,Starter,SF,47:00,32,13,27,0.481,2,3,0.667,4,5,0.8,1,7,8,6,5,0,3,3,22.6
4/17/2005,Cavaliers,Pistons,L,Starter,SF,45:00,37,12,35,0.343,2,7,0.286,11,14,0.786,3,8,11,6,0,1,1,0,20.5
4/15/2005,Cavaliers,Wizards,L,Starter,SF,48:00,38,16,33,0.485,1,6,0.167,5,8,0.625,2,4,6,6,1,0,1,3,19.8
4/14/2005,Cavaliers,Knicks,L,Starter,SF,42:00,27,7,25,0.28,4,13,0.308,9,14,0.643,1,17,18,7,2,2,4,3,22.3
4/11/2005,Cavaliers,Magic,W,Starter,SF,48:00,33,12,23,0.522,1,6,0.167,8,10,0.8,1,6,7,6,5,1,2,4,25.5
4/9/2005,Cavaliers,Bucks,W,Starter,SF,47:00,40,15,26,0.577,7,13,0.538,3,3,1,1,9,10,10,2,1,3,2,36.1
4/8/2005,Cavaliers,Sixers,L,Starter,SF,48:00,37,12,30,0.4,2,6,0.333,11,11,1,4,9,13,7,5,0,5,1,27.6
4/6/2005,Cavaliers,Pacers,L,Starter,SF,33:00,20,9,18,0.5,0,3,0,2,4,0.5,2,2,4,3,1,0,2,2,9.5
4/5/2005,Cavaliers,Nets,L,Starter,SF,40:00,24,9,19,0.474,3,6,0.5,3,6,0.5,2,7,9,4,2,2,6,2,15.8
4/3/2005,Cavaliers,Mavericks,W,Starter,SF,48:00,37,10,23,0.435,4,8,0.5,13,13,1,2,8,10,7,2,1,6,3,25.4
4/1/2005,Cavaliers,Kings,L,Starter,SF,44:00,35,13,21,0.619,2,4,0.5,7,10,0.7,0,8,8,9,2,0,7,2,24.5
3/31/2005,Cavaliers,Bulls,L,Starter,SF,53:00,26,10,28,0.357,1,4,0.25,5,11,0.455,4,2,6,7,4,2,3,5,13.9
