Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
8/13/2020,Lakers,Kings,L,Starter,PG,14:36,17,6,13,0.462,2,5,0.4,3,3,1,1,2,3,4,0,0,3,0,9.6
8/10/2020,Lakers,Nuggets,W,Starter,PG,38:06,29,9,21,0.429,5,11,0.455,6,10,0.6,0,1,1,12,0,2,5,0,19.3
8/8/2020,Lakers,Pacers,L,Starter,SF,35:09,31,13,24,0.542,2,6,0.333,3,6,0.5,1,7,8,7,0,1,1,4,22.0
8/5/2020,Lakers,Thunder,L,Starter,PG,30:17,19,7,19,0.368,0,5,0,5,8,0.625,1,10,11,4,1,0,0,1,14.8
8/3/2020,Lakers,Jazz,W,Starter,PG,34:54,22,9,16,0.563,2,5,0.4,2,2,1,1,7,8,9,2,1,4,3,22.0
8/1/2020,Lakers,Raptors,L,Starter,PG,34:36,20,7,15,0.467,2,5,0.4,4,7,0.571,1,9,10,5,0,1,4,1,15.4
7/30/2020,Lakers,Clippers,W,Starter,PG,34:18,16,6,19,0.316,2,7,0.286,2,2,1,2,9,11,7,1,1,5,3,12.3
3/10/2020,Lakers,Nets,L,Starter,PG,34:52,29,12,22,0.545,4,9,0.444,1,5,0.2,1,11,12,9,1,0,3,1,26.4
3/8/2020,Lakers,Clippers,W,Starter,PG,34:31,28,7,17,0.412,2,6,0.333,12,14,0.857,2,6,8,9,0,2,2,3,24.0
3/6/2020,Lakers,Bucks,W,Starter,PG,36:30,37,12,21,0.571,1,7,0.143,12,15,0.8,0,8,8,8,3,0,4,4,26.6
3/3/2020,Lakers,Sixers,W,Starter,PG,33:45,22,9,16,0.563,2,5,0.4,2,3,0.667,1,6,7,14,1,2,3,1,27.9
3/1/2020,Lakers,Pelicans,W,Starter,PG,36:23,34,14,21,0.667,3,5,0.6,3,3,1,0,12,12,13,2,0,6,2,34.1
2/29/2020,Lakers,Grizzlies,L,Starter,PG,34:19,19,8,18,0.444,2,8,0.25,1,2,0.5,2,6,8,10,1,1,5,1,17.8
2/25/2020,Lakers,Pelicans,W,Starter,PG,34:12,40,17,27,0.63,5,11,0.455,1,2,0.5,2,6,8,6,0,1,7,1,25.0
2/23/2020,Lakers,Celtics,W,Starter,PG,35:29,29,9,19,0.474,4,10,0.4,7,12,0.583,0,8,8,9,0,0,2,4,21.3
2/21/2020,Lakers,Grizzlies,W,Starter,PG,35:35,32,10,17,0.588,1,4,0.25,11,12,0.917,0,3,3,7,0,2,1,0,25.0
2/12/2020,Lakers,Nuggets,W,Starter,PG,41:30,32,15,29,0.517,1,7,0.143,1,4,0.25,1,11,12,14,0,0,3,3,27.5
2/10/2020,Lakers,Suns,W,Starter,PG,30:05,17,6,16,0.375,3,6,0.5,2,4,0.5,0,8,8,9,1,0,8,2,10.5
2/8/2020,Lakers,Warriors,W,Starter,PG,33:34,22,7,17,0.412,3,8,0.375,5,6,0.833,0,8,8,11,1,0,7,2,17.0
2/6/2020,Lakers,Rockets,L,Starter,PG,36:39,18,8,19,0.421,1,8,0.125,1,1,1,2,7,9,15,2,0,6,0,21.6
2/4/2020,Lakers,Spurs,W,Starter,PG,34:11,36,12,20,0.6,6,9,0.667,6,9,0.667,1,6,7,9,1,0,2,1,30.6
2/1/2020,Lakers,Kings,W,Starter,PG,33:34,15,6,15,0.4,1,4,0.25,2,3,0.667,0,10,10,11,2,0,2,3,19.6
1/31/2020,Lakers,Trail Blazers,L,Starter,PG,37:59,22,9,22,0.409,3,8,0.375,1,4,0.25,2,6,8,10,0,1,5,2,15.5
1/25/2020,Lakers,Sixers,L,Starter,PG,35:21,29,9,18,0.5,1,6,0.167,10,13,0.769,0,7,7,8,1,0,8,3,15.4
