Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/13/2015,Cavaliers,Pistons,W,Starter,SF,32:14,21,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,27.3
4/10/2015,Cavaliers,Celtics,L,Starter,SF,26:05,14,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,6.9
4/8/2015,Cavaliers,Bucks,W,Starter,SF,39:51,21,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,22.5
4/5/2015,Cavaliers,Bulls,W,Starter,SF,36:31,20,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,24.0
4/2/2015,Cavaliers,Heat,W,Starter,PF,35:27,23,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,21.9
3/29/2015,Cavaliers,Sixers,W,Starter,SF,37:53,20,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,10.5
3/27/2015,Cavaliers,Nets,L,Starter,SF,38:28,24,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,23.5
3/25/2015,Cavaliers,Grizzlies,W,Starter,SF,31:27,20,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,16.3
3/22/2015,Cavaliers,Bucks,W,Starter,SF,39:28,28,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,27.1
3/20/2015,Cavaliers,Pacers,W,Starter,SF,39:18,29,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,16.0
3/18/2015,Cavaliers,Nets,W,Starter,SF,34:35,16,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,12.0
3/16/2015,Cavaliers,Heat,L,Starter,SF,35:16,26,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,9.5
