Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
3/12/2010,Cavaliers,Sixers,W,Starter,SF,42:06,23,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,21.5
3/5/2010,Cavaliers,Pistons,W,Starter,SF,41:52,40,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,1,34.3
3/3/2010,Cavaliers,Nets,W,Starter,SF,40:41,26,10,18,0.556,0,4,0,6,7,0.857,2,5,7,14,3,1,3,1,30.1
3/1/2010,Cavaliers,Knicks,W,Starter,SF,31:14,22,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,20.6
2/26/2010,Cavaliers,Raptors,W,Starter,SF,44:24,36,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,2,30.8
2/25/2010,Cavaliers,Celtics,W,Starter,SF,35:57,36,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,2,24.6
2/23/2010,Cavaliers,Pelicans,W,Starter,SF,44:07,20,7,16,0.438,2,6,0.333,4,4,1,1,4,5,13,2,0,0,0,25.5
2/21/2010,Cavaliers,Magic,L,Starter,SF,39:23,33,12,25,0.48,1,6,0.167,8,12,0.667,0,9,9,6,2,1,5,0,20.5
2/19/2010,Cavaliers,Hornets,L,Starter,SF,35:30,22,6,14,0.429,2,6,0.333,8,10,0.8,1,2,3,9,4,0,2,2,20.3
2/18/2010,Cavaliers,Nuggets,L,Starter,SF,47:00,43,15,33,0.455,1,9,0.111,12,17,0.706,1,12,13,15,2,4,3,1,39.4
2/11/2010,Cavaliers,Magic,W,Starter,SF,45:05,32,10,21,0.476,2,6,0.333,10,12,0.833,1,7,8,13,2,0,3,2,29.0
2/9/2010,Cavaliers,Nets,W,Starter,SF,42:21,32,13,21,0.619,1,4,0.25,5,9,0.556,0,3,3,11,1,0,3,0,24.1
2/6/2010,Cavaliers,Knicks,W,Starter,SF,43:51,47,17,31,0.548,6,12,0.5,7,7,1,1,7,8,8,5,0,5,2,34.4
2/4/2010,Cavaliers,Heat,W,Starter,SF,40:06,36,9,16,0.563,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,27.4
2/2/2010,Cavaliers,Grizzlies,W,Starter,SF,37:07,22,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,2,25.6
1/31/2010,Cavaliers,Clippers,W,Starter,SF,39:55,32,10,20,0.5,5,6,0.833,7,8,0.875,1,2,3,11,1,0,1,1,27.0
1/29/2010,Cavaliers,Pacers,W,Starter,SF,35:39,22,6,18,0.333,0,4,0,10,17,0.588,0,9,9,13,2,4,5,2,21.9
1/27/2010,Cavaliers,Timberwolves,W,Starter,SF,30:33,12,3,8,0.375,1,3,0.333,5,6,0.833,0,6,6,11,1,1,3,1,17.8
1/25/2010,Cavaliers,Heat,W,Starter,SF,38:31,32,9,23,0.391,2,9,0.222,12,17,0.706,0,9,9,4,1,0,4,3,14.6
1/23/2010,Cavaliers,Thunder,W,Starter,SF,42:38,37,9,19,0.474,6,10,0.6,13,19,0.684,0,9,9,12,1,1,6,2,29.4
1/21/2010,Cavaliers,Lakers,W,Starter,SF,40:24,37,13,25,0.52,1,9,0.111,10,13,0.769,0,5,5,9,2,1,4,3,23.6
1/19/2010,Cavaliers,Raptors,W,Starter,SF,41:01,28,8,18,0.444,0,7,0,12,14,0.857,0,9,9,11,3,3,3,1,29.5
1/16/2010,Cavaliers,Clippers,W,Starter,SF,38:54,32,12,20,0.6,3,6,0.5,5,7,0.714,2,2,4,4,2,1,5,3,18.4
1/14/2010,Cavaliers,Jazz,L,Starter,SF,40:25,36,12,20,0.6,4,6,0.667,8,12,0.667,1,8,9,6,5,1,5,1,30.0
1/11/2010,Cavaliers,Warriors,W,Starter,SF,41:37,37,12,23,0.522,1,4,0.25,12,14,0.857,1,7,8,11,2,4,2,1,35.3
1/10/2010,Cavaliers,Trail Blazers,W,Starter,SF,45:16,41,13,19,0.684,3,4,0.75,12,14,0.857,0,10,10,8,0,1,3,1,34.5
1/8/2010,Cavaliers,Nuggets,L,Starter,SF,41:18,35,12,28,0.429,2,8,0.25,9,13,0.692,2,4,6,7,1,0,8,1,13.6
1/6/2010,Cavaliers,Wizards,W,Starter,SF,30:50,23,7,12,0.583,1,4,0.25,8,11,0.727,2,5,7,8,1,2,1,0,25.6
1/3/2010,Cavaliers,Hornets,L,Starter,SF,42:51,29,13,21,0.619,2,6,0.333,1,2,0.5,0,7,7,6,1,1,1,3,23.3
1/2/2010,Cavaliers,Nets,W,Starter,SF,36:27,28,7,16,0.438,1,4,0.25,13,15,0.867,1,8,9,7,1,2,1,0,26.4
12/30/2009,Cavaliers,Hawks,W,Starter,SF,43:12,48,15,23,0.652,4,6,0.667,14,16,0.875,3,7,10,6,2,2,3,3,38.5
12/29/2009,Cavaliers,Hawks,W,Starter,SF,39:36,14,6,20,0.3,0,5,0,2,3,0.667,1,7,8,10,5,1,4,2,15.1
12/27/2009,Cavaliers,Rockets,W,Starter,SF,29:26,29,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,0,25.8
12/25/2009,Cavaliers,Lakers,W,Starter,SF,40:44,26,9,19,0.474,2,7,0.286,6,11,0.545,0,4,4,9,2,1,7,3,14.1
12/23/2009,Cavaliers,Kings,W,Starter,SF,43:41,34,14,30,0.467,1,4,0.25,5,7,0.714,4,12,16,10,0,0,2,1,29.4
12/21/2009,Cavaliers,Suns,W,Starter,SF,38:26,29,11,21,0.524,1,3,0.333,6,6,1,1,5,6,4,2,0,3,3,17.3
12/20/2009,Cavaliers,Mavericks,L,Starter,SF,43:05,25,9,23,0.391,2,6,0.333,5,7,0.714,0,3,3,6,2,2,2,3,13.9
12/18/2009,Cavaliers,Bucks,W,Starter,SF,38:22,26,6,13,0.462,2,4,0.5,12,14,0.857,1,9,10,8,0,3,6,1,23.3
12/16/2009,Cavaliers,Sixers,W,Starter,SF,40:17,36,12,26,0.462,3,6,0.5,9,11,0.818,1,5,6,7,3,1,3,2,24.1
12/15/2009,Cavaliers,Nets,W,Starter,SF,40:28,23,9,19,0.474,1,5,0.2,4,6,0.667,1,5,6,7,2,0,6,3,12.8
12/13/2009,Cavaliers,Thunder,W,Starter,SF,38:35,44,16,29,0.552,5,8,0.625,7,10,0.7,0,7,7,6,4,1,1,1,33.3
12/11/2009,Cavaliers,Trail Blazers,W,Starter,SF,37:36,33,14,24,0.583,1,2,0.5,4,6,0.667,1,6,7,7,1,2,4,1,23.8
12/9/2009,Cavaliers,Rockets,L,Starter,SF,39:40,27,8,21,0.381,2,4,0.5,9,10,0.9,1,5,6,7,1,1,5,2,15.3
12/8/2009,Cavaliers,Grizzlies,L,Starter,SF,44:47,43,14,29,0.483,4,11,0.364,11,12,0.917,4,9,13,6,0,1,5,2,28.5
12/6/2009,Cavaliers,Bucks,W,Starter,SF,32:18,14,4,10,0.4,0,0,0,6,7,0.857,1,4,5,10,1,1,5,2,13.9
12/4/2009,Cavaliers,Bulls,W,Starter,SF,34:12,23,8,17,0.471,1,3,0.333,6,10,0.6,0,6,6,11,0,0,1,1,20.5
12/2/2009,Cavaliers,Suns,W,Starter,SF,34:26,12,6,15,0.4,0,3,0,0,0,0,1,7,8,10,1,1,3,0,16.0
11/28/2009,Cavaliers,Mavericks,W,Starter,SF,36:21,25,10,20,0.5,0,2,0,5,7,0.714,0,5,5,12,0,0,1,2,21.1
11/27/2009,Cavaliers,Hornets,L,Starter,SF,38:01,25,10,19,0.526,2,7,0.286,3,4,0.75,0,6,6,4,0,0,6,4,9.8
11/25/2009,Cavaliers,Pistons,W,Starter,SF,38:49,34,12,24,0.5,1,4,0.25,9,11,0.818,1,7,8,7,1,0,5,2,20.1
11/21/2009,Cavaliers,Sixers,W,Starter,SF,38:32,32,13,20,0.65,2,4,0.5,4,6,0.667,0,7,7,9,0,0,5,3,22.5
11/20/2009,Cavaliers,Pacers,W,Starter,SF,37:53,40,13,25,0.52,1,3,0.333,13,14,0.929,2,7,9,7,1,1,2,1,29.8
11/18/2009,Cavaliers,Wizards,L,Starter,SF,35:08,34,12,20,0.6,3,7,0.429,7,8,0.875,0,2,2,9,2,0,6,4,20.5
11/17/2009,Cavaliers,Warriors,W,Starter,SF,38:32,31,11,19,0.579,1,5,0.2,8,10,0.8,0,5,5,12,1,2,2,2,28.8
11/14/2009,Cavaliers,Jazz,W,Starter,SF,37:33,21,6,15,0.4,0,3,0,9,12,0.75,0,6,6,9,2,1,2,1,19.3
11/12/2009,Cavaliers,Heat,W,Starter,SF,38:53,34,8,20,0.4,2,4,0.5,16,18,0.889,1,3,4,7,2,1,2,2,22.5
11/11/2009,Cavaliers,Magic,W,Starter,SF,39:07,36,13,23,0.565,2,3,0.667,8,9,0.889,2,6,8,4,1,0,4,2,21.9
11/6/2009,Cavaliers,Knicks,W,Starter,PF,35:37,33,12,17,0.706,2,4,0.5,7,9,0.778,0,8,8,9,3,0,7,3,26.4
11/5/2009,Cavaliers,Bulls,L,Starter,SF,38:13,25,9,17,0.529,1,4,0.25,6,9,0.667,0,7,7,6,1,1,3,0,19.1
11/3/2009,Cavaliers,Wizards,W,Starter,SF,35:59,27,7,16,0.438,2,7,0.286,11,13,0.846,3,5,8,6,3,0,4,0,21.9
10/31/2009,Cavaliers,Hornets,W,Starter,SF,37:14,14,5,11,0.455,0,1,0,4,6,0.667,1,6,7,9,0,0,4,1,13.5
10/30/2009,Cavaliers,Timberwolves,W,Starter,SF,33:26,24,10,18,0.556,2,3,0.667,2,3,0.667,2,7,9,6,1,1,2,1,22.1
10/28/2009,Cavaliers,Raptors,L,Starter,SF,39:47,23,7,19,0.368,1,5,0.2,8,14,0.571,2,9,11,12,2,0,4,1,21.8
10/27/2009,Cavaliers,Celtics,L,Starter,SF,44:55,38,12,22,0.545,4,9,0.444,10,13,0.769,0,4,4,8,2,4,5,4,26.6
Totals,,,,76 GP,,2965.6,2258,768,1528,0.503,129,387,0.333,593,773,0.767,71,483,554,651,125,77,261,119,"1,754.5"
Averages,,,,,,39.0,29.7,10.1,20.1,0.503,1.7,5.1,0.333,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1,3.4,1.6,23.1
