Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
2/6/2025,Lakers,Warriors,W,Starter,PF,38:02,42,14,25,0.56,6,9,0.667,8,10,0.8,1,16,17,8,1,1,3,1,39.0
2/4/2025,Lakers,Clippers,W,Starter,PF,31:01,26,8,13,0.615,2,4,0.5,8,11,0.727,0,8,8,9,3,0,3,4,25.1
2/1/2025,Lakers,Knicks,W,Starter,PF,36:49,33,14,26,0.538,3,8,0.375,2,4,0.5,0,11,11,12,0,0,5,3,25.8
1/30/2025,Lakers,Wizards,W,Starter,PF,26:34,24,9,19,0.474,1,4,0.25,5,5,1,0,3,3,11,0,0,0,1,20.6
1/28/2025,Lakers,Sixers,L,Starter,PF,32:39,31,10,16,0.625,1,4,0.25,10,11,0.909,1,7,8,9,1,0,8,1,22.6
1/27/2025,Lakers,Hornets,W,Starter,PF,36:25,22,9,17,0.529,1,8,0.125,3,5,0.6,0,7,7,8,0,0,5,0,15.6
1/25/2025,Lakers,Warriors,W,Starter,PF,34:39,25,12,25,0.48,0,1,0,1,2,0.5,1,4,5,12,1,0,3,0,19.5
1/23/2025,Lakers,Celtics,W,Starter,PF,30:31,20,9,20,0.45,0,2,0,2,2,1,3,11,14,6,0,0,2,0,19.5
1/21/2025,Lakers,Wizards,W,Starter,PF,35:39,21,8,18,0.444,2,6,0.333,3,3,1,0,10,10,13,2,1,5,0,24.9
1/19/2025,Lakers,Clippers,L,Starter,PF,35:03,25,9,20,0.45,2,6,0.333,5,6,0.833,2,3,5,11,3,1,5,3,20.5
1/17/2025,Lakers,Nets,W,Starter,PF,34:56,29,12,17,0.706,4,6,0.667,1,2,0.5,1,6,7,8,1,2,5,2,26.0
1/15/2025,Lakers,Heat,W,Starter,PF,38:09,22,9,15,0.6,3,6,0.5,1,2,0.5,1,4,5,9,2,0,2,0,23.0
1/13/2025,Lakers,Spurs,L,Starter,PF,32:06,18,7,11,0.636,2,3,0.667,2,4,0.5,1,4,5,8,1,1,7,3,13.8
1/7/2025,Lakers,Mavericks,L,Starter,PF,34:52,18,6,12,0.5,1,4,0.25,5,6,0.833,0,10,10,8,1,0,2,0,21.3
1/5/2025,Lakers,Rockets,L,Starter,PF,36:03,21,8,16,0.5,4,7,0.571,1,2,0.5,1,12,13,9,1,0,2,4,24.3
1/3/2025,Lakers,Hawks,W,Starter,PF,30:00,30,13,20,0.65,2,5,0.4,2,2,1,0,3,3,8,0,0,3,3,20.0
1/2/2025,Lakers,Trail Blazers,W,Starter,PF,36:12,38,15,25,0.6,7,10,0.7,1,2,0.5,1,2,3,8,0,0,4,1,24.5
12/31/2024,Lakers,Cavaliers,L,Starter,PF,34:12,23,9,17,0.529,3,6,0.5,2,2,1,0,4,4,7,0,1,2,1,18.0
12/25/2024,Lakers,Warriors,W,Starter,PF,36:58,31,12,22,0.545,2,4,0.5,5,5,1,0,4,4,10,2,1,1,3,26.1
12/23/2024,Lakers,Pistons,L,Starter,PF,35:27,28,10,16,0.625,2,4,0.5,6,7,0.857,2,9,11,11,0,0,2,1,30.6
12/21/2024,Lakers,Kings,W,Starter,PF,34:25,32,13,24,0.542,1,8,0.125,5,6,0.833,0,7,7,6,4,0,4,2,22.0
12/19/2024,Lakers,Kings,W,Starter,PF,34:05,19,8,21,0.381,1,4,0.25,2,2,1,0,6,6,7,0,1,2,1,12.5
12/15/2024,Lakers,Grizzlies,W,Starter,PF,34:00,18,7,17,0.412,3,6,0.5,1,4,0.25,4,4,8,8,1,2,5,2,15.8
12/6/2024,Lakers,Hawks,L,Starter,PF,43:22,39,14,25,0.56,6,11,0.545,5,6,0.833,0,10,10,11,2,3,4,3,36.0
12/4/2024,Lakers,Heat,L,Starter,PF,29:03,29,12,18,0.667,1,4,0.25,4,4,1,1,4,5,8,1,0,5,2,21.0
12/2/2024,Lakers,Timberwolves,L,Starter,PF,30:44,10,4,16,0.25,0,4,0,2,4,0.5,3,5,8,4,0,0,6,1,0.8
12/1/2024,Lakers,Jazz,W,Starter,PF,36:04,27,12,28,0.429,0,9,0,3,3,1,1,4,5,14,0,2,3,1,21.4
11/29/2024,Lakers,Thunder,L,Starter,PF,33:31,12,5,13,0.385,0,4,0,2,2,1,0,8,8,6,0,0,5,0,8.5
11/27/2024,Lakers,Spurs,W,Starter,PF,33:05,16,8,18,0.444,0,2,0,0,0,0,3,7,10,11,1,1,5,0,18.8
11/26/2024,Lakers,Suns,L,Starter,PF,34:44,18,7,16,0.438,2,7,0.286,2,2,1,1,7,8,10,0,0,5,0,16.5
11/23/2024,Lakers,Nuggets,L,Starter,PF,34:41,18,7,17,0.412,1,4,0.25,3,3,1,0,6,6,7,3,0,6,3,11.1
11/21/2024,Lakers,Magic,L,Starter,PF,37:03,31,12,22,0.545,5,9,0.556,2,4,0.5,2,8,10,7,0,1,4,0,25.0
11/19/2024,Lakers,Jazz,W,Starter,PF,33:53,26,9,17,0.529,1,5,0.2,7,11,0.636,0,2,2,12,0,0,4,1,18.1
11/16/2024,Lakers,Pelicans,W,Starter,PF,37:02,21,8,19,0.421,2,7,0.286,3,5,0.6,4,3,7,5,1,0,6,1,10.6
11/15/2024,Lakers,Spurs,W,Starter,PF,37:49,15,6,12,0.5,1,4,0.25,2,4,0.5,1,15,16,12,1,0,7,0,22.8
11/13/2024,Lakers,Grizzlies,W,Starter,PF,36:56,35,13,22,0.591,4,7,0.571,5,8,0.625,1,11,12,14,1,0,6,2,32.8
11/10/2024,Lakers,Raptors,W,Starter,PF,34:47,19,6,14,0.429,0,3,0,7,7,1,2,8,10,16,1,0,3,0,27.9
11/8/2024,Lakers,Sixers,W,Starter,PF,33:48,21,9,14,0.643,2,4,0.5,1,1,1,0,12,12,13,0,3,2,0,33.1
11/6/2024,Lakers,Grizzlies,L,Starter,PF,35:25,39,15,24,0.625,6,11,0.545,3,4,0.75,0,7,7,6,1,0,5,2,25.8
11/4/2024,Lakers,Pistons,L,Starter,PF,40:00,20,7,16,0.438,1,2,0.5,5,5,1,1,7,8,11,2,0,1,1,23.9
11/1/2024,Lakers,Raptors,W,Starter,PF,36:15,27,9,17,0.529,5,8,0.625,4,6,0.667,0,6,6,10,1,0,0,1,27.0
10/30/2024,Lakers,Cavaliers,L,Starter,PF,28:58,26,9,13,0.692,1,3,0.333,7,7,1,1,5,6,3,0,0,6,2,14.4
10/28/2024,Lakers,Suns,L,Starter,PF,35:48,11,3,14,0.214,2,5,0.4,3,6,0.5,0,5,5,8,1,0,2,1,8.5
10/26/2024,Lakers,Kings,W,Starter,PF,33:46,32,12,22,0.545,4,9,0.444,4,4,1,0,14,14,10,0,1,5,3,29.0
10/25/2024,Lakers,Suns,W,Starter,PF,34:42,21,7,13,0.538,2,5,0.4,5,8,0.625,0,4,4,8,0,0,2,1,16.8
10/22/2024,Lakers,Timberwolves,W,Starter,PF,34:39,16,7,16,0.438,1,4,0.25,1,1,1,0,5,5,4,0,2,2,3,9.9
Totals,,,,70 GP,,2444.4,1710,651,1270,0.513,149,396,0.376,259,331,0.782,72,474,546,575,70,39,260,99,"1,407.9"
Averages,,,,,,34.9,24.4,9.3,18.1,0.513,2.1,5.7,0.376,3.7,4.7,0.782,1,6.8,7.8,8.2,1,0.6,3.7,1.4,20.1
