Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/9/2017,Cavaliers,Hawks,L,Starter,SF,46:57,32,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,30.3
4/7/2017,Cavaliers,Hawks,L,Starter,SF,41:25,27,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,23.8
4/5/2017,Cavaliers,Celtics,W,Starter,SF,38:33,36,14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,3,29.4
4/4/2017,Cavaliers,Magic,W,Starter,SF,37:06,18,7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,2,20.8
4/2/2017,Cavaliers,Pacers,W,Starter,SF,51:39,41,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,37.3
3/31/2017,Cavaliers,Sixers,W,Starter,SF,29:56,34,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,25.5
3/30/2017,Cavaliers,Bulls,L,Starter,SF,39:07,26,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,22.1
3/27/2017,Cavaliers,Spurs,L,Starter,SF,29:32,17,7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,3,13.3
3/25/2017,Cavaliers,Wizards,L,Starter,SF,40:35,24,10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,2,20.0
3/24/2017,Cavaliers,Hornets,W,Starter,SF,39:54,32,9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,2,31.3
3/22/2017,Cavaliers,Nuggets,L,Starter,SF,34:10,18,8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,1,13.0
3/19/2017,Cavaliers,Lakers,W,Starter,SF,37:51,34,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,23.0
3/16/2017,Cavaliers,Jazz,W,Starter,SF,38:15,33,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,24.8
3/14/2017,Cavaliers,Pistons,W,Starter,PF,28:24,16,6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,0,23.4
3/12/2017,Cavaliers,Rockets,L,Starter,PF,40:10,30,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,17.1
3/11/2017,Cavaliers,Magic,W,Starter,PF,37:34,24,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,26.3
3/9/2017,Cavaliers,Pistons,L,Starter,PF,39:05,29,12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,1,28.5
3/6/2017,Cavaliers,Heat,L,Starter,PF,38:41,30,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,27.3
3/3/2017,Cavaliers,Hawks,W,Starter,SF,39:10,38,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,28.8
3/1/2017,Cavaliers,Celtics,L,Starter,SF,40:02,28,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,26.8
2/27/2017,Cavaliers,Bucks,W,Starter,PF,37:11,24,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,21.6
2/23/2017,Cavaliers,Knicks,W,Starter,SF,37:06,18,7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,1,28.8
2/15/2017,Cavaliers,Pacers,W,Starter,SF,32:35,31,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,20.5
2/14/2017,Cavaliers,Timberwolves,W,Starter,SF,39:30,25,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25.0
2/11/2017,Cavaliers,Nuggets,W,Starter,SF,33:09,27,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,24.8
2/9/2017,Cavaliers,Thunder,L,Starter,SF,40:53,18,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,14.1
2/8/2017,Cavaliers,Pacers,W,Starter,SF,38:16,25,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,20.8
2/6/2017,Cavaliers,Wizards,W,Starter,SF,42:04,32,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,33.9
2/4/2017,Cavaliers,Knicks,W,Starter,SF,39:35,32,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,23.4
