Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
2/1/2017,Cavaliers,Timberwolves,W,Starter,SF,34:28,27,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,32.4
1/30/2017,Cavaliers,Mavericks,L,Starter,PF,37:17,23,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,18.5
1/29/2017,Cavaliers,Thunder,W,Starter,SF,36:50,25,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25.0
1/27/2017,Cavaliers,Nets,W,Starter,SF,34:14,31,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,24.1
1/25/2017,Cavaliers,Kings,L,Starter,SF,44:49,24,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,26.9
1/23/2017,Cavaliers,Pelicans,L,Starter,SF,43:43,26,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,23.8
1/21/2017,Cavaliers,Spurs,L,Starter,SF,45:20,29,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,18.4
1/19/2017,Cavaliers,Suns,W,Starter,PF,39:08,21,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,28.8
1/16/2017,Cavaliers,Warriors,L,Starter,SF,35:00,20,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,5.8
1/13/2017,Cavaliers,Kings,W,Starter,SF,41:41,16,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,18.4
1/11/2017,Cavaliers,Trail Blazers,L,Starter,SF,30:31,20,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,16.6
1/10/2017,Cavaliers,Jazz,L,Starter,SF,36:55,29,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,21.1
1/8/2017,Cavaliers,Suns,W,Starter,SF,39:31,28,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,16.3
1/6/2017,Cavaliers,Nets,W,Starter,SF,35:17,36,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,27.0
1/4/2017,Cavaliers,Bulls,L,Starter,SF,36:53,31,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,20.4
1/2/2017,Cavaliers,Pelicans,W,Starter,SF,38:55,26,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,16.8
12/31/2016,Cavaliers,Hornets,W,Starter,SF,35:47,32,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,24.5
12/29/2016,Cavaliers,Celtics,W,Starter,SF,43:44,23,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,19.4
12/25/2016,Cavaliers,Warriors,W,Starter,SF,40:11,31,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,23.9
12/23/2016,Cavaliers,Nets,W,Starter,SF,27:16,19,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,0,16.0
12/21/2016,Cavaliers,Bucks,W,Starter,PF,34:25,29,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,21.6
12/20/2016,Cavaliers,Bucks,W,Starter,PF,47:29,34,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,28.8
12/17/2016,Cavaliers,Lakers,W,Starter,SF,38:55,26,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,1,24.4
12/13/2016,Cavaliers,Grizzlies,W,Starter,SF,36:29,23,9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,1,16.5
12/10/2016,Cavaliers,Hornets,W,Starter,SF,42:27,44,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,3,37.1
12/9/2016,Cavaliers,Heat,W,Starter,SF,37:19,27,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,2,22.5
12/7/2016,Cavaliers,Knicks,W,Starter,SF,32:27,25,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,2,22.3
12/5/2016,Cavaliers,Raptors,W,Starter,SF,42:01,34,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,24.9
12/2/2016,Cavaliers,Bulls,L,Starter,SF,44:40,27,13,22,0.591,1,3,0.333,0,0,0,0,5,5,13,0,0,8,2,18.3
12/1/2016,Cavaliers,Clippers,L,Starter,SF,33:37,16,5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,2,6.4
11/29/2016,Cavaliers,Bucks,L,Starter,SF,32:53,22,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,5.9
11/27/2016,Cavaliers,Sixers,W,Starter,SF,41:30,26,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,0,25.4
11/25/2016,Cavaliers,Mavericks,W,Starter,SF,29:03,19,6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,1,18.6
11/23/2016,Cavaliers,Trail Blazers,W,Starter,SF,37:30,31,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,33.0
11/18/2016,Cavaliers,Pistons,W,Starter,SF,28:03,21,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,13.1
11/15/2016,Cavaliers,Raptors,W,Starter,SF,38:04,28,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,2,29.8
11/13/2016,Cavaliers,Hornets,W,Starter,SF,38:42,19,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,0,15.5
11/11/2016,Cavaliers,Wizards,W,Starter,SF,38:06,27,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,1,20.1
11/8/2016,Cavaliers,Hawks,L,Starter,SF,36:52,23,8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,3,21.1
11/5/2016,Cavaliers,Sixers,W,Starter,SF,35:52,25,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,1,22.9
11/3/2016,Cavaliers,Celtics,W,Starter,SF,36:22,30,12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,2,27.1
11/1/2016,Cavaliers,Rockets,W,Starter,SF,35:51,19,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,4,18.8
10/29/2016,Cavaliers,Magic,W,Starter,SF,39:00,23,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,19.6
10/28/2016,Cavaliers,Raptors,W,Starter,SF,38:40,21,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,13.9
10/25/2016,Cavaliers,Knicks,W,Starter,SF,32:23,19,9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,3,26.3
Totals,,,,74 GP,,2794.6,1954,736,1344,0.548,124,342,0.363,358,531,0.674,97,542,639,646,92,44,303,134,"1,630.3"
Averages,,,,,,37.8,26.4,9.9,18.2,0.548,1.7,4.6,0.363,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,22.0
