Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
1/13/2009,Cavaliers,Grizzlies,W,Starter,SF,40:12,30,9,15,0.6,1,5,0.2,11,14,0.786,0,11,11,10,3,1,2,2,32.8
1/9/2009,Cavaliers,Celtics,W,Starter,SF,35:49,38,13,25,0.52,3,7,0.429,9,9,1,1,6,7,6,4,3,3,2,30.4
1/7/2009,Cavaliers,Hornets,W,Starter,SF,30:59,21,9,16,0.563,0,1,0,3,3,1,0,4,4,4,2,2,4,1,14.4
1/4/2009,Cavaliers,Wizards,L,Starter,SF,40:46,30,11,22,0.5,3,9,0.333,5,8,0.625,0,6,6,10,1,2,7,4,19.0
1/2/2009,Cavaliers,Bulls,W,Starter,SF,37:16,16,3,8,0.375,2,3,0.667,8,8,1,1,9,10,11,2,3,5,1,25.3
12/30/2008,Cavaliers,Heat,L,Starter,SF,43:29,38,12,24,0.5,3,8,0.375,11,14,0.786,0,2,2,7,0,2,5,2,19.3
12/28/2008,Cavaliers,Heat,W,Starter,SF,42:31,33,12,19,0.632,2,4,0.5,7,12,0.583,0,6,6,9,0,1,2,1,26.3
12/25/2008,Cavaliers,Wizards,W,Starter,SF,38:13,18,6,13,0.462,0,2,0,6,10,0.6,0,5,5,6,3,1,3,1,14.8
12/23/2008,Cavaliers,Rockets,W,Starter,SF,38:20,27,11,23,0.478,0,3,0,5,7,0.714,1,8,9,5,3,1,7,2,15.1
12/21/2008,Cavaliers,Thunder,W,Starter,SF,42:46,31,14,24,0.583,2,4,0.5,1,2,0.5,2,2,4,7,3,1,3,1,23.3
12/19/2008,Cavaliers,Nuggets,W,Starter,SF,38:44,33,13,20,0.65,0,2,0,7,8,0.875,3,7,10,8,0,0,6,3,23.8
12/17/2008,Cavaliers,Timberwolves,W,Starter,SF,39:38,32,14,20,0.7,2,6,0.333,2,4,0.5,0,6,6,3,2,2,0,1,26.5
12/13/2008,Cavaliers,Hawks,L,Starter,SF,45:40,33,10,19,0.526,2,7,0.286,11,12,0.917,2,4,6,9,4,1,1,2,31.3
12/12/2008,Cavaliers,Sixers,W,Starter,SF,36:50,28,9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,7,1,3,0,2,23.8
12/10/2008,Cavaliers,Sixers,W,Starter,SF,39:04,29,10,22,0.455,2,6,0.333,7,8,0.875,2,2,4,5,0,2,1,4,17.0
12/9/2008,Cavaliers,Raptors,W,Starter,SF,30:24,31,11,18,0.611,2,5,0.4,7,8,0.875,0,5,5,4,3,0,2,1,22.8
12/6/2008,Cavaliers,Hornets,W,Starter,SF,27:40,25,8,17,0.471,2,4,0.5,7,8,0.875,2,3,5,4,2,2,3,3,17.0
12/5/2008,Cavaliers,Pacers,W,Starter,SF,37:37,11,4,12,0.333,0,4,0,3,4,0.75,2,6,8,11,1,3,2,2,19.0
12/3/2008,Cavaliers,Knicks,W,Starter,SF,28:09,21,5,10,0.5,1,4,0.25,10,10,1,0,5,5,6,5,1,0,0,25.5
11/29/2008,Cavaliers,Bucks,W,Starter,SF,41:22,32,12,27,0.444,1,5,0.2,7,10,0.7,1,6,7,5,2,1,3,3,17.0
11/28/2008,Cavaliers,Warriors,W,Starter,SF,30:39,23,9,13,0.692,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,26.3
11/26/2008,Cavaliers,Thunder,W,Starter,SF,17:08,14,7,12,0.583,0,1,0,0,0,0,0,3,3,3,1,3,0,0,14.3
11/25/2008,Cavaliers,Knicks,W,Starter,SF,30:20,26,7,14,0.5,3,7,0.429,9,11,0.818,0,4,4,1,1,1,1,0,16.4
11/22/2008,Cavaliers,Hawks,W,Starter,SF,36:35,24,8,19,0.421,1,4,0.25,7,7,1,1,6,7,8,2,0,2,3,19.1
11/19/2008,Cavaliers,Pistons,L,Starter,SF,39:30,25,8,21,0.381,0,4,0,9,10,0.9,1,5,6,6,4,0,3,1,16.8
11/18/2008,Cavaliers,Nets,W,Starter,SF,35:58,31,9,20,0.45,1,4,0.25,12,17,0.706,0,8,8,4,0,1,3,3,16.1
11/15/2008,Cavaliers,Jazz,W,Starter,SF,42:03,38,13,21,0.619,3,7,0.429,9,11,0.818,3,2,5,7,2,2,2,2,30.6
11/13/2008,Cavaliers,Nuggets,W,Starter,SF,38:02,22,10,20,0.5,0,0,0,2,4,0.5,1,7,8,11,3,0,5,4,18.8
11/11/2008,Cavaliers,Bucks,W,Starter,SF,42:46,41,16,24,0.667,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,29.0
11/8/2008,Cavaliers,Bulls,W,Starter,SF,39:12,41,13,29,0.448,4,7,0.571,11,13,0.846,4,9,13,4,0,0,2,1,26.6
11/7/2008,Cavaliers,Pacers,W,Starter,SF,39:20,27,11,24,0.458,1,6,0.167,4,7,0.571,2,7,9,8,1,4,4,2,21.6
11/5/2008,Cavaliers,Bulls,W,Starter,SF,35:50,41,13,23,0.565,0,2,0,15,16,0.938,2,7,9,6,4,0,5,1,29.5
11/3/2008,Cavaliers,Mavericks,W,Starter,SF,34:08,29,8,20,0.4,0,2,0,13,15,0.867,2,6,8,3,2,1,1,1,19.4
11/1/2008,Cavaliers,Pelicans,L,Starter,SF,37:43,15,6,15,0.4,0,3,0,3,4,0.75,2,5,7,13,3,0,5,3,17.5
10/30/2008,Cavaliers,Hornets,W,Starter,SF,30:15,22,7,15,0.467,0,2,0,8,12,0.667,2,7,9,9,0,1,5,3,17.0
10/28/2008,Cavaliers,Celtics,L,Starter,SF,36:00,22,9,21,0.429,0,4,0,4,8,0.5,1,6,7,6,2,1,3,4,12.8
Totals,,,,81 GP,,3054.0,2304,789,1613,0.489,132,384,0.344,594,762,0.78,106,507,613,587,137,93,241,139,"1,770.8"
Averages,,,,,,37.7,28.4,9.7,19.9,0.489,1.6,4.7,0.344,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,21.9
