Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/1/2022,Lakers,Pelicans,L,Starter,SF,39:31,38,13,23,0.565,3,8,0.375,9,12,0.75,0,8,8,4,1,0,6,3,19.8
3/27/2022,Lakers,Pelicans,L,Starter,SF,41:38,39,14,27,0.519,7,13,0.538,4,6,0.667,1,8,9,5,0,1,4,1,25.0
3/21/2022,Lakers,Cavaliers,W,Starter,SF,40:37,38,17,29,0.586,0,4,0,4,4,1,1,9,10,12,1,1,3,0,33.5
3/19/2022,Lakers,Wizards,L,Starter,C,35:53,38,16,29,0.552,4,10,0.4,2,3,0.667,2,8,10,6,0,0,2,3,25.6
3/18/2022,Lakers,Raptors,W,Starter,PF,44:41,36,15,26,0.577,2,7,0.286,4,7,0.571,4,5,9,7,0,2,3,2,26.6
3/16/2022,Lakers,Timberwolves,L,Starter,PF,37:04,19,8,21,0.381,1,8,0.125,2,5,0.4,0,5,5,4,1,2,5,5,4.6
3/14/2022,Lakers,Raptors,L,Starter,C,40:20,30,11,19,0.579,4,7,0.571,4,7,0.571,3,6,9,3,0,2,5,4,18.6
3/13/2022,Lakers,Suns,L,Starter,C,30:12,31,10,20,0.5,5,11,0.455,6,7,0.857,0,7,7,6,0,1,4,0,21.6
3/11/2022,Lakers,Wizards,W,Starter,C,35:42,50,18,25,0.72,6,9,0.667,8,8,1,0,7,7,6,0,1,3,3,36.0
3/9/2022,Lakers,Rockets,L,Starter,C,45:16,23,9,26,0.346,1,9,0.111,4,6,0.667,2,12,14,12,1,4,5,1,23.8
3/5/2022,Lakers,Warriors,W,Starter,C,38:33,56,19,31,0.613,6,11,0.545,12,13,0.923,2,8,10,3,0,1,4,0,35.9
3/3/2022,Lakers,Clippers,L,Starter,PF,37:04,26,8,18,0.444,2,9,0.222,8,10,0.8,1,7,8,4,0,1,4,2,15.0
3/1/2022,Lakers,Mavericks,L,Starter,C,38:12,26,10,18,0.556,3,7,0.429,3,5,0.6,0,12,12,5,1,0,4,2,20.6
2/27/2022,Lakers,Pelicans,L,Starter,SF,35:35,32,13,23,0.565,1,4,0.25,5,5,1,0,6,6,3,2,2,7,2,16.4
2/25/2022,Lakers,Clippers,L,Starter,SF,35:41,21,6,18,0.333,2,8,0.25,7,8,0.875,1,10,11,3,1,1,6,1,11.5
2/16/2022,Lakers,Jazz,W,Starter,SF,39:43,33,14,23,0.609,3,8,0.375,2,2,1,1,7,8,6,2,0,3,1,25.8
2/12/2022,Lakers,Warriors,L,Starter,PF,38:21,26,9,27,0.333,3,10,0.3,5,9,0.556,3,12,15,8,0,0,4,3,16.9
2/9/2022,Lakers,Trail Blazers,L,Starter,SF,36:41,30,13,22,0.591,3,7,0.429,1,1,1,0,7,7,7,3,0,6,1,21.9
2/8/2022,Lakers,Bucks,L,Starter,SF,34:31,27,11,19,0.579,3,7,0.429,2,4,0.5,0,5,5,8,0,0,4,4,17.0
