Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
3/19/2008,Cavaliers,Pistons,W,Starter,SF,41:04,30,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,27.1
3/17/2008,Cavaliers,Magic,L,Starter,SF,42:14,30,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,20.1
3/16/2008,Cavaliers,Hornets,W,Starter,SF,41:40,33,11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,25.8
3/13/2008,Cavaliers,Wizards,L,Starter,SF,43:23,25,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,9.3
3/12/2008,Cavaliers,Nets,L,Starter,SF,45:41,42,12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,26.6
3/10/2008,Cavaliers,Trail Blazers,W,Starter,SF,43:41,24,7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,23.4
3/8/2008,Cavaliers,Pacers,W,Starter,SF,38:13,38,11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,28.8
3/6/2008,Cavaliers,Bulls,L,Starter,SF,37:55,39,13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,17.0
3/5/2008,Cavaliers,Knicks,W,Starter,SF,43:50,50,16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,38.3
3/2/2008,Cavaliers,Bulls,W,Starter,SF,39:51,37,15,29,0.517,0,5,0,7,8,0.875,3,3,6,6,1,0,3,1,21.0
2/29/2008,Cavaliers,Timberwolves,W,Starter,SF,43:35,30,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,27.6
2/27/2008,Cavaliers,Celtics,L,Starter,SF,39:00,26,7,24,0.292,1,6,0.167,11,15,0.733,4,4,8,4,0,0,3,2,9.4
2/26/2008,Cavaliers,Bucks,L,Starter,SF,37:50,35,16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,21.6
2/24/2008,Cavaliers,Grizzlies,W,Starter,SF,39:02,25,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,23.9
2/22/2008,Cavaliers,Wizards,W,Starter,PF,44:32,33,11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,31.3
2/20/2008,Cavaliers,Pacers,W,Starter,SF,43:14,31,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31.5
2/19/2008,Cavaliers,Rockets,L,Starter,SF,42:08,26,7,18,0.389,4,7,0.571,8,11,0.727,2,11,13,11,2,0,5,2,25.6
2/13/2008,Cavaliers,Spurs,L,Starter,SF,42:44,39,17,31,0.548,1,5,0.2,4,7,0.571,2,4,6,9,0,1,3,4,23.1
2/11/2008,Cavaliers,Magic,W,Starter,SF,43:51,29,8,15,0.533,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,25.1
2/10/2008,Cavaliers,Nuggets,L,Starter,SF,32:36,30,11,23,0.478,2,5,0.4,6,6,1,1,4,5,3,2,0,5,1,14.0
2/8/2008,Cavaliers,Hawks,W,Starter,SF,44:00,26,11,24,0.458,0,3,0,4,4,1,4,7,11,7,2,1,1,2,23.8
2/7/2008,Cavaliers,Rockets,L,Starter,SF,41:13,32,12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,23.1
2/5/2008,Cavaliers,Celtics,W,Starter,SF,42:24,33,11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,30.0
2/2/2008,Cavaliers,Clippers,W,Starter,SF,43:48,28,8,19,0.421,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,22.0
1/30/2008,Cavaliers,Trail Blazers,W,Starter,SF,43:53,37,13,29,0.448,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,24.3
1/27/2008,Cavaliers,Lakers,W,Starter,SF,44:08,41,16,32,0.5,1,5,0.2,8,12,0.667,3,6,9,4,2,0,5,4,19.0
1/25/2008,Cavaliers,Suns,L,Starter,SF,39:26,36,14,30,0.467,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,20.0
1/23/2008,Cavaliers,Wizards,W,Starter,SF,31:08,23,7,13,0.538,1,3,0.333,8,9,0.889,2,6,8,8,2,1,0,2,26.4
1/21/2008,Cavaliers,Heat,W,Starter,SF,39:40,28,11,26,0.423,1,4,0.25,5,5,1,1,2,3,5,4,1,5,4,12.1
1/17/2008,Cavaliers,Spurs,W,Starter,SF,38:54,27,9,24,0.375,1,5,0.2,8,12,0.667,3,6,9,7,0,2,3,1,17.5
1/15/2008,Cavaliers,Grizzlies,W,Starter,SF,47:10,51,18,28,0.643,6,12,0.5,9,16,0.563,3,5,8,9,3,1,4,1,39.3
1/11/2008,Cavaliers,Hornets,W,Starter,SF,49:36,31,10,20,0.5,2,7,0.286,9,15,0.6,5,14,19,8,4,3,8,3,31.4
1/9/2008,Cavaliers,Hawks,L,Starter,SF,43:23,31,13,22,0.591,0,4,0,5,9,0.556,3,7,10,6,3,1,3,3,24.9
1/8/2008,Cavaliers,SuperSonics,W,Starter,SF,35:10,22,8,18,0.444,0,3,0,6,6,1,2,6,8,3,2,0,4,2,12.8
1/6/2008,Cavaliers,Raptors,W,Starter,SF,45:44,39,14,29,0.483,4,8,0.5,7,12,0.583,3,8,11,8,0,0,1,1,28.3
1/4/2008,Cavaliers,Kings,W,Starter,SF,45:21,24,7,18,0.389,1,6,0.167,9,12,0.75,1,7,8,10,5,1,3,1,24.8
1/2/2008,Cavaliers,Hawks,W,Starter,SF,40:05,36,13,22,0.591,1,3,0.333,9,11,0.818,1,4,5,6,2,1,2,1,25.9
12/29/2007,Cavaliers,Pelicans,L,Starter,SF,42:21,21,8,21,0.381,1,4,0.25,4,6,0.667,2,3,5,6,1,0,4,1,9.8
12/27/2007,Cavaliers,Mavericks,W,Starter,SF,36:19,24,9,21,0.429,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,5,16.0
12/25/2007,Cavaliers,Heat,W,Starter,SF,38:36,25,9,19,0.474,0,3,0,7,11,0.636,0,6,6,12,1,1,2,3,21.6
12/23/2007,Cavaliers,Warriors,L,Starter,SF,40:51,25,8,20,0.4,0,2,0,9,13,0.692,2,3,5,8,1,1,3,2,15.4
12/20/2007,Cavaliers,Lakers,W,Starter,SF,38:28,33,12,29,0.414,0,3,0,9,11,0.818,4,6,10,5,1,1,3,3,18.1
12/19/2007,Cavaliers,Knicks,L,Starter,SF,36:52,32,12,21,0.571,3,6,0.5,5,6,0.833,1,7,8,6,6,0,4,1,27.8
12/17/2007,Cavaliers,Bucks,W,Starter,SF,50:13,31,10,25,0.4,0,5,0,11,13,0.846,1,7,8,5,1,0,2,3,16.1
12/15/2007,Cavaliers,Sixers,L,Starter,SF,41:46,21,10,18,0.556,0,1,0,1,1,1,0,6,6,6,0,1,3,1,15.1
12/14/2007,Cavaliers,Nets,L,Starter,SF,41:09,29,12,25,0.48,3,9,0.333,2,3,0.667,0,6,6,8,2,0,6,3,16.1
12/11/2007,Cavaliers,Pacers,W,Bench,SF,22:37,17,5,9,0.556,0,1,0,7,10,0.7,1,2,3,5,1,1,4,2,11.0
11/28/2007,Cavaliers,Pistons,L,Starter,SF,19:29,15,5,11,0.455,0,2,0,5,9,0.556,0,1,1,3,0,0,0,1,6.6
11/27/2007,Cavaliers,Celtics,W,Starter,SF,45:46,38,11,25,0.44,2,8,0.25,14,15,0.933,0,4,4,13,2,2,3,2,29.6
11/25/2007,Cavaliers,Pacers,W,Starter,SF,35:47,30,10,21,0.476,1,6,0.167,9,15,0.6,3,8,11,10,4,1,2,1,30.1
11/24/2007,Cavaliers,Raptors,W,Starter,SF,44:41,37,14,29,0.483,2,8,0.25,7,8,0.875,3,9,12,12,3,1,4,3,32.5
11/21/2007,Cavaliers,Timberwolves,W,Starter,SF,39:03,45,17,26,0.654,6,10,0.6,5,8,0.625,2,6,8,5,3,2,3,2,35.0
11/20/2007,Cavaliers,Bucks,L,Starter,SF,44:06,34,11,22,0.5,1,7,0.143,11,12,0.917,0,7,7,7,1,1,3,4,22.3
11/16/2007,Cavaliers,Jazz,W,Starter,SF,40:16,40,13,27,0.481,1,3,0.333,13,15,0.867,2,8,10,9,0,3,5,3,27.6
11/14/2007,Cavaliers,Magic,L,Starter,SF,47:14,39,15,27,0.556,2,4,0.5,7,9,0.778,4,9,13,14,0,2,4,1,37.6
11/12/2007,Cavaliers,Nuggets,L,Starter,SF,33:47,27,9,16,0.563,1,3,0.333,8,14,0.571,0,1,1,4,2,0,4,3,11.0
11/11/2007,Cavaliers,Clippers,W,Starter,SF,35:54,22,9,21,0.429,0,2,0,4,8,0.5,1,4,5,8,6,1,5,3,15.8
11/9/2007,Cavaliers,Kings,W,Starter,SF,43:51,26,10,19,0.526,0,2,0,6,8,0.75,0,4,4,4,1,1,1,1,16.3
11/7/2007,Cavaliers,Jazz,L,Starter,SF,40:45,32,12,27,0.444,1,4,0.25,7,15,0.467,2,13,15,13,3,2,4,4,29.9
11/6/2007,Cavaliers,Warriors,W,Starter,SF,41:51,24,9,16,0.563,1,2,0.5,5,7,0.714,1,12,13,9,0,3,2,1,28.9
11/4/2007,Cavaliers,Suns,L,Starter,SF,43:13,27,11,26,0.423,3,5,0.6,2,2,1,1,4,5,8,2,4,3,0,21.8
11/2/2007,Cavaliers,Knicks,W,Starter,SF,44:25,45,13,28,0.464,3,5,0.6,16,22,0.727,3,4,7,7,3,1,3,1,29.3
10/31/2007,Cavaliers,Mavericks,L,Starter,SF,36:09,10,2,11,0.182,0,2,0,6,10,0.6,1,4,5,4,1,0,5,4,0.0
Totals,,,,75 GP,,3026.8,2250,794,1642,0.484,113,359,0.315,549,771,0.712,133,459,592,539,138,81,255,165,"1,599.8"
Averages,,,,,,40.4,30,10.6,21.9,0.484,1.5,4.8,0.315,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,21.3
