Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2013-04-14,Heat,Bulls,W,Starter,PF,34:51,24,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,18.8,Home,MIA
2013-04-12,Heat,Celtics,W,Starter,PF,28:51,20,8,10,0.8,0,0,0,4,4,1,1,5,6,9,0,0,1,1,23.3,Home,MIA
2013-04-09,Heat,Bucks,W,Starter,SF,30:04,28,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,0,26.3,Home,MIA
2013-04-06,Heat,Sixers,W,Starter,SF,29:42,27,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,21,Home,MIA
2013-03-29,Heat,Pelicans,W,Starter,SF,32:13,36,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,27.1,Away,MIA
2013-03-27,Heat,Bulls,L,Starter,SF,39:56,32,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,24.9,Away,MIA
2013-03-25,Heat,Magic,W,Starter,SF,38:45,24,9,16,0.563,0,0,0,6,10,0.6,1,8,9,11,1,0,3,2,23.3,Away,MIA
2013-03-24,Heat,Hornets,W,Starter,SF,34:10,32,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,0,35.4,Home,MIA
2013-03-22,Heat,Pistons,W,Starter,SF,39:53,29,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,1,29.3,Home,MIA
2013-03-20,Heat,Cavaliers,W,Starter,SF,42:19,25,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,1,26.8,Away,MIA
2013-03-18,Heat,Celtics,W,Starter,SF,42:15,37,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,3,28,Away,MIA
2013-03-17,Heat,Raptors,W,Starter,SF,33:50,22,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,24.6,Away,MIA
2013-03-15,Heat,Bucks,W,Starter,SF,38:14,28,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,1,21.4,Away,MIA
2013-03-13,Heat,Sixers,W,Starter,SF,37:14,27,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,1,20.5,Away,MIA
2013-03-12,Heat,Hawks,W,Starter,SF,30:07,15,3,11,0.273,0,2,0,9,12,0.75,3,4,7,7,2,0,4,1,12.8,Home,MIA
2013-03-10,Heat,Pacers,W,Starter,SF,36:21,13,5,10,0.5,0,0,0,3,5,0.6,1,5,6,7,1,1,4,1,12.9,Home,MIA
