Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2013-03-08,Heat,Sixers,W,Starter,SF,34:14,25,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,2,22.6,Home,MIA
2013-03-06,Heat,Magic,W,Starter,SF,38:13,26,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,14.3,Home,MIA
2013-03-04,Heat,Timberwolves,W,Starter,SF,34:53,20,9,16,0.563,1,4,0.25,1,1,1,1,9,10,4,3,2,7,3,15.9,Away,MIA
2013-03-03,Heat,Knicks,W,Starter,SF,42:50,29,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,1,27,Away,MIA
2013-03-01,Heat,Grizzlies,W,Starter,SF,42:06,18,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,1,20.8,Home,MIA
2013-02-26,Heat,Kings,W,Starter,SF,47:45,40,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,1,41.5,Home,MIA
2013-02-24,Heat,Cavaliers,W,Starter,SF,38:51,28,10,19,0.526,0,1,0,8,11,0.727,2,1,3,8,1,0,2,0,19.4,Home,MIA
2013-02-23,Heat,Sixers,W,Starter,SF,31:30,16,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,24.5,Away,MIA
2013-02-21,Heat,Bulls,W,Starter,SF,34:29,26,11,15,0.733,1,4,0.25,3,3,1,1,11,12,7,2,0,4,2,26.9,Away,MIA
2013-02-20,Heat,Hawks,W,Starter,SF,39:31,24,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,1,26.8,Away,MIA
2013-02-14,Heat,Thunder,W,Starter,SF,40:02,39,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,30.9,Away,MIA
2013-02-12,Heat,Trail Blazers,W,Starter,SF,38:45,30,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,33.3,Home,MIA
2013-02-10,Heat,Lakers,W,Starter,SF,36:15,32,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,22,Home,MIA
2013-02-08,Heat,Clippers,W,Starter,SF,30:59,30,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,23.1,Home,MIA
2013-02-06,Heat,Rockets,W,Starter,SF,36:37,32,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,21.5,Home,MIA
2013-02-04,Heat,Hornets,W,Starter,SF,38:00,31,13,14,0.929,0,0,0,5,6,0.833,0,8,8,8,2,0,5,1,28.8,Home,MIA
2013-02-03,Heat,Raptors,W,Starter,SF,39:44,30,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,25.4,Away,MIA
2013-02-01,Heat,Pacers,L,Starter,SF,41:58,28,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,15.9,Away,MIA
2013-01-30,Heat,Nets,W,Starter,SF,34:17,24,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,20.3,Away,MIA
2013-01-27,Heat,Celtics,L,Starter,SF,51:56,34,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,28.4,Away,MIA
2013-01-25,Heat,Pistons,W,Starter,SF,33:01,23,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,21.8,Home,MIA
2013-01-23,Heat,Raptors,W,Starter,SF,44:50,31,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,26.4,Home,MIA
2013-01-17,Heat,Lakers,W,Starter,SF,42:04,39,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,33,Away,MIA
2013-01-16,Heat,Warriors,W,Starter,SF,30:32,25,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,23.4,Away,MIA
2013-01-14,Heat,Jazz,L,Starter,SF,43:41,32,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,25,Away,MIA
2013-01-12,Heat,Kings,W,Starter,SF,29:08,20,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,0,26.9,Away,MIA
2013-01-10,Heat,Trail Blazers,L,Starter,SF,42:39,15,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15.1,Away,MIA
2013-01-08,Heat,Pacers,L,Starter,SF,42:36,22,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,12.8,Away,MIA
2013-01-06,Heat,Wizards,W,Starter,SF,34:57,24,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,0,18.5,Home,MIA
2013-01-04,Heat,Bulls,L,Starter,SF,41:05,30,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,18,Home,MIA
2013-01-02,Heat,Mavericks,W,Starter,SF,42:01,32,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,31.1,Home,MIA
2012-12-31,Heat,Magic,W,Starter,SF,47:53,36,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,27.8,Away,MIA
2012-12-29,Heat,Bucks,L,Starter,SF,36:29,26,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,16.9,Away,MIA
2012-12-28,Heat,Pistons,L,Starter,SF,44:19,35,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,30.3,Away,MIA
2012-12-26,Heat,Hornets,W,Starter,SF,38:35,27,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,29.8,Away,MIA
2012-12-25,Heat,Thunder,W,Starter,SF,41:52,29,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,26.4,Home,MIA
2012-12-22,Heat,Jazz,W,Starter,SF,37:30,30,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,21.3,Home,MIA
2012-12-20,Heat,Mavericks,W,Starter,SF,30:55,24,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,21.5,Away,MIA
2012-12-18,Heat,Timberwolves,W,Starter,SF,41:59,22,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,27.1,Home,MIA
2012-12-15,Heat,Wizards,W,Starter,SF,30:33,23,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,0,19.1,Home,MIA
2012-12-12,Heat,Warriors,L,Starter,SF,42:21,31,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,16.4,Home,MIA
2012-12-10,Heat,Hawks,W,Starter,SF,40:21,27,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,22.9,Home,MIA
2012-12-08,Heat,Pelicans,W,Starter,SF,35:55,24,11,16,0.688,0,0,0,2,3,0.667,1,4,5,7,2,0,4,2,18.9,Home,MIA
2012-12-06,Heat,Knicks,L,Starter,SF,38:35,31,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,30.6,Home,MIA
2012-12-04,Heat,Wizards,L,Starter,SF,42:53,26,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,29.6,Away,MIA
2012-12-01,Heat,Nets,W,Starter,SF,36:57,21,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,18,Home,MIA
2012-11-29,Heat,Spurs,W,Starter,SF,39:06,23,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,22.3,Home,MIA
2012-11-24,Heat,Cavaliers,W,Starter,SF,39:58,30,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,16.9,Home,MIA
2012-11-21,Heat,Bucks,W,Starter,SF,42:32,28,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,24.8,Home,MIA
2012-11-17,Heat,Suns,W,Starter,SF,40:43,21,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,12.1,Away,MIA
2012-11-15,Heat,Nuggets,W,Starter,SF,41:57,27,11,23,0.478,0,1,0,5,6,0.833,1,6,7,12,1,3,4,0,25,Away,MIA
2012-11-14,Heat,Clippers,L,Starter,SF,41:13,30,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,3,17.6,Away,MIA
2012-11-12,Heat,Rockets,W,Starter,SF,39:55,38,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,28.8,Away,MIA
2012-11-11,Heat,Grizzlies,L,Starter,SF,35:43,20,10,19,0.526,0,1,0,0,4,0,3,7,10,6,2,1,2,2,18.5,Away,MIA
2012-11-09,Heat,Hawks,W,Starter,SF,35:40,21,10,17,0.588,0,2,0,1,3,0.333,2,9,11,9,1,0,2,2,22.9,Away,MIA
2012-11-07,Heat,Nets,W,Starter,SF,29:59,20,7,12,0.583,2,3,0.667,4,4,1,4,8,12,8,1,0,2,1,26,Home,MIA
2012-11-05,Heat,Suns,W,Starter,SF,30:11,23,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,15.1,Home,MIA
2012-11-03,Heat,Nuggets,W,Starter,SF,39:12,20,8,17,0.471,0,1,0,4,4,1,1,8,9,11,0,2,0,2,24.8,Home,MIA
2012-11-02,Heat,Knicks,L,Starter,SF,36:41,23,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,16,Away,MIA
2012-10-30,Heat,Celtics,W,Starter,SF,28:52,26,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,23.9,Home,MIA
