Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2024-01-27,Lakers,Warriors,W,Starter,PF,47:40,36,14,25,0.56,2,4,0.5,6,6,1,1,19,20,12,0,0,3,2,38.3,Away,LAL
2024-01-25,Lakers,Bulls,W,Starter,PF,35:42,25,10,19,0.526,3,4,0.75,2,2,1,0,4,4,12,2,0,5,2,21,Home,LAL
2024-01-21,Lakers,Trail Blazers,W,Starter,PF,31:00,28,8,16,0.5,3,8,0.375,9,10,0.9,0,5,5,5,0,0,3,2,17,Home,LAL
2024-01-19,Lakers,Nets,L,Starter,PF,33:44,24,9,22,0.409,2,5,0.4,4,5,0.8,5,6,11,5,0,0,4,1,15.6,Home,LAL
2024-01-17,Lakers,Mavericks,W,Starter,PF,33:03,25,10,19,0.526,3,7,0.429,2,2,1,1,7,8,8,1,0,3,1,21.8,Home,LAL
2024-01-15,Lakers,Thunder,W,Starter,PF,38:55,25,12,20,0.6,1,2,0.5,0,1,0,0,7,7,6,0,0,5,1,15.4,Home,LAL
2024-01-11,Lakers,Suns,L,Starter,PF,24:16,10,3,11,0.273,0,4,0,4,7,0.571,0,5,5,9,1,0,4,1,8.4,Home,LAL
2024-01-09,Lakers,Raptors,W,Starter,PF,35:13,22,8,17,0.471,2,5,0.4,4,6,0.667,0,5,5,12,1,1,3,0,21.8,Home,LAL
2024-01-07,Lakers,Clippers,W,Starter,PF,38:07,25,11,19,0.579,1,3,0.333,2,3,0.667,1,7,8,7,1,0,4,2,18.9,Home,LAL
2024-01-05,Lakers,Grizzlies,L,Starter,PF,38:50,32,11,24,0.458,4,9,0.444,6,10,0.6,2,3,5,7,5,0,4,0,22.5,Home,LAL
2024-01-03,Lakers,Heat,L,Starter,PF,38:10,12,6,18,0.333,0,6,0,0,0,0,0,6,6,9,0,0,2,2,9,Home,LAL
2023-12-31,Lakers,Pelicans,L,Starter,PG,36:41,34,12,24,0.5,3,7,0.429,7,8,0.875,0,5,5,8,0,1,4,2,20.8,Away,LAL
2023-12-30,Lakers,Timberwolves,L,Starter,PG,38:46,26,10,21,0.476,1,4,0.25,5,7,0.714,0,3,3,6,3,1,1,2,17.9,Away,LAL
2023-12-28,Lakers,Hornets,W,Starter,PG,24:43,17,7,13,0.538,2,5,0.4,1,1,1,0,4,4,11,0,0,3,0,17.9,Home,LAL
2023-12-25,Lakers,Celtics,L,Starter,PG,36:47,16,5,14,0.357,1,2,0.5,5,6,0.833,0,9,9,8,0,0,3,1,14.5,Home,LAL
2023-12-23,Lakers,Thunder,W,Starter,PG,37:19,40,13,20,0.65,5,5,1,9,9,1,2,5,7,7,2,2,3,0,35.4,Away,LAL
2023-12-20,Lakers,Bulls,L,Starter,PF,36:59,25,10,18,0.556,1,3,0.333,4,4,1,2,8,10,9,1,2,5,0,25,Away,LAL
2023-12-18,Lakers,Knicks,L,Starter,PF,39:05,25,10,23,0.435,2,8,0.25,3,4,0.75,1,10,11,11,1,0,2,1,24.3,Home,LAL
2023-12-15,Lakers,Spurs,L,Starter,PF,35:56,23,7,17,0.412,2,6,0.333,7,10,0.7,2,5,7,14,2,0,2,1,25.8,Away,LAL
2023-12-12,Lakers,Mavericks,L,Starter,PF,40:07,33,14,27,0.519,3,8,0.375,2,3,0.667,2,6,8,9,3,1,4,1,26.6,Away,LAL
2023-12-07,Lakers,Pelicans,W,Starter,PF,22:32,30,9,12,0.75,4,4,1,8,8,1,0,5,5,8,0,0,0,1,29.3,Home,LAL
2023-12-05,Lakers,Suns,W,Starter,PF,40:10,31,12,25,0.48,2,4,0.5,5,6,0.833,3,5,8,11,5,0,2,3,29.3,Home,LAL
2023-12-02,Lakers,Rockets,W,Starter,PF,35:22,16,7,17,0.412,0,4,0,2,5,0.4,0,4,4,7,1,1,5,0,8.4,Home,LAL
2023-11-30,Lakers,Thunder,L,Starter,PF,35:03,21,7,12,0.583,4,8,0.5,3,4,0.75,2,10,12,6,1,1,5,1,22.5,Away,LAL
2023-11-29,Lakers,Pistons,W,Starter,PF,28:42,25,9,19,0.474,2,6,0.333,5,5,1,2,6,8,3,0,0,1,0,17.4,Away,LAL
2023-11-27,Lakers,Sixers,L,Starter,PF,29:32,18,8,12,0.667,1,1,1,1,2,0.5,0,0,0,5,1,1,1,0,14.3,Away,LAL
2023-11-25,Lakers,Cavaliers,W,Starter,PF,35:36,22,8,23,0.348,1,9,0.111,5,7,0.714,1,5,6,6,2,2,4,1,12.4,Away,LAL
2023-11-22,Lakers,Mavericks,L,Starter,PF,36:01,26,9,19,0.474,4,9,0.444,4,7,0.571,2,7,9,7,0,0,3,0,20.4,Home,LAL
2023-11-21,Lakers,Jazz,W,Starter,PF,24:01,17,6,10,0.6,3,5,0.6,2,2,1,1,6,7,9,0,0,2,0,21.3,Home,LAL
2023-11-19,Lakers,Rockets,W,Starter,PF,39:36,37,14,19,0.737,2,5,0.4,7,9,0.778,1,5,6,8,3,0,2,0,33.1,Home,LAL
2023-11-17,Lakers,Trail Blazers,W,Starter,PF,34:32,35,13,22,0.591,5,9,0.556,4,6,0.667,0,5,5,9,2,0,3,3,26.5,Away,LAL
2023-11-15,Lakers,Kings,L,Starter,PF,35:18,28,9,15,0.6,3,7,0.429,7,8,0.875,2,8,10,12,4,1,6,1,32.3,Home,LAL
2023-11-14,Lakers,Grizzlies,W,Starter,PF,22:39,16,6,11,0.545,3,6,0.5,1,2,0.5,0,9,9,6,1,0,4,1,16.3,Home,LAL
2023-11-10,Lakers,Suns,W,Starter,PF,36:23,32,11,17,0.647,3,4,0.75,7,11,0.636,1,10,11,6,1,1,4,1,27.1,Away,LAL
2023-11-08,Lakers,Rockets,L,Starter,PF,27:12,18,7,13,0.538,0,2,0,4,5,0.8,1,5,6,2,0,0,3,1,9.6,Away,LAL
2023-11-06,Lakers,Heat,L,Starter,PF,37:24,30,13,23,0.565,0,4,0,4,4,1,0,4,4,3,1,3,5,4,14.3,Away,LAL
2023-11-04,Lakers,Magic,L,Starter,PF,35:13,24,8,15,0.533,2,5,0.4,6,7,0.857,1,8,9,5,3,0,3,1,21.6,Away,LAL
2023-11-01,Lakers,Clippers,W,Starter,PF,42:29,35,13,19,0.684,4,8,0.5,5,10,0.5,0,12,12,7,1,2,4,3,30.5,Home,LAL
2023-10-30,Lakers,Magic,W,Starter,PF,32:47,19,7,17,0.412,2,6,0.333,3,4,0.75,0,3,3,4,3,1,5,0,10,Home,LAL
2023-10-29,Lakers,Kings,L,Starter,PF,39:05,27,11,19,0.579,3,8,0.375,2,6,0.333,0,15,15,8,0,0,8,2,20.8,Away,LAL
2023-10-26,Lakers,Suns,W,Starter,PF,35:00,21,7,14,0.5,1,5,0.2,6,8,0.75,1,7,8,9,2,2,5,1,21.3,Home,LAL
2023-10-24,Lakers,Nuggets,L,Starter,PF,29:01,21,10,16,0.625,1,4,0.25,0,1,0,1,7,8,5,1,0,0,1,20.4,Away,LAL
