Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2008-04-14,Cavaliers,Sixers,W,Starter,SF,41:41,27,10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,13.8,Away,CLE
2008-04-13,Cavaliers,Heat,W,Starter,SF,35:15,13,3,9,0.333,0,1,0,7,9,0.778,0,11,11,7,1,2,5,1,15.6,Home,CLE
2008-04-11,Cavaliers,Bulls,L,Starter,SF,38:11,34,13,21,0.619,2,6,0.333,6,12,0.5,0,6,6,2,3,0,3,2,19.3,Away,CLE
2008-04-09,Cavaliers,Nets,W,Starter,SF,35:22,33,11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,28.6,Home,CLE
2008-04-05,Cavaliers,Magic,L,Starter,SF,42:22,17,6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,11.5,Home,CLE
2008-04-03,Cavaliers,Bulls,L,Starter,SF,38:30,33,10,24,0.417,3,7,0.429,10,14,0.714,0,5,5,4,2,2,3,4,16.5,Home,CLE
2008-04-02,Cavaliers,Hornets,W,Starter,SF,31:13,29,11,19,0.579,1,4,0.25,6,6,1,2,2,4,5,3,2,4,6,19,Away,CLE
2008-03-30,Cavaliers,Sixers,W,Starter,SF,41:47,26,11,18,0.611,1,2,0.5,3,3,1,3,6,9,9,3,1,1,4,28.9,Home,CLE
2008-03-29,Cavaliers,Pistons,L,Starter,SF,35:18,13,4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,1,Away,CLE
2008-03-26,Cavaliers,Pelicans,L,Starter,SF,40:33,21,6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,18,Home,CLE
2008-03-22,Cavaliers,Bucks,L,Starter,SF,38:35,29,9,25,0.36,3,9,0.333,8,10,0.8,4,7,11,4,2,0,4,3,16.3,Away,CLE
2008-03-21,Cavaliers,Raptors,W,Starter,SF,41:24,29,14,22,0.636,1,3,0.333,0,0,0,0,12,12,5,1,0,5,1,22,Home,CLE
2008-03-19,Cavaliers,Pistons,W,Starter,SF,41:04,30,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,27.1,Home,CLE
2008-03-17,Cavaliers,Magic,L,Starter,SF,42:14,30,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,20.1,Away,CLE
2008-03-16,Cavaliers,Hornets,W,Starter,SF,41:40,33,11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,25.8,Home,CLE
2008-03-13,Cavaliers,Wizards,L,Starter,SF,43:23,25,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,9.3,Away,CLE
2008-03-12,Cavaliers,Nets,L,Starter,SF,45:41,42,12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,26.6,Away,CLE
2008-03-10,Cavaliers,Trail Blazers,W,Starter,SF,43:41,24,7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,23.4,Home,CLE
2008-03-08,Cavaliers,Pacers,W,Starter,SF,38:13,38,11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,28.8,Home,CLE
2008-03-06,Cavaliers,Bulls,L,Starter,SF,37:55,39,13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,17,Away,CLE
2008-03-05,Cavaliers,Knicks,W,Starter,SF,43:50,50,16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,38.3,Away,CLE
2008-03-02,Cavaliers,Bulls,W,Starter,SF,39:51,37,15,29,0.517,0,5,0,7,8,0.875,3,3,6,6,1,0,3,1,21,Home,CLE
2008-02-29,Cavaliers,Timberwolves,W,Starter,SF,43:35,30,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,27.6,Home,CLE
