Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2019-03-29,Lakers,Hornets,W,Starter,SF,31:58,27,11,19,0.579,4,7,0.571,1,2,0.5,0,3,3,9,0,0,6,1,16.8,Home,LAL
2019-03-26,Lakers,Wizards,W,Starter,SF,33:54,23,11,20,0.55,1,6,0.167,0,2,0,0,7,7,14,1,0,3,1,24,Home,LAL
2019-03-24,Lakers,Kings,W,Starter,SF,35:16,29,9,22,0.409,3,6,0.5,8,9,0.889,2,9,11,11,2,1,4,1,27.4,Home,LAL
2019-03-22,Lakers,Nets,L,Starter,SF,36:42,25,8,25,0.32,1,7,0.143,8,12,0.667,3,6,9,14,1,1,8,3,15.8,Home,LAL
2019-03-17,Lakers,Knicks,L,Starter,SF,35:00,33,11,26,0.423,0,6,0,11,13,0.846,2,4,6,8,0,1,2,2,19.6,Away,LAL
2019-03-14,Lakers,Raptors,L,Starter,SF,31:47,29,12,23,0.522,1,5,0.2,4,7,0.571,0,4,4,6,1,0,4,2,14.1,Away,LAL
2019-03-12,Lakers,Bulls,W,Starter,SF,33:24,36,15,23,0.652,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,2,24.6,Away,LAL
2019-03-09,Lakers,Celtics,L,Starter,SF,27:46,30,13,23,0.565,1,5,0.2,3,7,0.429,2,8,10,12,0,0,3,0,27.1,Home,LAL
2019-03-06,Lakers,Nuggets,L,Starter,PF,31:07,31,13,22,0.591,2,7,0.286,3,8,0.375,0,7,7,7,1,1,4,4,19.8,Home,LAL
2019-03-04,Lakers,Clippers,L,Starter,SF,42:24,27,9,18,0.5,1,6,0.167,8,12,0.667,0,8,8,6,1,1,2,3,19.5,Home,LAL
2019-03-02,Lakers,Suns,L,Starter,PF,40:46,27,10,21,0.476,4,9,0.444,3,7,0.429,0,9,9,16,0,0,3,2,27.4,Away,LAL
2019-03-01,Lakers,Bucks,L,Starter,PF,38:49,31,10,19,0.526,3,8,0.375,8,10,0.8,2,5,7,10,1,0,3,2,25.8,Home,LAL
2019-02-27,Lakers,Pelicans,W,Starter,PF,37:19,33,13,24,0.542,4,9,0.444,3,8,0.375,1,5,6,10,2,1,2,2,26.8,Home,LAL
2019-02-25,Lakers,Grizzlies,L,Starter,SF,39:44,24,8,23,0.348,0,4,0,8,10,0.8,3,9,12,11,3,0,5,3,20.3,Away,LAL
2019-02-23,Lakers,Pelicans,L,Starter,SF,38:31,27,11,17,0.647,3,6,0.5,2,6,0.333,0,7,7,12,4,1,4,0,30.3,Away,LAL
2019-02-21,Lakers,Rockets,W,Starter,SF,40:08,29,11,23,0.478,0,4,0,7,10,0.7,4,8,12,6,1,1,4,1,21.5,Home,LAL
2019-02-12,Lakers,Hawks,L,Starter,SF,43:03,28,8,20,0.4,3,10,0.3,9,11,0.818,2,9,11,16,3,1,2,3,34.1,Away,LAL
2019-02-10,Lakers,Sixers,L,Starter,SF,33:09,18,8,16,0.5,2,6,0.333,0,0,0,0,10,10,9,0,0,4,3,17,Away,LAL
