Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2014-01-15,Heat,Wizards,L,Starter,SF,41:04,25,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,18.8,Away,MIA
2014-01-10,Heat,Nets,L,Starter,SF,49:22,36,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,19.8,Away,MIA
2014-01-09,Heat,Knicks,L,Starter,SF,41:25,32,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,19.9,Away,MIA
2014-01-07,Heat,Pelicans,W,Starter,SF,35:15,32,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,20.4,Home,MIA
2014-01-05,Heat,Raptors,W,Starter,SF,37:47,30,12,18,0.667,0,0,0,6,7,0.857,1,3,4,5,1,0,1,1,21.6,Home,MIA
2014-01-04,Heat,Magic,W,Starter,SF,35:55,15,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,14,Away,MIA
2014-01-02,Heat,Warriors,L,Starter,SF,39:34,26,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,12.8,Home,MIA
2013-12-30,Heat,Nuggets,W,Starter,SF,39:44,26,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,23.5,Away,MIA
2013-12-27,Heat,Kings,L,Starter,SF,43:43,33,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,24,Away,MIA
2013-12-25,Heat,Lakers,W,Starter,SF,35:48,19,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,12.1,Away,MIA
2013-12-23,Heat,Hawks,W,Starter,SF,45:38,38,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,28.8,Home,MIA
2013-12-20,Heat,Kings,W,Starter,SF,30:40,18,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,22.5,Home,MIA
2013-12-18,Heat,Pacers,W,Starter,SF,36:14,24,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,23.1,Home,MIA
2013-12-16,Heat,Jazz,W,Starter,SF,33:49,30,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,28.9,Home,MIA
2013-12-14,Heat,Cavaliers,W,Starter,SF,40:37,25,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,29.5,Home,MIA
2013-12-10,Heat,Pacers,L,Starter,SF,38:32,17,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,15,Away,MIA
2013-12-08,Heat,Pistons,W,Starter,SF,35:01,24,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,20.4,Away,MIA
2013-12-07,Heat,Timberwolves,W,Starter,SF,30:34,21,9,12,0.75,0,0,0,3,5,0.6,4,10,14,8,2,0,7,3,23.1,Away,MIA
2013-12-05,Heat,Bulls,L,Starter,SF,33:18,21,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,12,Away,MIA
2013-12-03,Heat,Pistons,L,Starter,SF,36:58,23,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,15.3,Home,MIA
2013-12-01,Heat,Hornets,W,Starter,SF,38:16,26,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,19.3,Home,MIA
2013-11-29,Heat,Raptors,W,Starter,SF,36:27,27,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,17.8,Away,MIA
2013-11-27,Heat,Cavaliers,W,Starter,SF,37:06,28,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,24.1,Away,MIA
2013-11-25,Heat,Suns,W,Starter,SF,33:21,35,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,26.1,Home,MIA
2013-11-23,Heat,Magic,W,Starter,SF,37:35,22,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,23.4,Home,MIA
2013-11-20,Heat,Magic,W,Starter,SF,29:05,21,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,18.4,Away,MIA
2013-11-19,Heat,Hawks,W,Starter,SF,30:42,13,6,13,0.462,0,0,0,1,3,0.333,2,4,6,5,1,0,3,0,10.1,Home,MIA
2013-11-16,Heat,Hornets,W,Starter,SF,31:55,30,13,18,0.722,0,0,0,4,4,1,1,3,4,7,1,1,3,1,23.8,Away,MIA
2013-11-15,Heat,Mavericks,W,Starter,SF,36:58,39,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,24.9,Home,MIA
2013-11-12,Heat,Bucks,W,Starter,SF,29:58,33,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,16.3,Home,MIA
2013-11-09,Heat,Celtics,L,Starter,SF,36:32,25,9,13,0.692,0,0,0,7,9,0.778,1,7,8,10,0,0,5,1,22.6,Home,MIA
2013-11-07,Heat,Clippers,W,Starter,SF,37:09,18,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,9.6,Home,MIA
2013-11-05,Heat,Raptors,W,Starter,SF,36:01,35,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,30.5,Away,MIA
2013-11-03,Heat,Wizards,W,Starter,SF,34:41,25,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,13.9,Home,MIA
2013-11-01,Heat,Nets,L,Starter,SF,42:14,26,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,18.4,Away,MIA
2013-10-30,Heat,Sixers,L,Starter,SF,36:38,25,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,21.3,Away,MIA
2013-10-29,Heat,Bulls,W,Starter,SF,38:01,17,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,16.9,Home,MIA
