Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2010-04-06,Cavaliers,Raptors,W,Starter,SF,35:34,19,5,13,0.385,0,2,0,9,10,0.9,0,6,6,13,0,1,4,1,19.5,Home,CLE
2010-04-04,Cavaliers,Celtics,L,Starter,SF,44:32,42,14,31,0.452,0,9,0,14,22,0.636,1,6,7,9,1,1,3,0,24,Away,CLE
2010-04-02,Cavaliers,Hawks,W,Starter,SF,38:22,27,11,20,0.55,1,3,0.333,4,7,0.571,0,13,13,6,2,0,2,1,24.6,Home,CLE
2010-03-31,Cavaliers,Bucks,W,Starter,SF,39:04,23,7,17,0.412,0,1,0,9,13,0.692,1,8,9,7,1,1,4,2,16.4,Home,CLE
2010-03-28,Cavaliers,Kings,W,Starter,SF,39:05,34,13,22,0.591,3,6,0.5,5,6,0.833,1,6,7,8,3,0,3,2,27.8,Home,CLE
2010-03-26,Cavaliers,Spurs,L,Starter,SF,39:18,27,11,21,0.524,1,6,0.167,4,7,0.571,0,5,5,10,2,0,5,2,18.4,Away,CLE
2010-03-24,Cavaliers,Pelicans,W,Starter,SF,40:45,38,15,22,0.682,1,5,0.2,7,8,0.875,2,4,6,9,1,0,3,2,29.5,Away,CLE
2010-03-21,Cavaliers,Pistons,W,Starter,SF,30:48,15,5,9,0.556,2,3,0.667,3,3,1,0,3,3,7,0,1,0,0,17.4,Home,CLE
2010-03-19,Cavaliers,Bulls,W,Starter,SF,37:31,29,9,21,0.429,0,3,0,11,12,0.917,1,10,11,7,2,2,5,1,22.8,Away,CLE
2010-03-17,Cavaliers,Pacers,W,Starter,SF,38:43,32,11,24,0.458,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,24.3,Home,CLE
2010-03-16,Cavaliers,Pistons,W,Starter,SF,43:07,29,10,22,0.455,1,3,0.333,8,11,0.727,2,10,12,12,1,1,4,0,27.9,Away,CLE
2010-03-14,Cavaliers,Celtics,W,Starter,SF,38:52,30,9,21,0.429,1,3,0.333,11,16,0.688,3,5,8,7,2,3,2,2,24,Home,CLE
2010-03-12,Cavaliers,Sixers,W,Starter,SF,42:06,23,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,21.5,Away,CLE
2010-03-05,Cavaliers,Pistons,W,Starter,SF,41:52,40,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,1,34.3,Home,CLE
2010-03-03,Cavaliers,Nets,W,Starter,SF,40:41,26,10,18,0.556,0,4,0,6,7,0.857,2,5,7,14,3,1,3,1,30.1,Away,CLE
2010-03-01,Cavaliers,Knicks,W,Starter,SF,31:14,22,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,20.6,Home,CLE
2010-02-26,Cavaliers,Raptors,W,Starter,SF,44:24,36,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,2,30.8,Away,CLE
2010-02-25,Cavaliers,Celtics,W,Starter,SF,35:57,36,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,2,24.6,Away,CLE
2010-02-23,Cavaliers,Pelicans,W,Starter,SF,44:07,20,7,16,0.438,2,6,0.333,4,4,1,1,4,5,13,2,0,0,0,25.5,Home,CLE
2010-02-21,Cavaliers,Magic,L,Starter,SF,39:23,33,12,25,0.48,1,6,0.167,8,12,0.667,0,9,9,6,2,1,5,0,20.5,Away,CLE
2010-02-19,Cavaliers,Hornets,L,Starter,SF,35:30,22,6,14,0.429,2,6,0.333,8,10,0.8,1,2,3,9,4,0,2,2,20.3,Away,CLE
2010-02-18,Cavaliers,Nuggets,L,Starter,SF,47:00,43,15,33,0.455,1,9,0.111,12,17,0.706,1,12,13,15,2,4,3,1,39.4,Home,CLE
2010-02-11,Cavaliers,Magic,W,Starter,SF,45:05,32,10,21,0.476,2,6,0.333,10,12,0.833,1,7,8,13,2,0,3,2,29,Home,CLE
2010-02-09,Cavaliers,Nets,W,Starter,SF,42:21,32,13,21,0.619,1,4,0.25,5,9,0.556,0,3,3,11,1,0,3,0,24.1,Home,CLE
2010-02-06,Cavaliers,Knicks,W,Starter,SF,43:51,47,17,31,0.548,6,12,0.5,7,7,1,1,7,8,8,5,0,5,2,34.4,Home,CLE
2010-02-04,Cavaliers,Heat,W,Starter,SF,40:06,36,9,16,0.563,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,27.4,Home,CLE
2010-02-02,Cavaliers,Grizzlies,W,Starter,SF,37:07,22,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,2,25.6,Home,CLE
2010-01-31,Cavaliers,Clippers,W,Starter,SF,39:55,32,10,20,0.5,5,6,0.833,7,8,0.875,1,2,3,11,1,0,1,1,27,Home,CLE
2010-01-29,Cavaliers,Pacers,W,Starter,SF,35:39,22,6,18,0.333,0,4,0,10,17,0.588,0,9,9,13,2,4,5,2,21.9,Away,CLE
2010-01-27,Cavaliers,Timberwolves,W,Starter,SF,30:33,12,3,8,0.375,1,3,0.333,5,6,0.833,0,6,6,11,1,1,3,1,17.8,Home,CLE
2010-01-25,Cavaliers,Heat,W,Starter,SF,38:31,32,9,23,0.391,2,9,0.222,12,17,0.706,0,9,9,4,1,0,4,3,14.6,Away,CLE
2010-01-23,Cavaliers,Thunder,W,Starter,SF,42:38,37,9,19,0.474,6,10,0.6,13,19,0.684,0,9,9,12,1,1,6,2,29.4,Home,CLE
2010-01-21,Cavaliers,Lakers,W,Starter,SF,40:24,37,13,25,0.52,1,9,0.111,10,13,0.769,0,5,5,9,2,1,4,3,23.6,Home,CLE
2010-01-19,Cavaliers,Raptors,W,Starter,SF,41:01,28,8,18,0.444,0,7,0,12,14,0.857,0,9,9,11,3,3,3,1,29.5,Home,CLE
2010-01-16,Cavaliers,Clippers,W,Starter,SF,38:54,32,12,20,0.6,3,6,0.5,5,7,0.714,2,2,4,4,2,1,5,3,18.4,Away,CLE
2010-01-14,Cavaliers,Jazz,L,Starter,SF,40:25,36,12,20,0.6,4,6,0.667,8,12,0.667,1,8,9,6,5,1,5,1,30,Away,CLE
2010-01-11,Cavaliers,Warriors,W,Starter,SF,41:37,37,12,23,0.522,1,4,0.25,12,14,0.857,1,7,8,11,2,4,2,1,35.3,Away,CLE
2010-01-10,Cavaliers,Trail Blazers,W,Starter,SF,45:16,41,13,19,0.684,3,4,0.75,12,14,0.857,0,10,10,8,0,1,3,1,34.5,Away,CLE
2010-01-08,Cavaliers,Nuggets,L,Starter,SF,41:18,35,12,28,0.429,2,8,0.25,9,13,0.692,2,4,6,7,1,0,8,1,13.6,Away,CLE
2010-01-06,Cavaliers,Wizards,W,Starter,SF,30:50,23,7,12,0.583,1,4,0.25,8,11,0.727,2,5,7,8,1,2,1,0,25.6,Home,CLE
2010-01-03,Cavaliers,Hornets,L,Starter,SF,42:51,29,13,21,0.619,2,6,0.333,1,2,0.5,0,7,7,6,1,1,1,3,23.3,Home,CLE
2010-01-02,Cavaliers,Nets,W,Starter,SF,36:27,28,7,16,0.438,1,4,0.25,13,15,0.867,1,8,9,7,1,2,1,0,26.4,Away,CLE
2009-12-30,Cavaliers,Hawks,W,Starter,SF,43:12,48,15,23,0.652,4,6,0.667,14,16,0.875,3,7,10,6,2,2,3,3,38.5,Home,CLE
2009-12-29,Cavaliers,Hawks,W,Starter,SF,39:36,14,6,20,0.3,0,5,0,2,3,0.667,1,7,8,10,5,1,4,2,15.1,Away,CLE
2009-12-27,Cavaliers,Rockets,W,Starter,SF,29:26,29,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,0,25.8,Home,CLE
2009-12-25,Cavaliers,Lakers,W,Starter,SF,40:44,26,9,19,0.474,2,7,0.286,6,11,0.545,0,4,4,9,2,1,7,3,14.1,Away,CLE
2009-12-23,Cavaliers,Kings,W,Starter,SF,43:41,34,14,30,0.467,1,4,0.25,5,7,0.714,4,12,16,10,0,0,2,1,29.4,Away,CLE
2009-12-21,Cavaliers,Suns,W,Starter,SF,38:26,29,11,21,0.524,1,3,0.333,6,6,1,1,5,6,4,2,0,3,3,17.3,Away,CLE
2009-12-20,Cavaliers,Mavericks,L,Starter,SF,43:05,25,9,23,0.391,2,6,0.333,5,7,0.714,0,3,3,6,2,2,2,3,13.9,Away,CLE
2009-12-18,Cavaliers,Bucks,W,Starter,SF,38:22,26,6,13,0.462,2,4,0.5,12,14,0.857,1,9,10,8,0,3,6,1,23.3,Home,CLE
2009-12-16,Cavaliers,Sixers,W,Starter,SF,40:17,36,12,26,0.462,3,6,0.5,9,11,0.818,1,5,6,7,3,1,3,2,24.1,Away,CLE
2009-12-15,Cavaliers,Nets,W,Starter,SF,40:28,23,9,19,0.474,1,5,0.2,4,6,0.667,1,5,6,7,2,0,6,3,12.8,Home,CLE
2009-12-13,Cavaliers,Thunder,W,Starter,SF,38:35,44,16,29,0.552,5,8,0.625,7,10,0.7,0,7,7,6,4,1,1,1,33.3,Away,CLE
2009-12-11,Cavaliers,Trail Blazers,W,Starter,SF,37:36,33,14,24,0.583,1,2,0.5,4,6,0.667,1,6,7,7,1,2,4,1,23.8,Home,CLE
2009-12-09,Cavaliers,Rockets,L,Starter,SF,39:40,27,8,21,0.381,2,4,0.5,9,10,0.9,1,5,6,7,1,1,5,2,15.3,Away,CLE
2009-12-08,Cavaliers,Grizzlies,L,Starter,SF,44:47,43,14,29,0.483,4,11,0.364,11,12,0.917,4,9,13,6,0,1,5,2,28.5,Away,CLE
2009-12-06,Cavaliers,Bucks,W,Starter,SF,32:18,14,4,10,0.4,0,0,0,6,7,0.857,1,4,5,10,1,1,5,2,13.9,Away,CLE
2009-12-04,Cavaliers,Bulls,W,Starter,SF,34:12,23,8,17,0.471,1,3,0.333,6,10,0.6,0,6,6,11,0,0,1,1,20.5,Home,CLE
2009-12-02,Cavaliers,Suns,W,Starter,SF,34:26,12,6,15,0.4,0,3,0,0,0,0,1,7,8,10,1,1,3,0,16,Home,CLE
2009-11-28,Cavaliers,Mavericks,W,Starter,SF,36:21,25,10,20,0.5,0,2,0,5,7,0.714,0,5,5,12,0,0,1,2,21.1,Home,CLE
2009-11-27,Cavaliers,Hornets,L,Starter,SF,38:01,25,10,19,0.526,2,7,0.286,3,4,0.75,0,6,6,4,0,0,6,4,9.8,Away,CLE
2009-11-25,Cavaliers,Pistons,W,Starter,SF,38:49,34,12,24,0.5,1,4,0.25,9,11,0.818,1,7,8,7,1,0,5,2,20.1,Away,CLE
2009-11-21,Cavaliers,Sixers,W,Starter,SF,38:32,32,13,20,0.65,2,4,0.5,4,6,0.667,0,7,7,9,0,0,5,3,22.5,Home,CLE
2009-11-20,Cavaliers,Pacers,W,Starter,SF,37:53,40,13,25,0.52,1,3,0.333,13,14,0.929,2,7,9,7,1,1,2,1,29.8,Away,CLE
2009-11-18,Cavaliers,Wizards,L,Starter,SF,35:08,34,12,20,0.6,3,7,0.429,7,8,0.875,0,2,2,9,2,0,6,4,20.5,Away,CLE
2009-11-17,Cavaliers,Warriors,W,Starter,SF,38:32,31,11,19,0.579,1,5,0.2,8,10,0.8,0,5,5,12,1,2,2,2,28.8,Home,CLE
2009-11-14,Cavaliers,Jazz,W,Starter,SF,37:33,21,6,15,0.4,0,3,0,9,12,0.75,0,6,6,9,2,1,2,1,19.3,Home,CLE
2009-11-12,Cavaliers,Heat,W,Starter,SF,38:53,34,8,20,0.4,2,4,0.5,16,18,0.889,1,3,4,7,2,1,2,2,22.5,Away,CLE
2009-11-11,Cavaliers,Magic,W,Starter,SF,39:07,36,13,23,0.565,2,3,0.667,8,9,0.889,2,6,8,4,1,0,4,2,21.9,Away,CLE
2009-11-06,Cavaliers,Knicks,W,Starter,PF,35:37,33,12,17,0.706,2,4,0.5,7,9,0.778,0,8,8,9,3,0,7,3,26.4,Away,CLE
2009-11-05,Cavaliers,Bulls,L,Starter,SF,38:13,25,9,17,0.529,1,4,0.25,6,9,0.667,0,7,7,6,1,1,3,0,19.1,Home,CLE
2009-11-03,Cavaliers,Wizards,W,Starter,SF,35:59,27,7,16,0.438,2,7,0.286,11,13,0.846,3,5,8,6,3,0,4,0,21.9,Home,CLE
2009-10-31,Cavaliers,Hornets,W,Starter,SF,37:14,14,5,11,0.455,0,1,0,4,6,0.667,1,6,7,9,0,0,4,1,13.5,Home,CLE
2009-10-30,Cavaliers,Timberwolves,W,Starter,SF,33:26,24,10,18,0.556,2,3,0.667,2,3,0.667,2,7,9,6,1,1,2,1,22.1,Away,CLE
2009-10-28,Cavaliers,Raptors,L,Starter,SF,39:47,23,7,19,0.368,1,5,0.2,8,14,0.571,2,9,11,12,2,0,4,1,21.8,Away,CLE
2009-10-27,Cavaliers,Celtics,L,Starter,SF,44:55,38,12,22,0.545,4,9,0.444,10,13,0.769,0,4,4,8,2,4,5,4,26.6,Home,CLE
