Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2009-04-13,Cavaliers,Pacers,W,Starter,SF,38:42,37,12,23,0.522,2,7,0.286,11,14,0.786,0,5,5,5,1,0,5,1,18.8,Away,CLE
2009-04-12,Cavaliers,Celtics,W,Starter,SF,30:22,29,9,14,0.643,5,8,0.625,6,6,1,0,4,4,7,1,1,5,1,22.8,Home,CLE
2009-04-10,Cavaliers,Sixers,W,Starter,SF,36:34,27,8,17,0.471,1,4,0.25,10,12,0.833,0,2,2,10,0,1,1,4,19.3,Away,CLE
2009-04-08,Cavaliers,Wizards,W,Starter,SF,30:51,21,7,15,0.467,0,2,0,7,8,0.875,0,6,6,7,3,0,2,1,18.8,Home,CLE
2009-04-05,Cavaliers,Spurs,W,Starter,SF,36:43,38,14,21,0.667,2,5,0.4,8,8,1,0,7,7,6,1,0,2,1,29,Home,CLE
2009-04-03,Cavaliers,Magic,L,Starter,SF,32:00,26,7,20,0.35,2,5,0.4,10,10,1,1,8,9,5,1,0,2,1,17.8,Away,CLE
2009-04-02,Cavaliers,Wizards,L,Starter,SF,38:20,31,11,18,0.611,4,8,0.5,5,7,0.714,1,8,9,6,0,0,6,1,21.4,Away,CLE
2009-03-31,Cavaliers,Pistons,W,Starter,SF,40:36,25,9,24,0.375,0,2,0,7,8,0.875,1,11,12,3,3,1,1,0,19.3,Home,CLE
2009-03-29,Cavaliers,Mavericks,W,Starter,SF,31:19,24,9,22,0.409,2,4,0.5,4,5,0.8,1,5,6,12,1,2,0,0,25.4,Home,CLE
2009-03-27,Cavaliers,Timberwolves,W,Starter,SF,33:36,25,8,14,0.571,2,3,0.667,7,10,0.7,2,10,12,7,0,0,5,0,22.3,Home,CLE
2009-03-25,Cavaliers,Nets,W,Starter,SF,39:06,22,7,14,0.5,1,1,1,7,7,1,1,7,8,11,1,0,1,0,26.1,Home,CLE
2009-03-22,Cavaliers,Nets,W,Starter,SF,39:09,30,9,17,0.529,1,4,0.25,11,15,0.733,2,9,11,8,1,0,1,0,28.4,Away,CLE
2009-03-21,Cavaliers,Hawks,W,Starter,SF,40:03,22,9,21,0.429,1,4,0.25,3,5,0.6,1,6,7,5,3,1,2,2,15.9,Home,CLE
2009-03-19,Cavaliers,Trail Blazers,W,Starter,SF,46:47,26,10,22,0.455,0,3,0,6,11,0.545,0,11,11,10,1,2,0,4,24.6,Home,CLE
2009-03-17,Cavaliers,Magic,W,Starter,SF,42:40,43,15,27,0.556,4,7,0.571,9,10,0.9,2,10,12,8,4,1,6,1,35,Home,CLE
2009-03-15,Cavaliers,Knicks,W,Starter,SF,39:52,19,9,17,0.529,0,3,0,1,3,0.333,1,7,8,10,4,3,3,1,24.9,Home,CLE
2009-03-13,Cavaliers,Kings,W,Starter,SF,46:59,51,16,30,0.533,4,11,0.364,15,17,0.882,0,4,4,9,2,3,3,2,35.1,Away,CLE
2009-03-12,Cavaliers,Suns,W,Starter,SF,43:27,34,10,24,0.417,3,8,0.375,11,13,0.846,6,4,10,13,3,3,3,0,36.1,Away,CLE
2009-03-10,Cavaliers,Clippers,W,Starter,SF,43:42,32,10,23,0.435,0,6,0,12,16,0.75,4,9,13,11,2,2,4,2,29.5,Away,CLE
2009-03-07,Cavaliers,Heat,W,Starter,SF,43:19,14,5,15,0.333,0,3,0,4,7,0.571,2,8,10,12,1,1,2,0,20.1,Home,CLE
2009-03-06,Cavaliers,Celtics,L,Starter,SF,38:17,21,5,15,0.333,2,5,0.4,9,12,0.75,0,6,6,5,1,0,4,1,11.3,Away,CLE
2009-03-04,Cavaliers,Bucks,W,Starter,SF,33:12,23,7,11,0.636,4,5,0.8,5,7,0.714,1,7,8,4,1,0,3,2,19.4,Home,CLE
2009-03-02,Cavaliers,Heat,W,Starter,SF,43:40,42,13,21,0.619,6,7,0.857,10,10,1,1,7,8,4,1,1,6,4,26.8,Away,CLE
2009-03-01,Cavaliers,Hawks,W,Starter,SF,43:43,26,8,20,0.4,2,7,0.286,8,14,0.571,1,5,6,11,1,2,0,3,23,Away,CLE
2009-02-27,Cavaliers,Spurs,W,Starter,SF,32:08,30,12,23,0.522,3,6,0.5,3,3,1,4,10,14,4,2,0,1,2,27.1,Away,CLE
2009-02-26,Cavaliers,Rockets,L,Starter,SF,33:51,21,7,21,0.333,2,5,0.4,5,6,0.833,0,1,1,0,1,2,3,4,1.8,Away,CLE
2009-02-24,Cavaliers,Grizzlies,W,Starter,SF,29:40,15,4,10,0.4,1,2,0.5,6,8,0.75,0,5,5,8,0,1,2,1,14.8,Home,CLE
2009-02-22,Cavaliers,Pistons,W,Starter,SF,30:34,20,6,13,0.462,0,3,0,8,10,0.8,0,5,5,9,2,1,0,0,22.3,Home,CLE
2009-02-20,Cavaliers,Bucks,W,Starter,SF,40:04,55,16,29,0.552,8,11,0.727,15,22,0.682,1,4,5,9,0,0,6,3,30.5,Away,CLE
2009-02-18,Cavaliers,Raptors,W,Starter,SF,33:12,20,9,17,0.529,0,3,0,2,2,1,1,8,9,9,1,1,5,1,19,Away,CLE
2009-02-11,Cavaliers,Suns,W,Starter,SF,33:17,26,9,18,0.5,1,5,0.2,7,8,0.875,2,4,6,6,2,1,3,1,20,Home,CLE
2009-02-10,Cavaliers,Pacers,L,Starter,SF,41:10,47,15,21,0.714,4,7,0.571,13,14,0.929,0,7,7,4,1,1,7,1,29.8,Away,CLE
2009-02-08,Cavaliers,Lakers,L,Starter,SF,40:08,16,5,20,0.25,2,8,0.25,4,8,0.5,3,5,8,12,0,0,1,1,15.3,Home,CLE
2009-02-04,Cavaliers,Knicks,W,Starter,SF,44:03,52,17,33,0.515,2,7,0.286,16,19,0.842,0,9,9,11,0,2,3,1,36.4,Away,CLE
2009-02-03,Cavaliers,Raptors,W,Starter,SF,37:31,33,9,20,0.45,2,5,0.4,13,13,1,1,6,7,4,1,2,3,3,21.1,Home,CLE
2009-02-01,Cavaliers,Pistons,W,Starter,SF,38:50,33,12,25,0.48,3,8,0.375,6,11,0.545,4,0,4,8,1,1,5,3,17.6,Away,CLE
2009-01-30,Cavaliers,Clippers,W,Starter,SF,37:08,25,9,17,0.529,2,4,0.5,5,6,0.833,0,7,7,6,3,1,3,2,21.3,Home,CLE
2009-01-29,Cavaliers,Magic,L,Starter,SF,37:41,23,10,27,0.37,0,2,0,3,6,0.5,1,7,8,8,1,1,2,1,14.3,Away,CLE
2009-01-27,Cavaliers,Kings,W,Starter,SF,37:31,23,5,10,0.5,0,2,0,13,15,0.867,5,10,15,11,0,3,2,1,33.9,Home,CLE
2009-01-24,Cavaliers,Jazz,W,Starter,SF,41:08,33,14,27,0.519,1,6,0.167,4,6,0.667,4,10,14,9,1,0,2,1,29.5,Away,CLE
2009-01-23,Cavaliers,Warriors,W,Starter,SF,40:39,32,10,24,0.417,2,5,0.4,10,16,0.625,2,7,9,8,3,2,2,2,25.3,Away,CLE
2009-01-21,Cavaliers,Trail Blazers,W,Starter,SF,42:02,34,14,30,0.467,3,6,0.5,3,4,0.75,0,7,7,14,1,0,2,1,27.8,Away,CLE
2009-01-19,Cavaliers,Lakers,L,Starter,SF,42:10,23,9,25,0.36,1,5,0.2,4,8,0.5,2,7,9,4,4,1,6,1,11,Away,CLE
2009-01-16,Cavaliers,Pelicans,W,Starter,SF,42:59,29,12,24,0.5,0,2,0,5,6,0.833,3,11,14,7,3,1,4,3,25.5,Home,CLE
2009-01-15,Cavaliers,Bulls,L,Starter,SF,44:19,28,8,28,0.286,1,6,0.167,11,16,0.688,3,11,14,7,1,1,8,4,11.3,Away,CLE
2009-01-13,Cavaliers,Grizzlies,W,Starter,SF,40:12,30,9,15,0.6,1,5,0.2,11,14,0.786,0,11,11,10,3,1,2,2,32.8,Away,CLE
2009-01-09,Cavaliers,Celtics,W,Starter,SF,35:49,38,13,25,0.52,3,7,0.429,9,9,1,1,6,7,6,4,3,3,2,30.4,Home,CLE
2009-01-07,Cavaliers,Hornets,W,Starter,SF,30:59,21,9,16,0.563,0,1,0,3,3,1,0,4,4,4,2,2,4,1,14.4,Home,CLE
2009-01-04,Cavaliers,Wizards,L,Starter,SF,40:46,30,11,22,0.5,3,9,0.333,5,8,0.625,0,6,6,10,1,2,7,4,19,Away,CLE
2009-01-02,Cavaliers,Bulls,W,Starter,SF,37:16,16,3,8,0.375,2,3,0.667,8,8,1,1,9,10,11,2,3,5,1,25.3,Home,CLE
2008-12-30,Cavaliers,Heat,L,Starter,SF,43:29,38,12,24,0.5,3,8,0.375,11,14,0.786,0,2,2,7,0,2,5,2,19.3,Away,CLE
2008-12-28,Cavaliers,Heat,W,Starter,SF,42:31,33,12,19,0.632,2,4,0.5,7,12,0.583,0,6,6,9,0,1,2,1,26.3,Home,CLE
2008-12-25,Cavaliers,Wizards,W,Starter,SF,38:13,18,6,13,0.462,0,2,0,6,10,0.6,0,5,5,6,3,1,3,1,14.8,Home,CLE
2008-12-23,Cavaliers,Rockets,W,Starter,SF,38:20,27,11,23,0.478,0,3,0,5,7,0.714,1,8,9,5,3,1,7,2,15.1,Home,CLE
2008-12-21,Cavaliers,Thunder,W,Starter,SF,42:46,31,14,24,0.583,2,4,0.5,1,2,0.5,2,2,4,7,3,1,3,1,23.3,Away,CLE
2008-12-19,Cavaliers,Nuggets,W,Starter,SF,38:44,33,13,20,0.65,0,2,0,7,8,0.875,3,7,10,8,0,0,6,3,23.8,Away,CLE
2008-12-17,Cavaliers,Timberwolves,W,Starter,SF,39:38,32,14,20,0.7,2,6,0.333,2,4,0.5,0,6,6,3,2,2,0,1,26.5,Away,CLE
2008-12-13,Cavaliers,Hawks,L,Starter,SF,45:40,33,10,19,0.526,2,7,0.286,11,12,0.917,2,4,6,9,4,1,1,2,31.3,Away,CLE
2008-12-12,Cavaliers,Sixers,W,Starter,SF,36:50,28,9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,7,1,3,0,2,23.8,Home,CLE
2008-12-10,Cavaliers,Sixers,W,Starter,SF,39:04,29,10,22,0.455,2,6,0.333,7,8,0.875,2,2,4,5,0,2,1,4,17,Away,CLE
2008-12-09,Cavaliers,Raptors,W,Starter,SF,30:24,31,11,18,0.611,2,5,0.4,7,8,0.875,0,5,5,4,3,0,2,1,22.8,Home,CLE
2008-12-06,Cavaliers,Hornets,W,Starter,SF,27:40,25,8,17,0.471,2,4,0.5,7,8,0.875,2,3,5,4,2,2,3,3,17,Away,CLE
2008-12-05,Cavaliers,Pacers,W,Starter,SF,37:37,11,4,12,0.333,0,4,0,3,4,0.75,2,6,8,11,1,3,2,2,19,Home,CLE
2008-12-03,Cavaliers,Knicks,W,Starter,SF,28:09,21,5,10,0.5,1,4,0.25,10,10,1,0,5,5,6,5,1,0,0,25.5,Home,CLE
2008-11-29,Cavaliers,Bucks,W,Starter,SF,41:22,32,12,27,0.444,1,5,0.2,7,10,0.7,1,6,7,5,2,1,3,3,17,Away,CLE
2008-11-28,Cavaliers,Warriors,W,Starter,SF,30:39,23,9,13,0.692,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,26.3,Home,CLE
2008-11-26,Cavaliers,Thunder,W,Starter,SF,17:08,14,7,12,0.583,0,1,0,0,0,0,0,3,3,3,1,3,0,0,14.3,Home,CLE
2008-11-25,Cavaliers,Knicks,W,Starter,SF,30:20,26,7,14,0.5,3,7,0.429,9,11,0.818,0,4,4,1,1,1,1,0,16.4,Away,CLE
2008-11-22,Cavaliers,Hawks,W,Starter,SF,36:35,24,8,19,0.421,1,4,0.25,7,7,1,1,6,7,8,2,0,2,3,19.1,Home,CLE
2008-11-19,Cavaliers,Pistons,L,Starter,SF,39:30,25,8,21,0.381,0,4,0,9,10,0.9,1,5,6,6,4,0,3,1,16.8,Away,CLE
2008-11-18,Cavaliers,Nets,W,Starter,SF,35:58,31,9,20,0.45,1,4,0.25,12,17,0.706,0,8,8,4,0,1,3,3,16.1,Away,CLE
2008-11-15,Cavaliers,Jazz,W,Starter,SF,42:03,38,13,21,0.619,3,7,0.429,9,11,0.818,3,2,5,7,2,2,2,2,30.6,Home,CLE
2008-11-13,Cavaliers,Nuggets,W,Starter,SF,38:02,22,10,20,0.5,0,0,0,2,4,0.5,1,7,8,11,3,0,5,4,18.8,Home,CLE
2008-11-11,Cavaliers,Bucks,W,Starter,SF,42:46,41,16,24,0.667,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,29,Home,CLE
2008-11-08,Cavaliers,Bulls,W,Starter,SF,39:12,41,13,29,0.448,4,7,0.571,11,13,0.846,4,9,13,4,0,0,2,1,26.6,Away,CLE
2008-11-07,Cavaliers,Pacers,W,Starter,SF,39:20,27,11,24,0.458,1,6,0.167,4,7,0.571,2,7,9,8,1,4,4,2,21.6,Home,CLE
2008-11-05,Cavaliers,Bulls,W,Starter,SF,35:50,41,13,23,0.565,0,2,0,15,16,0.938,2,7,9,6,4,0,5,1,29.5,Home,CLE
2008-11-03,Cavaliers,Mavericks,W,Starter,SF,34:08,29,8,20,0.4,0,2,0,13,15,0.867,2,6,8,3,2,1,1,1,19.4,Away,CLE
2008-11-01,Cavaliers,Pelicans,L,Starter,SF,37:43,15,6,15,0.4,0,3,0,3,4,0.75,2,5,7,13,3,0,5,3,17.5,Away,CLE
2008-10-30,Cavaliers,Hornets,W,Starter,SF,30:15,22,7,15,0.467,0,2,0,8,12,0.667,2,7,9,9,0,1,5,3,17,Home,CLE
2008-10-28,Cavaliers,Celtics,L,Starter,SF,36:00,22,9,21,0.429,0,4,0,4,8,0.5,1,6,7,6,2,1,3,4,12.8,Away,CLE
