Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2022-04-01,Lakers,Pelicans,L,Starter,SF,39:31,38,13,23,0.565,3,8,0.375,9,12,0.75,0,8,8,4,1,0,6,3,19.8,Home,LAL
2022-03-27,Lakers,Pelicans,L,Starter,SF,41:38,39,14,27,0.519,7,13,0.538,4,6,0.667,1,8,9,5,0,1,4,1,25,Away,LAL
2022-03-21,Lakers,Cavaliers,W,Starter,SF,40:37,38,17,29,0.586,0,4,0,4,4,1,1,9,10,12,1,1,3,0,33.5,Away,LAL
2022-03-19,Lakers,Wizards,L,Starter,C,35:53,38,16,29,0.552,4,10,0.4,2,3,0.667,2,8,10,6,0,0,2,3,25.6,Away,LAL
2022-03-18,Lakers,Raptors,W,Starter,PF,44:41,36,15,26,0.577,2,7,0.286,4,7,0.571,4,5,9,7,0,2,3,2,26.6,Away,LAL
2022-03-16,Lakers,Timberwolves,L,Starter,PF,37:04,19,8,21,0.381,1,8,0.125,2,5,0.4,0,5,5,4,1,2,5,5,4.6,Away,LAL
2022-03-14,Lakers,Raptors,L,Starter,C,40:20,30,11,19,0.579,4,7,0.571,4,7,0.571,3,6,9,3,0,2,5,4,18.6,Home,LAL
2022-03-13,Lakers,Suns,L,Starter,C,30:12,31,10,20,0.5,5,11,0.455,6,7,0.857,0,7,7,6,0,1,4,0,21.6,Away,LAL
2022-03-11,Lakers,Wizards,W,Starter,C,35:42,50,18,25,0.72,6,9,0.667,8,8,1,0,7,7,6,0,1,3,3,36,Home,LAL
2022-03-09,Lakers,Rockets,L,Starter,C,45:16,23,9,26,0.346,1,9,0.111,4,6,0.667,2,12,14,12,1,4,5,1,23.8,Away,LAL
2022-03-05,Lakers,Warriors,W,Starter,C,38:33,56,19,31,0.613,6,11,0.545,12,13,0.923,2,8,10,3,0,1,4,0,35.9,Home,LAL
2022-03-03,Lakers,Clippers,L,Starter,PF,37:04,26,8,18,0.444,2,9,0.222,8,10,0.8,1,7,8,4,0,1,4,2,15,Away,LAL
2022-03-01,Lakers,Mavericks,L,Starter,C,38:12,26,10,18,0.556,3,7,0.429,3,5,0.6,0,12,12,5,1,0,4,2,20.6,Home,LAL
2022-02-27,Lakers,Pelicans,L,Starter,SF,35:35,32,13,23,0.565,1,4,0.25,5,5,1,0,6,6,3,2,2,7,2,16.4,Home,LAL
2022-02-25,Lakers,Clippers,L,Starter,SF,35:41,21,6,18,0.333,2,8,0.25,7,8,0.875,1,10,11,3,1,1,6,1,11.5,Home,LAL
2022-02-16,Lakers,Jazz,W,Starter,SF,39:43,33,14,23,0.609,3,8,0.375,2,2,1,1,7,8,6,2,0,3,1,25.8,Home,LAL
2022-02-12,Lakers,Warriors,L,Starter,PF,38:21,26,9,27,0.333,3,10,0.3,5,9,0.556,3,12,15,8,0,0,4,3,16.9,Away,LAL
2022-02-09,Lakers,Trail Blazers,L,Starter,SF,36:41,30,13,22,0.591,3,7,0.429,1,1,1,0,7,7,7,3,0,6,1,21.9,Away,LAL
2022-02-08,Lakers,Bucks,L,Starter,SF,34:31,27,11,19,0.579,3,7,0.429,2,4,0.5,0,5,5,8,0,0,4,4,17,Home,LAL
2022-02-05,Lakers,Knicks,W,Starter,SF,39:55,29,13,24,0.542,2,7,0.286,1,2,0.5,3,10,13,10,1,0,3,3,27.3,Home,LAL
2022-01-25,Lakers,Nets,W,Starter,SF,34:27,33,14,21,0.667,2,8,0.25,3,3,1,0,7,7,6,3,2,0,1,31.9,Away,LAL
2022-01-23,Lakers,Heat,L,Starter,SF,39:52,33,12,22,0.545,1,8,0.125,8,11,0.727,2,9,11,4,2,0,3,4,22.1,Away,LAL
2022-01-21,Lakers,Magic,W,Starter,SF,33:37,29,12,23,0.522,2,7,0.286,3,3,1,1,6,7,5,1,1,6,3,15.6,Away,LAL
2022-01-19,Lakers,Pacers,L,Starter,SF,37:24,30,11,22,0.5,3,7,0.429,5,7,0.714,1,11,12,5,2,0,3,1,23.6,Home,LAL
2022-01-17,Lakers,Jazz,W,Starter,PF,37:17,25,9,20,0.45,3,8,0.375,4,8,0.5,0,7,7,7,1,1,1,1,19.8,Home,LAL
2022-01-15,Lakers,Nuggets,L,Starter,PF,30:42,25,9,23,0.391,2,8,0.25,5,7,0.714,1,8,9,2,0,2,1,0,15.1,Away,LAL
2022-01-12,Lakers,Kings,L,Starter,C,38:56,34,13,29,0.448,3,12,0.25,5,10,0.5,1,6,7,6,0,1,1,2,19,Away,LAL
2022-01-09,Lakers,Grizzlies,L,Starter,C,33:22,35,14,19,0.737,3,4,0.75,4,4,1,6,3,9,7,0,0,3,4,29.5,Home,LAL
2022-01-07,Lakers,Hawks,W,Starter,C,36:30,32,13,24,0.542,1,6,0.167,5,5,1,1,7,8,9,4,3,4,4,28.4,Home,LAL
2022-01-04,Lakers,Kings,W,Starter,C,36:29,31,12,26,0.462,3,10,0.3,4,5,0.8,2,3,5,5,0,1,2,3,16.4,Home,LAL
2022-01-02,Lakers,Timberwolves,W,Starter,C,39:13,26,7,15,0.467,3,9,0.333,9,12,0.75,0,7,7,5,3,1,1,2,22.5,Home,LAL
2021-12-31,Lakers,Trail Blazers,W,Starter,C,29:18,43,16,26,0.615,5,10,0.5,6,9,0.667,2,12,14,4,2,2,0,1,38.6,Home,LAL
2021-12-29,Lakers,Grizzlies,L,Starter,PF,37:57,37,13,25,0.52,8,14,0.571,3,3,1,2,11,13,7,2,2,5,1,32.9,Away,LAL
2021-12-28,Lakers,Rockets,W,Starter,C,39:27,32,11,19,0.579,3,5,0.6,7,9,0.778,4,6,10,11,1,2,3,3,32.4,Away,LAL
2021-12-25,Lakers,Nets,L,Starter,PF,39:53,39,14,25,0.56,3,9,0.333,8,9,0.889,1,8,9,7,3,1,3,2,30.9,Home,LAL
2021-12-23,Lakers,Spurs,L,Starter,PF,34:40,36,15,26,0.577,2,7,0.286,4,6,0.667,2,7,9,6,1,2,3,2,26.5,Home,LAL
2021-12-21,Lakers,Suns,L,Starter,PF,34:00,34,13,19,0.684,2,5,0.4,6,6,1,0,7,7,2,2,0,2,1,24.3,Home,LAL
2021-12-19,Lakers,Bulls,L,Starter,PF,39:24,31,11,21,0.524,1,7,0.143,8,11,0.727,1,13,14,6,1,2,4,5,24.4,Away,LAL
2021-12-17,Lakers,Timberwolves,L,Starter,PF,35:30,18,5,13,0.385,2,6,0.333,6,8,0.75,1,9,10,5,1,2,4,5,14.5,Away,LAL
2021-12-15,Lakers,Mavericks,W,Starter,PF,42:58,24,9,19,0.474,4,9,0.444,2,3,0.667,0,3,3,5,1,0,2,1,14.4,Away,LAL
2021-12-12,Lakers,Magic,W,Starter,PF,37:11,30,12,20,0.6,3,7,0.429,3,4,0.75,1,10,11,10,0,3,6,2,28,Home,LAL
2021-12-10,Lakers,Thunder,W,Starter,PF,34:41,33,13,20,0.65,4,6,0.667,3,4,0.75,0,5,5,6,3,2,2,2,28.3,Away,LAL
2021-12-09,Lakers,Grizzlies,L,Starter,PF,37:24,20,7,15,0.467,1,6,0.167,5,5,1,0,10,10,11,4,2,5,1,25.9,Away,LAL
2021-12-07,Lakers,Celtics,W,Starter,PF,36:16,30,13,19,0.684,2,5,0.4,2,2,1,2,2,4,5,0,0,3,2,19.5,Home,LAL
2021-12-03,Lakers,Clippers,L,Starter,SF,36:15,23,9,23,0.391,2,8,0.25,3,5,0.6,3,8,11,6,2,0,3,2,16.9,Home,LAL
2021-11-28,Lakers,Pistons,W,Starter,SF,37:24,33,12,20,0.6,4,9,0.444,5,8,0.625,0,5,5,9,2,1,2,1,28.3,Home,LAL
2021-11-26,Lakers,Kings,L,Starter,SF,49:45,30,10,25,0.4,2,13,0.154,8,11,0.727,1,6,7,11,1,0,7,4,15.6,Home,LAL
2021-11-24,Lakers,Pacers,W,Starter,PF,43:28,39,13,29,0.448,5,12,0.417,8,9,0.889,0,5,5,6,1,2,2,2,23.6,Away,LAL
2021-11-21,Lakers,Pistons,W,Starter,SF,21:26,10,4,7,0.571,1,3,0.333,1,1,1,0,1,1,5,0,0,2,1,7.6,Away,LAL
2021-11-19,Lakers,Celtics,L,Starter,PF,32:04,23,10,16,0.625,3,7,0.429,0,1,0,1,5,6,2,2,0,3,3,14.9,Away,LAL
2021-11-02,Lakers,Rockets,W,Starter,PF,36:16,30,13,21,0.619,2,4,0.5,2,2,1,0,4,4,10,2,0,4,3,23,Home,LAL
2021-10-31,Lakers,Rockets,W,Starter,PF,34:32,15,6,19,0.316,0,6,0,3,4,0.75,1,6,7,8,4,1,2,0,15.8,Home,LAL
2021-10-29,Lakers,Cavaliers,W,Starter,SF,37:57,26,10,22,0.455,1,10,0.1,5,5,1,1,2,3,8,3,1,7,1,14.6,Home,LAL
2021-10-24,Lakers,Grizzlies,W,Starter,SF,40:18,19,7,19,0.368,4,9,0.444,1,2,0.5,0,6,6,6,2,2,3,1,15,Home,LAL
2021-10-22,Lakers,Suns,L,Starter,SF,36:32,25,8,18,0.444,5,9,0.556,4,4,1,0,2,2,5,2,0,5,4,11.5,Home,LAL
2021-10-19,Lakers,Warriors,L,Starter,SF,36:45,34,13,23,0.565,5,11,0.455,3,6,0.5,1,10,11,5,1,1,4,5,23.5,Home,LAL
