GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0020401148,226,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,19,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050411,ORL,CLE
Shot Chart Detail,0020401148,288,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,50,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050411,ORL,CLE
Shot Chart Detail,0020401148,306,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,33,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050411,ORL,CLE
Shot Chart Detail,0020401148,314,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,36,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050411,ORL,CLE
Shot Chart Detail,0020401148,399,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,16,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050411,ORL,CLE
Shot Chart Detail,0020401171,15,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-214,74,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401171,30,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-179,183,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401171,50,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,8,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401171,285,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,173,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401171,295,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,6,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401171,420,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,186,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401171,422,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-95,224,1,1,20050414,CLE,NYK
Shot Chart Detail,0020401174,5,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,19,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,57,84,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,20,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-87,143,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,22,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-5,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,28,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,19,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-5,135,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,125,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,134,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-171,94,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,173,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,49,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-3,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,178,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,24,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,0,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,189,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,-11,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,240,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,0,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,282,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,189,-32,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,306,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,5,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,363,2544,LeBron James,1610612739,Cleveland Cavaliers,4,9,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,3,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,378,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,202,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,400,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,9,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,-21,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401174,420,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,44,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,0,1,1,20050415,WAS,CLE
Shot Chart Detail,0020401194,13,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,24,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-33,199,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,32,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,42,2544,LeBron James,1610612739,Cleveland Cavaliers,1,6,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,51,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-71,276,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,110,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,39,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,125,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,17,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,107,51,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,209,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-192,66,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,229,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,48,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,267,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,339,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,400,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,22,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050417,DET,CLE
Shot Chart Detail,0020401194,448,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,236,100,1,1,20050417,DET,CLE
Shot Chart Detail,0020401209,2,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,55,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-3,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,33,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-171,26,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,58,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,61,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,52,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,-8,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,73,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,31,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,44,150,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,109,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,0,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,115,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-19,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,149,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,15,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,170,2544,LeBron James,1610612739,Cleveland Cavaliers,2,6,34,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,0,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,202,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,153,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,266,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,-6,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,420,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,24,245,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401209,481,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,29,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,-23,1,1,20050419,CLE,BOS
Shot Chart Detail,0020401218,18,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,43,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,101,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,142,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-41,63,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,166,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,228,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,313,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,45,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,0,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,317,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,47,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-5,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,334,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,408,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,151,135,1,1,20050420,TOR,CLE
Shot Chart Detail,0020401218,422,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,26,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,189,-6,1,1,20050420,TOR,CLE
