,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
14,14,2022-11-18,,DET,W,128,121,,43,78,.551,7,20,.350,36,58,.621,.596,35,40,.875,7,37,44,29,2,7,16,24,43,92,.467,11,34,.324,32,58,.552,.527,24,32,.750,10,27,37,27,9,4,11,30
15,15,2022-11-20,,SAS,W,123,92,,45,85,.529,12,34,.353,33,51,.647,.600,21,24,.875,5,49,54,29,5,2,15,10,41,105,.390,7,34,.206,34,71,.479,.424,3,10,.300,13,31,44,26,7,2,10,17
16,16,2022-11-22,@,PHO,L,105,115,,36,85,.424,4,22,.182,32,63,.508,.447,29,35,.829,7,38,45,19,8,7,17,12,48,102,.471,16,34,.471,32,68,.471,.549,3,5,.600,8,41,49,23,8,7,15,22
17,17,2022-11-25,@,SAS,W,105,94,,40,83,.482,8,27,.296,32,56,.571,.530,17,20,.850,10,39,49,28,12,5,22,16,38,100,.380,6,33,.182,32,67,.478,.410,12,16,.750,20,30,50,21,11,3,16,18
18,18,2022-11-26,@,SAS,W,143,138,,47,81,.580,17,33,.515,30,48,.625,.685,32,37,.865,3,36,39,25,4,7,17,20,53,105,.505,18,37,.486,35,68,.515,.590,14,20,.700,17,30,47,33,8,5,10,32
19,19,2022-11-28,,IND,L,115,116,,40,93,.430,11,31,.355,29,62,.468,.489,24,31,.774,18,39,57,23,3,7,14,16,43,105,.410,17,49,.347,26,56,.464,.490,13,16,.813,12,37,49,29,6,10,10,24
20,20,2022-11-30,,POR,W,128,109,,48,97,.495,14,37,.378,34,60,.567,.567,18,26,.692,13,35,48,28,5,6,8,18,42,90,.467,8,24,.333,34,66,.515,.511,17,21,.810,12,33,45,21,4,5,12,25
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
21,21,2022-12-02,@,MIL,W,133,129,,52,96,.542,11,26,.423,41,70,.586,.599,18,24,.750,12,32,44,32,6,4,4,16,50,94,.532,17,43,.395,33,51,.647,.622,12,15,.800,10,32,42,29,2,5,10,18
22,22,2022-12-04,@,WAS,W,130,119,,52,96,.542,10,26,.385,42,70,.600,.594,16,22,.727,9,42,51,34,5,5,15,14,49,105,.467,10,39,.256,39,66,.591,.514,11,15,.733,11,33,44,24,10,8,10,23
23,23,2022-12-06,@,CLE,L,102,116,,38,89,.427,6,36,.167,32,53,.604,.461,20,24,.833,14,29,43,16,4,6,16,13,48,93,.516,7,27,.259,41,66,.621,.554,13,17,.765,9,35,44,25,11,3,8,20
24,24,2022-12-07,@,TOR,L,113,126,,37,87,.425,7,33,.212,30,54,.556,.466,32,35,.914,10,36,46,16,6,3,15,17,47,106,.443,12,43,.279,35,63,.556,.500,20,24,.833,17,37,54,25,10,5,11,22
25,25,2022-12-09,@,PHI,L,122,133,OT,44,88,.500,11,31,.355,33,57,.579,.563,23,30,.767,7,30,37,29,12,4,21,23,48,90,.533,18,40,.450,30,50,.600,.633,19,22,.864,7,35,42,30,14,2,23,30
26,26,2022-12-11,@,DET,W,124,117,,46,84,.548,11,26,.423,35,58,.603,.613,21,27,.778,6,36,42,31,8,4,11,14,43,93,.462,17,45,.378,26,48,.542,.554,14,17,.824,10,30,40,28,9,3,12,19
27,27,2022-12-13,,BOS,L,118,122,OT,44,93,.473,8,29,.276,36,64,.563,.516,22,30,.733,7,42,49,23,7,9,12,17,46,104,.442,19,48,.396,27,56,.482,.534,11,16,.688,13,38,51,27,6,2,14,22
28,28,2022-12-16,,DEN,W,126,108,,48,91,.527,12,33,.364,36,58,.621,.593,18,24,.750,11,34,45,29,11,4,15,21,39,81,.481,9,27,.333,30,54,.556,.537,21,28,.750,9,30,39,25,7,4,19,17
29,29,2022-12-18,,WAS,W,119,117,,46,92,.500,11,27,.407,35,65,.538,.560,16,22,.727,6,37,43,29,4,5,9,18,44,95,.463,10,39,.256,34,56,.607,.516,19,24,.792,10,38,48,24,5,6,10,20
30,30,2022-12-19,@,PHO,L,104,130,,39,87,.448,12,28,.429,27,59,.458,.517,14,17,.824,10,28,38,13,5,5,15,16,46,93,.495,20,39,.513,26,54,.481,.602,18,24,.750,15,36,51,21,10,5,9,16
31,31,2022-12-21,@,SAC,L,120,134,,42,84,.500,11,24,.458,31,60,.517,.565,25,30,.833,5,34,39,25,6,5,15,24,48,95,.505,17,47,.362,31,48,.646,.595,21,28,.750,10,36,46,29,6,2,12,23
32,32,2022-12-23,,CHO,L,130,134,,48,92,.522,19,44,.432,29,48,.604,.625,15,22,.682,12,30,42,27,5,1,17,19,52,94,.553,16,41,.390,36,53,.679,.638,14,18,.778,11,30,41,30,11,5,16,21
33,33,2022-12-25,@,DAL,L,115,124,,39,80,.488,9,28,.321,30,52,.577,.544,28,32,.875,6,29,35,18,5,2,10,23,44,84,.524,18,44,.409,26,40,.650,.631,18,25,.720,11,27,38,31,6,3,11,26
34,34,2022-12-27,@,ORL,W,129,110,,49,90,.544,17,43,.395,32,47,.681,.639,14,17,.824,9,37,46,32,4,2,14,16,42,84,.500,10,28,.357,32,56,.571,.560,16,25,.640,8,29,37,25,8,5,11,17
35,35,2022-12-28,@,MIA,L,98,112,,37,77,.481,13,36,.361,24,41,.585,.565,11,15,.733,8,36,44,25,2,4,26,16,44,92,.478,11,35,.314,33,57,.579,.538,13,16,.813,10,27,37,20,14,4,6,15
36,36,2022-12-30,@,ATL,W,130,121,,52,96,.542,10,32,.313,42,64,.656,.594,16,18,.889,12,43,55,34,7,6,16,17,48,101,.475,11,38,.289,37,63,.587,.530,14,20,.700,12,29,41,22,6,5,10,19
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
37,37,2023-01-02,@,CHO,W,121,115,,45,93,.484,10,30,.333,35,63,.556,.538,21,30,.700,9,44,53,26,6,5,15,21,42,93,.452,11,32,.344,31,61,.508,.511,20,29,.690,8,39,47,24,8,7,14,22
38,38,2023-01-04,,MIA,W,112,109,,40,81,.494,8,27,.296,32,54,.593,.543,24,30,.800,9,33,42,20,10,4,17,18,43,95,.453,8,29,.276,35,66,.530,.495,15,21,.714,14,29,43,24,9,4,13,20
39,39,2023-01-06,,ATL,W,130,114,,51,93,.548,16,35,.457,35,58,.603,.634,12,16,.750,7,44,51,33,6,5,18,18,44,96,.458,9,31,.290,35,65,.538,.505,17,22,.773,7,32,39,24,8,5,12,15
40,40,2023-01-07,@,SAC,W,136,134,,50,82,.610,9,21,.429,41,61,.672,.665,27,33,.818,10,28,38,26,4,3,17,25,45,86,.523,14,32,.438,31,54,.574,.605,30,37,.811,13,21,34,25,5,4,14,26
41,41,2023-01-09,@,DEN,L,109,122,,41,93,.441,8,28,.286,33,65,.508,.484,19,25,.760,11,33,44,20,12,2,14,14,46,99,.465,15,42,.357,31,57,.544,.540,15,17,.882,14,41,55,29,7,11,17,19
42,42,2023-01-12,,DAL,L,115,119,2OT,44,112,.393,10,41,.244,34,71,.479,.438,17,27,.630,14,42,56,24,7,4,10,18,48,96,.500,14,42,.333,34,54,.630,.573,9,17,.529,3,51,54,25,4,9,19,26
43,43,2023-01-15,,PHI,L,112,113,,48,87,.552,6,20,.300,42,67,.627,.586,10,13,.769,4,34,38,28,4,6,11,19,43,85,.506,12,34,.353,31,51,.608,.576,15,19,.789,5,33,38,29,3,7,10,16
44,44,2023-01-16,,HOU,W,140,132,,49,91,.538,12,33,.364,37,58,.638,.604,30,35,.857,9,30,39,23,4,5,2,19,49,100,.490,11,30,.367,38,70,.543,.545,23,31,.742,17,31,48,28,0,7,8,25
45,45,2023-01-18,,SAC,L,111,116,,43,89,.483,11,34,.324,32,55,.582,.545,14,18,.778,6,30,36,26,9,3,7,20,43,87,.494,9,30,.300,34,57,.596,.546,21,27,.778,14,33,47,23,3,5,11,14
46,46,2023-01-20,,MEM,W,122,121,,38,93,.409,13,41,.317,25,52,.481,.478,33,41,.805,10,37,47,24,7,7,10,26,43,102,.422,9,29,.310,34,73,.466,.466,26,40,.650,24,39,63,24,6,7,14,31
47,47,2023-01-22,@,POR,W,121,112,,45,86,.523,10,30,.333,35,56,.625,.581,21,27,.778,10,41,51,23,5,5,13,19,37,86,.430,17,46,.370,20,40,.500,.529,21,25,.840,11,27,38,24,5,7,12,24
48,48,2023-01-24,,LAC,L,115,133,,42,95,.442,16,40,.400,26,55,.473,.526,15,24,.625,9,23,32,21,8,4,7,13,51,84,.607,19,38,.500,32,46,.696,.720,12,15,.800,7,40,47,25,4,9,15,20
49,49,2023-01-25,,SAS,W,113,104,,40,90,.444,10,33,.303,30,57,.526,.500,23,30,.767,11,45,56,25,12,9,20,13,40,106,.377,8,34,.235,32,72,.444,.415,16,18,.889,17,31,48,22,11,2,14,19
50,50,2023-01-28,@,BOS,L,121,125,OT,47,105,.448,12,42,.286,35,63,.556,.505,15,20,.750,11,36,47,30,4,0,12,23,39,84,.464,13,40,.325,26,44,.591,.542,34,39,.872,7,39,46,18,8,9,12,22
51,51,2023-01-30,@,BRK,L,104,121,,35,89,.393,11,29,.379,24,60,.400,.455,23,37,.622,16,37,53,24,1,3,14,16,45,95,.474,16,41,.390,29,54,.537,.558,15,19,.789,12,38,50,24,8,9,11,25
52,52,2023-01-31,@,NYK,W,129,123,OT,48,93,.516,11,33,.333,37,60,.617,.575,22,31,.710,11,33,44,29,6,1,14,23,44,98,.449,7,34,.206,37,64,.578,.485,28,32,.875,13,32,45,27,6,3,9,24
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
53,53,2023-02-02,@,IND,W,112,111,,42,92,.457,6,22,.273,36,70,.514,.489,22,31,.710,13,38,51,29,8,5,13,10,45,93,.484,16,41,.390,29,52,.558,.570,5,6,.833,6,40,46,30,8,6,16,21
54,54,2023-02-04,@,NOP,L,126,131,,45,94,.479,11,32,.344,34,62,.548,.537,25,33,.758,13,31,44,30,4,3,9,20,52,100,.520,9,30,.300,43,70,.614,.565,18,20,.900,14,34,48,28,6,0,11,22
55,55,2023-02-07,,OKC,L,130,133,,49,85,.576,14,31,.452,35,54,.648,.659,18,26,.692,6,35,41,27,8,3,21,19,49,94,.521,17,34,.500,32,60,.533,.612,18,20,.900,7,30,37,32,12,2,13,18
56,56,2023-02-09,,MIL,L,106,115,,42,89,.472,7,18,.389,35,71,.493,.511,15,21,.714,11,32,43,23,2,2,12,19,45,99,.455,12,47,.255,33,52,.635,.515,13,18,.722,16,35,51,24,5,7,11,20
57,57,2023-02-11,@,GSW,W,109,103,,40,89,.449,8,25,.320,32,64,.500,.494,21,26,.808,10,42,52,19,4,4,16,12,40,96,.417,12,44,.273,28,52,.538,.479,11,12,.917,7,36,43,31,11,6,16,21
58,58,2023-02-13,@,POR,L,115,127,,42,95,.442,12,37,.324,30,58,.517,.505,19,21,.905,14,42,56,24,6,5,13,16,46,97,.474,23,47,.489,23,50,.460,.593,12,13,.923,8,34,42,27,7,9,7,15
59,59,2023-02-15,,NOP,W,120,102,,44,83,.530,10,37,.270,34,46,.739,.590,22,36,.611,6,37,43,32,5,8,11,23,39,89,.438,7,25,.280,32,64,.500,.478,17,24,.708,13,37,50,24,5,3,15,28
60,60,2023-02-23,,GSW,W,124,111,,42,86,.488,16,30,.533,26,56,.464,.581,24,34,.706,10,48,58,30,8,3,16,20,40,105,.381,14,49,.286,26,56,.464,.448,17,21,.810,17,31,48,24,10,3,10,23
61,61,2023-02-26,@,DAL,W,111,108,,42,97,.433,6,34,.176,36,63,.571,.464,21,28,.750,17,39,56,25,9,4,11,17,39,93,.419,20,49,.408,19,44,.432,.527,10,14,.714,11,37,48,21,5,5,17,24
62,62,2023-02-28,@,MEM,L,109,121,,38,86,.442,13,34,.382,25,52,.481,.517,20,23,.870,14,42,56,22,5,10,26,19,51,112,.455,6,31,.194,45,81,.556,.482,13,17,.765,14,33,47,25,13,6,7,17
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
63,63,2023-03-01,@,OKC,W,123,117,,38,80,.475,16,35,.457,22,45,.489,.575,31,39,.795,10,31,41,22,8,8,13,19,44,91,.484,11,40,.275,33,51,.647,.544,18,24,.750,12,30,42,29,8,4,13,27
64,64,2023-03-03,,MIN,L,102,110,,36,87,.414,10,31,.323,26,56,.464,.471,20,24,.833,11,30,41,23,8,2,15,19,42,89,.472,14,34,.412,28,55,.509,.551,12,16,.750,10,36,46,29,10,6,14,21
65,65,2023-03-05,,GSW,W,113,105,,42,95,.442,11,33,.333,31,62,.500,.500,18,22,.818,10,36,46,29,3,3,9,17,36,91,.396,18,52,.346,18,39,.462,.495,15,18,.833,7,35,42,27,2,6,13,21
66,66,2023-03-07,,MEM,W,112,103,,41,90,.456,7,28,.250,34,62,.548,.494,23,29,.793,7,50,57,27,4,2,15,18,36,93,.387,9,37,.243,27,56,.482,.435,22,29,.759,6,39,45,18,6,6,7,25
67,67,2023-03-10,,TOR,W,122,112,,45,80,.563,13,30,.433,32,50,.640,.644,19,19,1.000,5,30,35,28,8,8,21,10,46,92,.500,10,28,.357,36,64,.563,.554,10,13,.769,10,27,37,29,14,3,13,16
68,68,2023-03-12,,NYK,L,108,112,,43,89,.483,12,36,.333,31,53,.585,.551,10,17,.588,10,27,37,24,6,2,11,17,42,88,.477,11,37,.297,31,51,.608,.540,17,21,.810,12,34,46,18,8,3,11,18
69,69,2023-03-14,@,NOP,W,123,108,,40,82,.488,18,39,.462,22,43,.512,.598,25,28,.893,15,37,52,24,8,2,18,16,42,98,.429,11,43,.256,31,55,.564,.485,13,20,.650,15,26,41,23,9,3,12,24
70,70,2023-03-15,@,HOU,L,110,114,,34,90,.378,11,44,.250,23,46,.500,.439,31,37,.838,11,25,36,21,7,3,10,17,47,89,.528,8,29,.276,39,60,.650,.573,12,19,.632,16,35,51,22,5,3,18,29
71,71,2023-03-17,,DAL,L,110,111,,43,84,.512,5,20,.250,38,64,.594,.542,19,31,.613,13,29,42,23,8,3,12,18,40,79,.506,16,34,.471,24,45,.533,.608,15,19,.789,7,28,35,27,8,4,15,26
72,72,2023-03-19,,ORL,W,111,105,,36,78,.462,13,32,.406,23,46,.500,.545,26,32,.813,9,43,52,25,2,9,15,19,41,102,.402,10,38,.263,31,64,.484,.451,13,17,.765,13,31,44,24,8,3,8,28
73,73,2023-03-22,,PHO,W,122,111,,39,70,.557,8,17,.471,31,53,.585,.614,36,46,.783,5,31,36,27,7,2,15,20,42,90,.467,12,31,.387,30,59,.508,.533,15,20,.750,12,27,39,23,7,6,17,31
74,74,2023-03-24,,OKC,W,116,111,,42,91,.462,12,34,.353,30,57,.526,.527,20,28,.714,16,37,53,20,9,4,11,14,40,92,.435,14,36,.389,26,56,.464,.511,17,19,.895,12,33,45,21,6,5,10,19
75,75,2023-03-26,,CHI,L,108,118,,38,75,.507,13,36,.361,25,39,.641,.593,19,28,.679,8,30,38,24,5,4,18,18,47,87,.540,14,31,.452,33,56,.589,.621,10,13,.769,8,34,42,32,8,2,9,23
76,76,2023-03-29,@,CHI,W,121,110,,45,86,.523,7,20,.350,38,66,.576,.564,24,30,.800,13,32,45,22,10,3,16,14,45,88,.511,9,33,.273,36,55,.655,.563,11,13,.846,6,26,32,31,10,4,14,22
77,77,2023-03-31,@,MIN,W,123,111,,45,90,.500,9,22,.409,36,68,.529,.550,24,30,.800,15,38,53,28,10,5,16,17,41,95,.432,13,39,.333,28,56,.500,.500,16,19,.842,12,27,39,25,10,4,16,22
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
78,78,2023-04-02,@,HOU,W,134,109,,52,93,.559,9,30,.300,43,63,.683,.608,21,28,.750,11,40,51,36,4,8,6,9,44,102,.431,13,34,.382,31,68,.456,.495,8,10,.800,16,28,44,23,4,4,10,18
79,79,2023-04-04,@,UTA,W,135,133,OT,48,96,.500,12,34,.353,36,62,.581,.563,27,35,.771,11,33,44,27,6,7,12,21,47,90,.522,15,33,.455,32,57,.561,.606,24,31,.774,6,35,41,29,4,3,14,28
80,80,2023-04-05,@,LAC,L,118,125,,45,89,.506,12,29,.414,33,60,.550,.573,16,24,.667,10,34,44,27,4,3,14,17,43,82,.524,16,36,.444,27,46,.587,.622,23,27,.852,5,33,38,23,9,4,13,18
81,81,2023-04-07,,PHO,W,121,107,,45,92,.489,18,36,.500,27,56,.482,.587,13,17,.765,10,44,54,25,6,6,16,12,43,104,.413,9,36,.250,34,68,.500,.457,12,14,.857,13,34,47,23,7,10,9,12
82,82,2023-04-09,,UTA,W,128,117,,47,97,.485,18,45,.400,29,52,.558,.577,16,21,.762,10,39,49,28,4,7,11,9,51,101,.505,10,35,.286,41,66,.621,.554,5,6,.833,7,38,45,31,4,4,11,16
,,,,,43-39,9608,9561,,3516,7298,.482,885,2558,.346,2631,4740,.555,.542,1691,2182,.775,818,2930,3748,2072,526,378,1154,1466,3607,7698,.469,1028,2991,.344,2579,4707,.548,.535,1319,1706,.773,908,2770,3678,2104,624,416,1035,1760
