,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
52,52,2017-02-09,@,OKC,L,109,118,,38,79,.481,10,21,.476,28,58,.483,.544,23,30,.767,5,30,35,14,9,6,16,14,50,106,.472,8,27,.296,42,79,.532,.509,10,13,.769,17,34,51,24,10,5,14,23
53,53,2017-02-11,,DEN,W,125,109,,46,84,.548,15,30,.500,31,54,.574,.637,18,22,.818,8,37,45,30,9,3,16,16,39,97,.402,12,37,.324,27,60,.450,.464,19,22,.864,17,28,45,23,8,4,12,22
54,54,2017-02-14,@,MIN,W,116,108,,44,86,.512,13,39,.333,31,47,.660,.587,15,22,.682,9,34,43,27,3,4,10,18,42,86,.488,9,23,.391,33,63,.524,.541,15,19,.789,8,33,41,27,6,2,11,18
55,55,2017-02-15,,IND,W,113,104,,39,82,.476,18,39,.462,21,43,.488,.585,17,19,.895,9,31,40,23,6,2,8,19,40,86,.465,12,24,.500,28,62,.452,.535,12,14,.857,13,30,43,30,2,1,12,17
56,56,2017-02-23,,NYK,W,119,104,,46,87,.529,15,38,.395,31,49,.633,.615,12,15,.800,8,36,44,29,5,10,13,16,42,101,.416,8,26,.308,34,75,.453,.455,12,17,.706,16,34,50,24,4,7,13,19
57,57,2017-02-25,,CHI,L,99,117,,37,80,.463,14,37,.378,23,43,.535,.550,11,15,.733,4,36,40,24,5,3,12,17,46,93,.495,15,30,.500,31,63,.492,.575,10,16,.625,10,37,47,34,6,0,7,13
58,58,2017-02-27,,MIL,W,102,95,,35,70,.500,10,28,.357,25,42,.595,.571,22,26,.846,4,41,45,20,4,2,16,11,37,83,.446,11,30,.367,26,53,.491,.512,10,16,.625,5,28,33,27,3,5,8,23
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
59,59,2017-03-01,@,BOS,L,99,103,,37,91,.407,10,33,.303,27,58,.466,.462,15,22,.682,12,29,41,20,3,5,11,21,36,78,.462,13,31,.419,23,47,.489,.545,18,23,.783,8,39,47,28,4,6,12,21
60,60,2017-03-03,@,ATL,W,135,130,,47,86,.547,25,46,.543,22,40,.550,.692,16,20,.800,5,28,33,31,7,5,14,24,49,91,.538,10,26,.385,39,65,.600,.593,22,30,.733,11,32,43,30,7,4,12,15
61,61,2017-03-04,@,MIA,L,92,120,,35,73,.479,11,27,.407,24,46,.522,.555,11,18,.611,8,25,33,20,4,1,16,16,46,88,.523,18,34,.529,28,54,.519,.625,10,12,.833,15,33,48,20,6,4,11,19
62,62,2017-03-06,,MIA,L,98,106,,35,78,.449,9,27,.333,26,51,.510,.506,19,29,.655,11,41,52,15,3,6,17,15,39,91,.429,16,35,.457,23,56,.411,.516,12,14,.857,8,30,38,23,7,6,8,19
63,63,2017-03-09,@,DET,L,101,106,,39,84,.464,11,39,.282,28,45,.622,.530,12,19,.632,8,34,42,24,4,1,10,17,41,88,.466,9,26,.346,32,62,.516,.517,15,19,.789,11,34,45,22,6,1,8,15
64,64,2017-03-11,@,ORL,W,116,104,,43,86,.500,15,39,.385,28,47,.596,.587,15,25,.600,9,43,52,30,1,6,9,18,38,96,.396,4,21,.190,34,75,.453,.417,24,28,.857,14,38,52,17,6,1,5,21
65,65,2017-03-12,@,HOU,L,112,117,,42,80,.525,17,43,.395,25,37,.676,.631,11,13,.846,4,34,38,24,3,7,15,23,41,96,.427,16,45,.356,25,51,.490,.510,19,28,.679,20,32,52,25,10,4,6,17
66,66,2017-03-14,,DET,W,128,96,,46,77,.597,19,30,.633,27,47,.574,.721,17,23,.739,3,38,41,29,4,3,9,18,37,99,.374,4,19,.211,33,80,.413,.394,18,19,.947,16,29,45,20,6,1,8,19
67,67,2017-03-16,,UTA,W,91,83,,36,86,.419,9,33,.273,27,53,.509,.471,10,19,.526,11,41,52,14,6,2,12,12,34,82,.415,5,21,.238,29,61,.475,.445,10,14,.714,10,37,47,18,6,3,17,16
68,68,2017-03-18,@,LAC,L,78,108,,32,83,.386,5,27,.185,27,56,.482,.416,9,13,.692,4,36,40,15,5,0,12,24,40,78,.513,8,26,.308,32,52,.615,.564,20,29,.690,7,47,54,27,4,3,15,15
69,69,2017-03-19,@,LAL,W,125,120,,45,85,.529,13,36,.361,32,49,.653,.606,22,27,.815,10,34,44,19,4,2,10,16,47,91,.516,11,27,.407,36,64,.563,.577,15,19,.789,10,30,40,23,5,1,6,25
70,70,2017-03-22,@,DEN,L,113,126,,43,85,.506,15,37,.405,28,48,.583,.594,12,14,.857,7,31,38,22,4,4,10,12,51,96,.531,11,26,.423,40,70,.571,.589,13,13,1.000,10,34,44,35,7,0,6,16
71,71,2017-03-24,@,CHO,W,112,105,,41,74,.554,9,25,.360,32,49,.653,.615,21,24,.875,3,35,38,26,6,5,12,22,38,90,.422,10,38,.263,28,52,.538,.478,19,24,.792,14,28,42,18,6,4,11,17
72,72,2017-03-25,,WAS,L,115,127,,41,83,.494,12,33,.364,29,50,.580,.566,21,27,.778,11,21,32,24,6,6,13,18,49,82,.598,8,18,.444,41,64,.641,.646,21,26,.808,11,29,40,24,10,4,12,23
73,73,2017-03-27,@,SAS,L,74,103,,31,83,.373,4,26,.154,27,57,.474,.398,8,13,.615,9,31,40,20,8,2,19,20,41,86,.477,7,26,.269,34,60,.567,.517,14,17,.824,10,42,52,24,11,7,12,18
74,74,2017-03-30,@,CHI,L,93,99,,37,83,.446,10,27,.370,27,56,.482,.506,9,16,.563,9,35,44,23,6,5,15,22,38,90,.422,12,25,.480,26,65,.400,.489,11,18,.611,15,36,51,26,11,3,14,15
75,75,2017-03-31,,PHI,W,122,105,,50,95,.526,13,29,.448,37,66,.561,.595,9,16,.563,13,36,49,30,8,4,9,16,40,82,.488,11,33,.333,29,49,.592,.555,14,19,.737,7,35,42,26,7,2,18,21
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
76,76,2017-04-02,,IND,W,135,130,2OT,47,95,.495,18,43,.419,29,52,.558,.589,23,33,.697,15,41,56,29,7,4,16,19,48,105,.457,16,41,.390,32,64,.500,.533,18,20,.900,12,34,46,32,6,3,11,24
77,77,2017-04-04,,ORL,W,122,102,,44,82,.537,18,36,.500,26,46,.565,.646,16,21,.762,5,37,42,30,9,3,12,18,33,86,.384,11,33,.333,22,53,.415,.448,25,26,.962,11,32,43,23,8,3,14,21
78,78,2017-04-05,@,BOS,W,114,91,,43,92,.467,11,36,.306,32,56,.571,.527,17,18,.944,13,38,51,19,7,5,10,26,33,81,.407,7,33,.212,26,48,.542,.451,18,29,.621,8,30,38,21,6,4,13,18
79,79,2017-04-07,,ATL,L,100,114,,39,81,.481,9,36,.250,30,45,.667,.537,13,17,.765,3,35,38,23,5,3,14,10,45,89,.506,16,37,.432,29,52,.558,.596,8,8,1.000,6,36,42,39,7,3,11,17
80,80,2017-04-09,@,ATL,L,125,126,OT,45,98,.459,19,46,.413,26,52,.500,.556,16,20,.800,13,40,53,28,4,3,17,27,44,94,.468,9,31,.290,35,63,.556,.516,29,37,.784,10,35,45,31,8,4,12,22
81,81,2017-04-10,@,MIA,L,121,124,OT,44,89,.494,14,35,.400,30,54,.556,.573,19,22,.864,7,40,47,19,7,4,21,25,44,95,.463,12,33,.364,32,62,.516,.526,24,34,.706,9,37,46,28,9,3,13,26
82,82,2017-04-12,,TOR,L,83,98,,28,76,.368,10,37,.270,18,39,.462,.434,17,24,.708,10,32,42,20,5,7,15,14,40,86,.465,8,26,.308,32,60,.533,.512,10,16,.625,12,36,48,20,8,2,9,20
,,,,,51-31,9048,8787,,3275,6963,.470,1067,2779,.384,2208,4184,.528,.547,1431,1913,.748,766,2821,3587,1858,539,327,1121,1486,3333,7284,.458,850,2353,.361,2483,4931,.504,.516,1271,1644,.773,902,2724,3626,2024,598,349,1033,1690
