,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
28,28,2018-12-13,@,HOU,L,111,126,,43,80,.538,10,32,.313,33,48,.688,.600,15,27,.556,7,24,31,23,9,5,13,21,42,85,.494,15,34,.441,27,51,.529,.582,27,32,.844,15,28,43,24,8,2,14,24
29,29,2018-12-15,@,CHO,W,128,100,,49,92,.533,14,34,.412,35,58,.603,.609,16,24,.667,10,42,52,34,12,6,16,20,39,92,.424,7,29,.241,32,63,.508,.462,15,18,.833,9,29,38,22,3,6,18,19
30,30,2018-12-16,@,WAS,L,110,128,,44,91,.484,11,36,.306,33,55,.600,.544,11,18,.611,8,35,43,24,10,6,22,13,54,106,.509,13,31,.419,41,75,.547,.571,7,10,.700,15,36,51,30,14,5,17,13
31,31,2018-12-18,@,BRK,L,110,115,,42,90,.467,13,40,.325,29,50,.580,.539,13,23,.565,8,40,48,21,6,4,14,19,44,91,.484,14,34,.412,30,57,.526,.560,13,19,.684,4,36,40,27,5,4,12,18
32,32,2018-12-21,,NOP,W,112,104,,43,92,.467,8,32,.250,35,60,.583,.511,18,25,.720,8,40,48,28,7,4,13,17,44,102,.431,8,27,.296,36,75,.480,.471,8,16,.500,14,39,53,27,8,6,13,24
33,33,2018-12-23,,MEM,L,99,107,,37,75,.493,10,30,.333,27,45,.600,.560,15,22,.682,6,35,41,27,6,8,16,16,42,90,.467,14,26,.538,28,64,.438,.544,9,14,.643,9,34,43,24,9,7,12,20
34,34,2018-12-25,@,GSW,W,127,101,,47,85,.553,13,33,.394,34,52,.654,.629,20,27,.741,6,43,49,27,5,3,12,20,38,93,.409,9,36,.250,29,57,.509,.457,16,21,.762,7,30,37,28,5,1,14,21
35,35,2018-12-27,@,SAC,L,116,117,,45,88,.511,10,25,.400,35,63,.556,.568,16,23,.696,9,37,46,25,7,5,18,19,45,101,.446,10,29,.345,35,72,.486,.495,17,21,.810,16,32,48,25,10,5,15,20
36,36,2018-12-28,,LAC,L,107,118,,36,87,.414,11,30,.367,25,57,.439,.477,24,35,.686,8,42,50,23,5,2,17,22,40,91,.440,6,19,.316,34,72,.472,.473,32,34,.941,7,46,53,21,10,4,14,29
37,37,2018-12-30,,SAC,W,121,114,,47,98,.480,15,44,.341,32,54,.593,.556,12,20,.600,12,38,50,30,7,5,14,17,46,95,.484,13,34,.382,33,61,.541,.553,9,12,.750,9,36,45,24,8,5,14,23
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
38,38,2019-01-02,,OKC,L,100,107,,37,89,.416,7,27,.259,30,62,.484,.455,19,32,.594,8,46,54,24,8,9,17,26,40,105,.381,7,31,.226,33,74,.446,.414,20,31,.645,17,47,64,22,8,5,11,24
39,39,2019-01-04,,NYK,L,112,119,,43,98,.439,11,37,.297,32,61,.525,.495,15,20,.750,12,43,55,23,4,7,17,27,37,99,.374,11,37,.297,26,62,.419,.429,34,41,.829,13,43,56,20,12,4,6,20
40,40,2019-01-06,@,MIN,L,86,108,,32,87,.368,5,22,.227,27,65,.415,.397,17,28,.607,12,36,48,20,6,4,21,20,41,89,.461,11,32,.344,30,57,.526,.522,15,21,.714,8,42,50,24,10,9,14,27
41,41,2019-01-07,@,DAL,W,107,97,,41,94,.436,8,29,.276,33,65,.508,.479,17,27,.630,11,33,44,28,12,2,14,20,36,86,.419,8,30,.267,28,56,.500,.465,17,24,.708,14,38,52,12,10,7,19,20
42,42,2019-01-09,,DET,W,113,100,,46,82,.561,8,23,.348,38,59,.644,.610,13,18,.722,9,38,47,30,5,6,15,17,39,86,.453,14,44,.318,25,42,.595,.535,8,14,.571,7,26,33,23,8,2,11,20
43,43,2019-01-11,@,UTA,L,95,113,,37,103,.359,5,27,.185,32,76,.421,.383,16,24,.667,16,39,55,14,9,5,13,23,38,96,.396,15,42,.357,23,54,.426,.474,22,32,.688,15,50,65,24,9,9,16,20
44,44,2019-01-13,,CLE,L,95,101,,36,91,.396,7,34,.206,29,57,.509,.434,16,27,.593,13,38,51,21,4,5,11,22,38,89,.427,8,21,.381,30,68,.441,.472,17,23,.739,10,42,52,18,5,2,13,21
45,45,2019-01-15,,CHI,W,107,100,,38,82,.463,8,26,.308,30,56,.536,.512,23,34,.676,13,38,51,21,7,4,17,18,37,92,.402,9,31,.290,28,61,.459,.451,17,24,.708,13,33,46,21,11,6,15,26
46,46,2019-01-17,@,OKC,W,138,128,OT,50,99,.505,19,40,.475,31,59,.525,.601,19,21,.905,14,49,63,37,11,5,24,24,41,104,.394,22,54,.407,19,50,.380,.500,24,36,.667,15,29,44,31,10,4,15,22
47,47,2019-01-19,@,HOU,L,134,138,OT,50,96,.521,10,37,.270,40,59,.678,.573,24,30,.800,13,43,56,27,6,4,16,27,42,100,.420,25,68,.368,17,32,.531,.545,29,36,.806,12,27,39,23,9,4,12,27
48,48,2019-01-21,,GSW,L,111,130,,42,84,.500,5,20,.250,37,64,.578,.530,22,38,.579,7,35,42,20,1,4,15,19,50,98,.510,16,37,.432,34,61,.557,.592,14,19,.737,13,37,50,41,8,6,12,27
49,49,2019-01-24,,MIN,L,105,120,,44,87,.506,8,28,.286,36,59,.610,.552,9,14,.643,9,30,39,28,5,5,20,23,44,102,.431,10,33,.303,34,69,.493,.480,22,25,.880,22,33,55,24,8,3,14,15
50,50,2019-01-27,,PHO,W,116,102,,47,89,.528,10,23,.435,37,66,.561,.584,12,18,.667,14,27,41,28,8,10,18,30,34,85,.400,7,26,.269,27,59,.458,.441,27,32,.844,15,25,40,19,8,9,16,20
51,51,2019-01-29,,PHI,L,105,121,,43,92,.467,7,23,.304,36,69,.522,.505,12,16,.750,14,35,49,26,7,4,21,20,42,93,.452,15,36,.417,27,57,.474,.532,22,28,.786,12,32,44,33,15,6,12,15
52,52,2019-01-31,@,LAC,W,123,120,OT,42,92,.457,11,26,.423,31,66,.470,.516,28,35,.800,7,49,56,28,7,4,16,24,46,104,.442,14,43,.326,32,61,.525,.510,14,26,.538,12,39,51,26,11,8,10,27
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
53,53,2019-02-02,@,GSW,L,101,115,,42,96,.438,7,27,.259,35,69,.507,.474,10,17,.588,13,36,49,23,5,4,15,18,43,91,.473,11,34,.324,32,57,.561,.533,18,19,.947,7,37,44,31,4,9,10,17
54,54,2019-02-05,@,IND,L,94,136,,35,75,.467,4,21,.190,31,54,.574,.493,20,26,.769,3,31,34,25,5,3,19,14,56,98,.571,19,34,.559,37,64,.578,.668,5,8,.625,10,30,40,37,11,7,10,20
55,55,2019-02-07,@,BOS,W,129,128,,50,97,.515,22,41,.537,28,56,.500,.629,7,18,.389,10,33,43,35,5,6,8,19,46,94,.489,16,38,.421,30,56,.536,.574,20,20,1.000,11,37,48,35,7,5,8,16
56,56,2019-02-10,@,PHI,L,120,143,,48,93,.516,10,27,.370,38,66,.576,.570,14,19,.737,9,34,43,31,3,4,16,21,56,97,.577,12,24,.500,44,73,.603,.639,19,22,.864,7,35,42,33,10,3,8,17
57,57,2019-02-12,@,ATL,L,113,117,,41,95,.432,14,40,.350,27,55,.491,.505,17,25,.680,10,34,44,25,10,6,17,24,40,92,.435,16,42,.381,24,50,.480,.522,21,26,.808,6,41,47,29,8,6,21,24
58,58,2019-02-21,,HOU,W,111,106,,38,86,.442,8,30,.267,30,56,.536,.488,27,33,.818,12,37,49,22,4,4,18,17,40,88,.455,12,41,.293,28,47,.596,.523,14,15,.933,4,35,39,18,8,5,15,28
59,59,2019-02-23,@,NOP,L,115,128,,44,81,.543,10,29,.345,34,52,.654,.605,17,26,.654,6,33,39,33,10,3,23,21,50,96,.521,15,40,.375,35,56,.625,.599,13,16,.813,9,32,41,31,14,4,18,21
60,60,2019-02-25,@,MEM,L,105,110,,40,89,.449,10,27,.370,30,62,.484,.506,15,20,.750,10,36,46,25,8,5,17,28,41,93,.441,9,36,.250,32,57,.561,.489,19,23,.826,15,42,57,20,7,5,15,21
61,61,2019-02-27,,NOP,W,125,119,,49,94,.521,8,25,.320,41,69,.594,.564,19,31,.613,6,33,39,37,7,8,8,22,46,102,.451,7,35,.200,39,67,.582,.485,20,27,.741,14,38,52,31,6,3,13,27
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
62,62,2019-03-01,,MIL,L,120,131,,46,96,.479,13,40,.325,33,56,.589,.547,15,18,.833,8,32,40,29,4,4,9,21,48,93,.516,14,40,.350,34,53,.642,.591,21,24,.875,11,40,51,30,4,6,11,15
63,63,2019-03-02,@,PHO,L,109,118,,43,89,.483,8,25,.320,35,64,.547,.528,15,23,.652,10,30,40,27,3,3,12,24,39,76,.513,6,26,.231,33,50,.660,.553,34,40,.850,9,32,41,21,7,8,13,22
64,64,2019-03-04,,LAC,L,105,113,,38,91,.418,10,38,.263,28,53,.528,.473,19,24,.792,7,33,40,22,2,6,12,21,41,83,.494,11,29,.379,30,54,.556,.560,20,24,.833,8,42,50,25,7,3,16,22
65,65,2019-03-06,,DEN,L,99,115,,40,84,.476,7,31,.226,33,53,.623,.518,12,23,.522,5,36,41,26,5,4,12,22,45,98,.459,13,42,.310,32,56,.571,.526,12,17,.706,18,37,55,33,6,3,8,17
66,66,2019-03-09,,BOS,L,107,120,,44,91,.484,5,27,.185,39,64,.609,.511,14,18,.778,8,35,43,28,4,4,12,16,48,93,.516,14,38,.368,34,55,.618,.591,10,14,.714,6,37,43,32,6,5,13,17
67,67,2019-03-12,@,CHI,W,123,107,,47,86,.547,13,33,.394,34,53,.642,.622,16,20,.800,5,36,41,23,11,5,14,14,42,91,.462,11,27,.407,31,64,.484,.522,12,12,1.000,11,33,44,23,6,0,16,22
68,68,2019-03-14,@,TOR,L,98,111,,38,85,.447,7,31,.226,31,54,.574,.488,15,24,.625,6,40,46,24,11,3,21,21,36,91,.396,16,41,.390,20,50,.400,.484,23,29,.793,13,39,52,21,15,6,17,20
69,69,2019-03-15,@,DET,L,97,111,,36,86,.419,6,25,.240,30,61,.492,.453,19,26,.731,11,36,47,24,9,4,14,26,37,86,.430,17,39,.436,20,47,.426,.529,20,32,.625,16,34,50,26,5,4,15,19
70,70,2019-03-17,@,NYK,L,123,124,,47,97,.485,7,27,.259,40,70,.571,.521,22,28,.786,15,20,35,26,12,5,10,21,44,76,.579,12,26,.462,32,50,.640,.658,24,29,.828,10,35,45,24,4,5,24,26
71,71,2019-03-19,@,MIL,L,101,115,,33,86,.384,16,43,.372,17,43,.395,.477,19,23,.826,8,34,42,20,9,5,19,18,41,89,.461,15,47,.319,26,42,.619,.545,18,27,.667,12,42,54,25,9,4,18,19
72,72,2019-03-22,,BRK,L,106,111,,37,96,.385,9,36,.250,28,60,.467,.432,23,32,.719,19,40,59,21,8,9,16,26,37,92,.402,16,42,.381,21,50,.420,.489,21,28,.750,11,36,47,21,8,4,14,25
73,73,2019-03-24,,SAC,W,111,106,,39,85,.459,13,40,.325,26,45,.578,.535,20,24,.833,9,47,56,29,4,8,22,22,39,104,.375,14,33,.424,25,71,.352,.442,14,23,.609,16,34,50,27,13,4,8,22
74,74,2019-03-26,,WAS,W,124,106,,48,89,.539,11,33,.333,37,56,.661,.601,17,23,.739,13,39,52,37,9,5,19,21,39,90,.433,6,32,.188,33,58,.569,.467,22,27,.815,11,28,39,21,5,4,17,20
75,75,2019-03-27,@,UTA,L,100,115,,37,97,.381,9,27,.333,28,70,.400,.428,17,24,.708,8,32,40,21,9,5,6,23,41,83,.494,10,32,.313,31,51,.608,.554,23,36,.639,8,46,54,33,4,5,11,18
76,76,2019-03-29,,CHO,W,129,115,,51,91,.560,18,38,.474,33,53,.623,.659,9,12,.750,11,33,44,34,8,2,14,17,42,88,.477,15,39,.385,27,49,.551,.563,16,17,.941,8,29,37,26,8,2,13,14
77,77,2019-03-31,@,NOP,W,130,102,,48,101,.475,15,38,.395,33,63,.524,.550,19,22,.864,11,35,46,30,16,5,11,20,38,83,.458,8,31,.258,30,52,.577,.506,18,21,.857,5,40,45,19,5,1,24,16
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
78,78,2019-04-02,@,OKC,L,103,119,,40,84,.476,16,39,.410,24,45,.533,.571,7,10,.700,4,35,39,26,7,2,23,25,47,102,.461,13,44,.295,34,58,.586,.525,12,20,.600,17,33,50,33,15,7,12,14
79,79,2019-04-04,,GSW,L,90,108,,37,104,.356,8,37,.216,29,67,.433,.394,8,14,.571,18,44,62,25,10,7,18,10,43,98,.439,18,46,.391,25,52,.481,.531,4,5,.800,9,42,51,30,11,5,15,18
80,80,2019-04-05,@,LAC,W,122,117,,43,96,.448,14,32,.438,29,64,.453,.521,22,27,.815,14,41,55,28,8,10,14,24,40,91,.440,10,29,.345,30,62,.484,.495,27,31,.871,7,38,45,29,7,8,13,22
81,81,2019-04-07,,UTA,W,113,109,,46,89,.517,7,25,.280,39,64,.609,.556,14,21,.667,16,33,49,28,5,5,17,21,38,84,.452,13,42,.310,25,42,.595,.530,20,28,.714,10,25,35,25,11,4,11,17
82,82,2019-04-09,,POR,L,101,104,,40,94,.426,10,29,.345,30,65,.462,.479,11,17,.647,17,34,51,29,6,6,17,19,37,90,.411,11,37,.297,26,53,.491,.472,19,22,.864,11,34,45,18,8,10,14,14
,,,,,37-45,9165,9306,,3491,7425,.470,847,2541,.333,2644,4884,.541,.527,1336,1910,.699,835,2985,3820,2096,618,440,1284,1701,3438,7610,.452,971,2784,.349,2467,4826,.511,.516,1459,1862,.784,924,2918,3842,2053,683,421,1167,1706
