,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
10,10,2017-11-05,,ATL,L,115,117,,42,96,.438,10,36,.278,32,60,.533,.490,21,23,.913,15,32,47,27,6,6,13,29,41,86,.477,11,25,.440,30,61,.492,.541,24,34,.706,11,33,44,24,4,6,17,20
11,11,2017-11-07,,MIL,W,124,119,,41,82,.500,9,18,.500,32,64,.500,.555,33,38,.868,12,27,39,18,7,4,13,16,47,83,.566,13,30,.433,34,53,.642,.645,12,16,.750,8,28,36,29,6,8,16,31
12,12,2017-11-09,@,HOU,L,113,117,,45,81,.556,12,27,.444,33,54,.611,.630,11,14,.786,4,22,26,24,9,1,18,30,36,77,.468,16,46,.348,20,31,.645,.571,29,36,.806,17,28,45,21,11,5,22,27
13,13,2017-11-11,@,DAL,W,111,104,,35,81,.432,12,31,.387,23,50,.460,.506,29,35,.829,10,43,53,18,8,3,17,18,39,92,.424,10,34,.294,29,58,.500,.478,16,21,.762,9,33,42,21,7,3,11,26
14,14,2017-11-13,@,NYK,W,104,101,,35,88,.398,16,45,.356,19,43,.442,.489,18,22,.818,14,34,48,21,7,7,20,21,38,88,.432,8,25,.320,30,63,.476,.477,17,22,.773,13,36,49,19,13,3,17,21
15,15,2017-11-15,@,CHO,W,115,107,,42,95,.442,13,38,.342,29,57,.509,.511,18,20,.900,16,35,51,25,9,4,14,24,41,86,.477,6,26,.231,35,60,.583,.512,19,28,.679,8,33,41,21,7,5,13,19
16,16,2017-11-17,,LAC,W,118,113,OT,42,90,.467,11,33,.333,31,57,.544,.528,23,29,.793,8,43,51,24,9,4,15,20,46,103,.447,10,35,.286,36,68,.529,.495,11,14,.786,13,42,55,29,7,10,15,26
17,17,2017-11-20,@,DET,W,116,88,,42,80,.525,16,33,.485,26,47,.553,.625,16,17,.941,7,35,42,28,4,2,11,14,34,77,.442,13,30,.433,21,47,.447,.526,7,13,.538,7,27,34,23,7,2,14,19
18,18,2017-11-22,,BRK,W,119,109,,43,82,.524,14,34,.412,29,48,.604,.610,19,27,.704,4,29,33,21,8,2,10,19,42,81,.519,14,37,.378,28,44,.636,.605,11,16,.688,8,34,42,26,5,2,19,21
19,19,2017-11-24,,CHO,W,100,99,,38,83,.458,13,39,.333,25,44,.568,.536,11,15,.733,3,42,45,25,4,7,12,24,36,94,.383,11,29,.379,25,65,.385,.441,16,27,.593,15,40,55,25,4,3,9,17
20,20,2017-11-27,@,PHI,W,113,91,,41,86,.477,15,37,.405,26,49,.531,.564,16,20,.800,11,35,46,25,7,3,12,21,36,96,.375,3,28,.107,33,68,.485,.391,16,20,.800,22,31,53,15,6,2,14,18
21,21,2017-11-28,,MIA,W,108,97,,40,81,.494,11,33,.333,29,48,.604,.562,17,23,.739,5,40,45,21,12,2,14,17,37,84,.440,10,31,.323,27,53,.509,.500,13,20,.650,8,34,42,24,7,5,15,19
22,22,2017-11-30,@,ATL,W,121,114,,41,79,.519,18,39,.462,23,40,.575,.633,21,27,.778,12,28,40,30,9,5,20,20,41,79,.519,12,31,.387,29,48,.604,.595,20,24,.833,8,21,29,24,9,4,18,20
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
23,23,2017-12-02,,MEM,W,116,111,,42,75,.560,11,24,.458,31,51,.608,.633,21,23,.913,1,30,31,24,8,7,11,14,43,84,.512,13,23,.565,30,61,.492,.589,12,14,.857,6,30,36,31,6,4,13,19
24,24,2017-12-04,@,CHI,W,113,91,,42,81,.519,13,36,.361,29,45,.644,.599,16,17,.941,5,41,46,22,6,2,8,13,34,82,.415,9,34,.265,25,48,.521,.470,14,18,.778,10,33,43,21,4,5,11,16
25,25,2017-12-06,,SAC,W,101,95,,37,78,.474,14,39,.359,23,39,.590,.564,13,21,.619,7,36,43,28,5,3,15,10,39,86,.453,10,32,.313,29,54,.537,.512,7,13,.538,9,36,45,25,15,5,14,20
26,26,2017-12-08,@,IND,L,102,106,,37,85,.435,11,36,.306,26,49,.531,.500,17,22,.773,9,35,44,23,4,4,13,23,38,86,.442,15,39,.385,23,47,.489,.529,15,24,.625,12,37,49,21,7,3,10,19
27,27,2017-12-09,,PHI,W,105,98,,36,75,.480,14,29,.483,22,46,.478,.573,19,25,.760,6,27,33,26,12,2,18,16,37,78,.474,11,33,.333,26,45,.578,.545,13,13,1.000,7,32,39,31,10,2,19,21
28,28,2017-12-12,,ATL,W,123,114,,48,86,.558,20,38,.526,28,48,.583,.674,7,10,.700,6,31,37,35,5,2,13,18,43,92,.467,16,36,.444,27,56,.482,.554,12,13,.923,10,27,37,26,8,4,10,17
29,29,2017-12-14,,LAL,W,121,112,,43,86,.500,15,36,.417,28,50,.560,.587,20,25,.800,8,31,39,32,10,5,17,16,47,95,.495,9,31,.290,38,64,.594,.542,9,14,.643,16,33,49,33,7,3,18,20
30,30,2017-12-16,,UTA,W,109,100,,42,79,.532,10,22,.455,32,57,.561,.595,15,17,.882,8,33,41,30,9,1,12,15,37,81,.457,17,34,.500,20,47,.426,.562,9,14,.643,11,27,38,24,9,7,12,14
31,31,2017-12-17,@,WAS,W,106,99,,41,87,.471,14,34,.412,27,53,.509,.552,10,12,.833,4,38,42,24,6,4,9,16,39,91,.429,12,33,.364,27,58,.466,.495,9,16,.563,13,38,51,20,4,5,10,18
32,32,2017-12-19,@,MIL,L,116,119,,40,80,.500,16,41,.390,24,39,.615,.600,20,24,.833,7,30,37,26,9,3,14,20,43,82,.524,11,29,.379,32,53,.604,.591,22,27,.815,8,32,40,27,12,3,14,18
33,33,2017-12-21,,CHI,W,115,112,,42,82,.512,12,29,.414,30,53,.566,.585,19,22,.864,7,28,35,25,10,3,12,14,47,85,.553,12,31,.387,35,54,.648,.624,6,8,.750,5,30,35,34,8,1,14,19
34,34,2017-12-25,@,GSW,L,92,99,,28,88,.318,15,36,.417,13,52,.250,.403,21,25,.840,19,31,50,12,8,0,14,19,38,82,.463,10,37,.270,28,45,.622,.524,13,17,.765,10,37,47,28,7,7,15,18
35,35,2017-12-27,@,SAC,L,95,109,,32,74,.432,12,31,.387,20,43,.465,.514,19,25,.760,7,30,37,19,9,4,12,15,41,79,.519,12,30,.400,29,49,.592,.595,15,18,.833,7,33,40,25,8,6,11,19
36,36,2017-12-30,@,UTA,L,101,104,,34,81,.420,12,40,.300,22,41,.537,.494,21,26,.808,9,37,46,20,6,5,15,19,38,82,.463,10,31,.323,28,51,.549,.524,18,21,.857,5,38,43,24,12,4,11,24
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
37,37,2018-01-02,,POR,W,127,110,,43,83,.518,13,32,.406,30,51,.588,.596,28,37,.757,8,32,40,28,11,4,10,17,42,90,.467,13,32,.406,29,58,.500,.539,13,19,.684,13,30,43,25,5,5,15,29
38,38,2018-01-03,@,BOS,L,88,102,,31,89,.348,8,32,.250,23,57,.404,.393,18,18,1.000,9,39,48,16,6,7,15,17,41,92,.446,12,36,.333,29,56,.518,.511,8,11,.727,9,43,52,27,9,2,16,20
39,39,2018-01-06,@,ORL,W,131,127,,47,94,.500,15,34,.441,32,60,.533,.580,22,31,.710,14,31,45,25,11,2,18,26,49,98,.500,14,37,.378,35,61,.574,.571,15,22,.682,14,32,46,29,5,2,20,28
40,40,2018-01-08,@,MIN,L,99,127,,37,84,.440,13,38,.342,24,46,.522,.518,12,16,.750,8,29,37,26,0,4,14,15,52,100,.520,10,31,.323,42,69,.609,.570,13,17,.765,15,41,56,30,6,2,5,17
41,41,2018-01-11,@,TOR,L,99,133,,34,89,.382,6,26,.231,28,63,.444,.416,25,30,.833,9,26,35,18,3,4,10,16,53,106,.500,18,42,.429,35,64,.547,.585,9,13,.692,18,45,63,31,3,7,9,25
42,42,2018-01-12,@,IND,L,95,97,,37,85,.435,7,34,.206,30,51,.588,.476,14,19,.737,9,37,46,19,12,5,12,15,39,85,.459,10,21,.476,29,64,.453,.518,9,12,.750,6,38,44,16,5,4,14,18
43,43,2018-01-15,,GSW,L,108,118,,43,94,.457,7,28,.250,36,66,.545,.495,15,22,.682,12,31,43,26,9,5,15,22,41,85,.482,12,32,.375,29,53,.547,.553,24,30,.800,13,35,48,33,8,6,17,23
44,44,2018-01-18,,ORL,W,104,103,,38,85,.447,10,34,.294,28,51,.549,.506,18,27,.667,14,32,46,22,8,4,20,21,41,88,.466,5,22,.227,36,66,.545,.494,16,21,.762,9,33,42,25,12,6,15,22
45,45,2018-01-20,,OKC,L,124,148,,46,89,.517,10,37,.270,36,52,.692,.573,22,27,.815,3,25,28,32,7,4,15,18,58,100,.580,14,30,.467,44,70,.629,.650,18,28,.643,16,36,52,37,9,2,14,23
46,46,2018-01-23,@,SAS,L,102,114,,35,72,.486,6,21,.286,29,51,.569,.528,26,31,.839,6,35,41,19,6,3,18,14,47,94,.500,8,28,.286,39,66,.591,.543,12,16,.750,13,32,45,23,11,4,10,19
47,47,2018-01-26,,IND,W,115,108,,46,82,.561,13,37,.351,33,45,.733,.640,10,13,.769,8,36,44,27,13,4,21,11,43,91,.473,13,31,.419,30,60,.500,.544,9,11,.818,8,29,37,27,13,1,16,15
48,48,2018-01-28,,DET,W,121,104,,42,83,.506,15,35,.429,27,48,.563,.596,22,26,.846,4,41,45,27,2,3,10,14,40,95,.421,14,36,.389,26,59,.441,.495,10,13,.769,7,36,43,31,5,6,6,23
49,49,2018-01-30,@,DET,L,114,125,,38,84,.452,13,35,.371,25,49,.510,.530,25,32,.781,7,34,41,24,2,5,15,22,49,93,.527,9,23,.391,40,70,.571,.575,18,28,.643,8,39,47,30,12,5,11,27
50,50,2018-01-31,,MIA,W,91,89,,28,80,.350,6,26,.231,22,54,.407,.388,29,38,.763,7,38,45,18,9,5,16,20,36,83,.434,3,28,.107,33,55,.600,.452,14,25,.560,6,46,52,17,8,5,20,25
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
51,51,2018-02-03,,HOU,L,88,120,,34,87,.391,8,30,.267,26,57,.456,.437,12,16,.750,5,42,47,22,4,3,11,16,44,93,.473,19,51,.373,25,42,.595,.575,13,16,.813,6,47,53,28,6,5,9,19
52,52,2018-02-06,@,ORL,L,98,116,,36,84,.429,12,37,.324,24,47,.511,.500,14,20,.700,9,27,36,19,4,4,14,24,46,88,.523,6,22,.273,40,66,.606,.557,18,27,.667,12,38,50,27,7,8,13,16
53,53,2018-02-07,,MIN,W,140,138,OT,52,88,.591,21,41,.512,31,47,.660,.710,15,23,.652,7,34,41,33,5,1,16,21,54,93,.581,19,33,.576,35,60,.583,.683,11,12,.917,4,31,35,33,7,4,12,19
54,54,2018-02-09,@,ATL,W,123,107,,46,86,.535,15,35,.429,31,51,.608,.622,16,24,.667,6,37,43,31,8,4,9,17,37,83,.446,16,44,.364,21,39,.538,.542,17,19,.895,6,36,42,20,4,4,12,18
55,55,2018-02-11,@,BOS,W,121,99,,45,84,.536,16,30,.533,29,54,.537,.631,15,20,.750,5,36,41,22,7,6,11,20,36,89,.404,10,38,.263,26,51,.510,.461,17,22,.773,13,30,43,22,3,4,15,14
56,56,2018-02-13,@,OKC,W,120,112,,45,88,.511,16,36,.444,29,52,.558,.602,14,22,.636,10,31,41,24,6,3,7,28,40,90,.444,11,35,.314,29,55,.527,.506,21,30,.700,18,33,51,23,6,3,11,20
57,57,2018-02-22,,WAS,L,103,110,,42,84,.500,8,35,.229,34,49,.694,.548,11,19,.579,6,30,36,20,5,2,13,15,44,92,.478,12,30,.400,32,62,.516,.543,10,10,1.000,9,34,43,29,9,3,11,23
58,58,2018-02-23,@,MEM,W,112,89,,40,87,.460,11,29,.379,29,58,.500,.523,21,22,.955,7,39,46,26,13,9,18,23,33,84,.393,9,24,.375,24,60,.400,.446,14,18,.778,5,32,37,22,10,4,23,25
59,59,2018-02-25,,SAS,L,94,110,,38,91,.418,8,34,.235,30,57,.526,.462,10,14,.714,13,34,47,18,8,3,16,24,38,86,.442,9,19,.474,29,67,.433,.494,25,32,.781,10,34,44,22,11,9,10,12
60,60,2018-02-27,,BRK,W,129,123,,50,97,.515,12,24,.500,38,73,.521,.577,17,27,.630,14,41,55,24,7,1,11,24,44,82,.537,12,32,.375,32,50,.640,.610,23,30,.767,3,33,36,29,6,0,13,21
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
61,61,2018-03-01,,PHI,L,97,108,,36,87,.414,9,32,.281,27,55,.491,.466,16,23,.696,10,35,45,23,4,6,10,21,40,90,.444,10,30,.333,30,60,.500,.500,18,27,.667,14,40,54,22,4,5,10,20
62,62,2018-03-03,,DEN,L,117,126,,46,88,.523,9,24,.375,37,64,.578,.574,16,21,.762,12,29,41,25,5,2,9,16,47,86,.547,19,35,.543,28,51,.549,.657,13,15,.867,6,29,35,35,4,3,9,19
63,63,2018-03-05,,DET,W,112,90,,43,88,.489,12,33,.364,31,55,.564,.557,14,17,.824,11,42,53,29,8,2,14,18,34,87,.391,12,34,.353,22,53,.415,.460,10,15,.667,8,32,40,17,9,6,12,22
64,64,2018-03-07,@,DEN,W,113,108,,44,87,.506,13,29,.448,31,58,.534,.580,12,18,.667,7,28,35,25,10,4,10,19,42,86,.488,10,27,.370,32,59,.542,.547,14,18,.778,14,37,51,22,7,2,21,16
65,65,2018-03-09,@,LAC,L,102,116,,39,87,.448,12,36,.333,27,51,.529,.517,12,18,.667,8,32,40,22,10,7,13,28,43,89,.483,11,28,.393,32,61,.525,.545,19,30,.633,13,39,52,25,6,3,14,16
66,66,2018-03-11,@,LAL,L,113,127,,41,88,.466,12,31,.387,29,57,.509,.534,19,23,.826,7,30,37,22,4,5,12,18,48,96,.500,13,34,.382,35,62,.565,.568,18,20,.900,14,37,51,30,9,4,13,19
67,67,2018-03-13,@,PHO,W,129,107,,43,87,.494,17,35,.486,26,52,.500,.592,26,30,.867,5,39,44,25,12,9,20,25,38,98,.388,6,32,.188,32,66,.485,.418,25,30,.833,11,36,47,17,10,2,18,21
68,68,2018-03-15,@,POR,L,105,113,,41,80,.513,11,33,.333,30,47,.638,.581,12,21,.571,2,32,34,17,5,7,11,21,43,96,.448,12,35,.343,31,61,.508,.510,15,19,.789,13,37,50,26,4,3,7,15
69,69,2018-03-17,@,CHI,W,114,109,,44,87,.506,13,37,.351,31,50,.620,.580,13,20,.650,11,33,44,25,4,5,13,14,41,91,.451,16,34,.471,25,57,.439,.538,11,15,.733,11,34,45,30,4,3,12,21
70,70,2018-03-19,,MIL,W,124,117,,43,87,.494,15,38,.395,28,49,.571,.580,23,27,.852,12,30,42,24,4,6,15,17,45,88,.511,8,31,.258,37,57,.649,.557,19,20,.950,8,24,32,26,11,7,15,23
71,71,2018-03-21,,TOR,W,132,129,,47,78,.603,15,24,.625,32,54,.593,.699,23,28,.821,4,29,33,28,3,4,10,18,47,88,.534,15,34,.441,32,54,.593,.619,20,23,.870,10,23,33,32,4,5,7,23
72,72,2018-03-23,,PHO,W,120,95,,47,95,.495,8,29,.276,39,66,.591,.537,18,24,.750,15,39,54,23,9,4,14,14,38,87,.437,7,28,.250,31,59,.525,.477,12,20,.600,7,29,36,24,9,4,17,23
73,73,2018-03-25,@,BRK,W,121,114,,44,87,.506,12,28,.429,32,59,.542,.575,21,26,.808,11,38,49,25,5,2,11,21,38,83,.458,17,37,.459,21,46,.457,.560,21,26,.808,7,31,38,27,7,3,10,23
74,74,2018-03-27,@,MIA,L,79,98,,31,85,.365,4,26,.154,27,59,.458,.388,13,19,.684,12,30,42,15,8,1,15,18,37,78,.474,9,29,.310,28,49,.571,.532,15,20,.750,9,35,44,24,10,9,16,18
75,75,2018-03-28,@,CHO,W,118,105,,45,93,.484,11,28,.393,34,65,.523,.543,17,20,.850,11,27,38,22,9,1,6,19,39,76,.513,5,21,.238,34,55,.618,.546,22,24,.917,6,34,40,20,2,2,13,16
76,76,2018-03-30,,NOP,W,107,102,,43,90,.478,10,24,.417,33,66,.500,.533,11,15,.733,9,36,45,22,6,2,10,14,43,89,.483,11,26,.423,32,63,.508,.545,5,6,.833,7,34,41,25,4,2,11,19
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
77,77,2018-04-01,,DAL,W,98,87,,35,85,.412,11,26,.423,24,59,.407,.476,17,23,.739,10,40,50,21,7,1,11,12,32,79,.405,13,37,.351,19,42,.452,.487,10,11,.909,4,34,38,15,5,3,15,20
78,78,2018-04-03,,TOR,W,112,106,,38,77,.494,13,30,.433,25,47,.532,.578,23,26,.885,2,40,42,18,8,6,12,17,42,94,.447,11,34,.324,31,60,.517,.505,11,14,.786,9,37,46,28,7,1,11,23
79,79,2018-04-05,,WAS,W,119,115,,42,77,.545,13,27,.481,29,50,.580,.630,22,28,.786,5,30,35,26,10,3,16,14,47,94,.500,9,21,.429,38,73,.521,.548,12,14,.857,12,29,41,34,8,7,15,23
80,80,2018-04-06,@,PHI,L,130,132,,45,87,.517,16,34,.471,29,53,.547,.609,24,33,.727,8,33,41,24,6,2,15,20,50,101,.495,14,39,.359,36,62,.581,.564,18,21,.857,11,33,44,35,11,7,12,23
81,81,2018-04-09,@,NYK,W,123,109,,40,85,.471,19,45,.422,21,40,.525,.582,24,28,.857,7,35,42,29,9,2,11,15,46,87,.529,11,30,.367,35,57,.614,.592,6,12,.500,8,29,37,26,4,7,14,20
82,82,2018-04-11,,NYK,L,98,110,,37,94,.394,6,24,.250,31,70,.443,.426,18,28,.643,17,31,48,15,9,3,16,15,43,85,.506,12,27,.444,31,58,.534,.576,12,13,.923,8,31,39,30,10,3,15,22
,,,,,50-32,9091,9014,,3311,6950,.476,981,2636,.372,2330,4314,.540,.547,1488,1909,.779,694,2761,3455,1916,582,312,1126,1524,3429,7238,.474,956,2596,.368,2473,4642,.533,.540,1200,1588,.756,812,2766,3578,2122,613,340,1105,1696
