,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
9,9,2013-11-15,,DAL,W,110,104,,40,74,.541,5,13,.385,35,61,.574,.574,25,30,.833,4,30,34,17,19,5,16,15,37,74,.500,12,28,.429,25,46,.543,.581,18,21,.857,6,28,34,22,11,6,24,20
10,10,2013-11-16,@,CHA,W,97,81,,35,69,.507,6,15,.400,29,54,.537,.551,21,23,.913,6,37,43,18,5,8,15,22,29,83,.349,8,27,.296,21,56,.375,.398,15,20,.750,10,26,36,20,5,3,10,20
11,11,2013-11-19,,ATL,W,104,88,,41,81,.506,10,21,.476,31,60,.517,.568,12,19,.632,10,27,37,26,13,4,16,17,33,74,.446,11,24,.458,22,50,.440,.520,11,15,.733,13,26,39,22,8,3,24,21
12,12,2013-11-20,@,ORL,W,120,92,,38,74,.514,15,24,.625,23,50,.460,.615,29,32,.906,12,28,40,27,12,6,22,15,29,71,.408,15,29,.517,14,42,.333,.514,19,21,.905,7,18,25,19,13,5,24,23
13,13,2013-11-23,,ORL,W,101,99,,37,78,.474,6,25,.240,31,53,.585,.513,21,26,.808,4,29,33,19,6,3,12,19,34,73,.466,10,23,.435,24,50,.480,.534,21,29,.724,10,31,41,19,8,3,17,23
14,14,2013-11-25,,PHO,W,107,92,,39,79,.494,7,22,.318,32,57,.561,.538,22,24,.917,7,31,38,20,9,4,14,17,33,83,.398,8,32,.250,25,51,.490,.446,18,24,.750,14,31,45,17,10,1,18,18
15,15,2013-11-27,@,CLE,W,95,84,,35,72,.486,4,19,.211,31,53,.585,.514,21,25,.840,2,39,41,23,11,7,15,19,29,83,.349,10,28,.357,19,55,.345,.410,16,24,.667,12,35,47,19,7,2,19,18
16,16,2013-11-29,@,TOR,W,90,83,,36,76,.474,9,22,.409,27,54,.500,.533,9,13,.692,3,33,36,24,10,4,20,30,28,73,.384,8,30,.267,20,43,.465,.438,19,32,.594,10,33,43,16,8,5,21,18
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
17,17,2013-12-01,,CHA,W,99,98,,36,69,.522,8,18,.444,28,51,.549,.580,19,25,.760,4,30,34,19,8,9,14,19,35,76,.461,4,15,.267,31,61,.508,.487,24,28,.857,6,33,39,16,8,2,15,20
18,18,2013-12-03,,DET,L,97,107,,36,82,.439,9,28,.321,27,54,.500,.494,16,23,.696,13,21,34,19,12,3,19,18,41,80,.513,7,16,.438,34,64,.531,.556,18,26,.692,13,33,46,21,11,5,22,19
19,19,2013-12-05,@,CHI,L,87,107,,32,77,.416,6,22,.273,26,55,.473,.455,17,24,.708,6,21,27,16,9,5,9,25,37,74,.500,10,19,.526,27,55,.491,.568,23,32,.719,13,36,49,24,3,2,17,20
20,20,2013-12-07,@,MIN,W,103,82,,43,78,.551,4,18,.222,39,60,.650,.577,13,19,.684,7,37,44,23,11,8,20,28,24,82,.293,5,22,.227,19,60,.317,.323,29,39,.744,17,28,45,13,11,1,19,15
21,21,2013-12-08,@,DET,W,110,95,,40,72,.556,11,28,.393,29,44,.659,.632,19,21,.905,5,29,34,26,8,3,17,18,36,85,.424,7,20,.350,29,65,.446,.465,16,22,.727,16,27,43,17,10,2,18,21
22,22,2013-12-10,@,IND,L,84,90,,33,77,.429,4,21,.190,29,56,.518,.455,14,20,.700,6,27,33,20,13,6,12,21,34,67,.507,5,15,.333,29,52,.558,.545,17,25,.680,9,34,43,22,7,2,21,21
23,23,2013-12-14,,CLE,W,114,107,,42,76,.553,8,21,.381,34,55,.618,.605,22,30,.733,9,31,40,24,10,9,15,21,39,84,.464,10,29,.345,29,55,.527,.524,19,25,.760,12,27,39,18,7,1,16,20
24,24,2013-12-16,,UTA,W,117,94,,45,71,.634,6,15,.400,39,56,.696,.676,21,26,.808,6,35,41,28,10,8,15,14,39,84,.464,5,18,.278,34,66,.515,.494,11,17,.647,11,22,33,17,7,2,15,20
25,25,2013-12-18,,IND,W,97,94,,37,77,.481,5,21,.238,32,56,.571,.513,18,22,.818,5,32,37,21,11,0,12,20,32,73,.438,5,14,.357,27,59,.458,.473,25,28,.893,6,30,36,13,9,2,16,21
26,26,2013-12-20,,SAC,W,122,103,,51,83,.614,10,23,.435,41,60,.683,.675,10,14,.714,7,32,39,32,15,3,18,16,43,74,.581,7,22,.318,36,52,.692,.628,10,24,.417,7,25,32,25,14,1,20,16
27,27,2013-12-23,,ATL,W,121,119,OT,46,91,.505,10,29,.345,36,62,.581,.560,19,29,.655,13,31,44,20,8,6,13,19,44,91,.484,17,34,.500,27,57,.474,.577,14,19,.737,13,33,46,29,7,4,19,26
28,28,2013-12-25,@,LAL,W,101,95,,41,80,.513,9,27,.333,32,53,.604,.569,10,17,.588,7,36,43,29,9,2,12,20,33,79,.418,14,36,.389,19,43,.442,.506,15,26,.577,12,35,47,15,8,4,17,19
29,29,2013-12-27,@,SAC,L,103,108,OT,38,86,.442,11,32,.344,27,54,.500,.506,16,21,.762,4,31,35,23,9,5,17,23,41,83,.494,5,20,.250,36,63,.571,.524,21,25,.840,10,41,51,23,5,4,23,21
30,30,2013-12-28,@,POR,W,108,107,,45,88,.511,8,14,.571,37,74,.500,.557,10,11,.909,7,29,36,24,13,1,12,13,39,77,.506,11,26,.423,28,51,.549,.578,18,21,.857,7,34,41,32,6,6,19,12
31,31,2013-12-30,@,DEN,W,97,94,,34,67,.507,11,23,.478,23,44,.523,.590,18,28,.643,5,26,31,23,7,4,13,13,38,81,.469,8,20,.400,30,61,.492,.519,10,11,.909,8,29,37,23,6,2,15,21
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
32,32,2014-01-02,,GSW,L,114,123,,40,78,.513,8,18,.444,32,60,.533,.564,26,31,.839,5,26,31,20,10,2,15,19,46,82,.561,15,29,.517,31,53,.585,.652,16,19,.842,6,34,40,29,9,1,20,24
33,33,2014-01-04,@,ORL,W,110,94,,40,74,.541,6,16,.375,34,58,.586,.581,24,31,.774,7,33,40,23,9,2,15,16,33,80,.413,8,26,.308,25,54,.463,.463,20,24,.833,12,29,41,16,6,3,16,24
34,34,2014-01-05,,TOR,W,102,97,,38,81,.469,3,11,.273,35,70,.500,.488,23,27,.852,14,28,42,17,8,2,11,24,39,77,.506,7,22,.318,32,55,.582,.552,12,21,.571,7,27,34,24,5,7,13,23
35,35,2014-01-07,,NOP,W,107,88,,40,78,.513,9,27,.333,31,51,.608,.571,18,23,.783,9,30,39,24,6,2,12,18,36,77,.468,3,9,.333,33,68,.485,.487,13,17,.765,12,29,41,18,9,4,16,22
36,36,2014-01-09,@,NYK,L,92,102,,37,68,.544,7,21,.333,30,47,.638,.596,11,21,.524,4,28,32,20,7,4,15,13,44,82,.537,9,24,.375,35,58,.603,.591,5,10,.500,10,33,43,25,8,1,10,19
37,37,2014-01-10,@,BRK,L,95,104,2OT,34,80,.425,6,23,.261,28,57,.491,.463,21,27,.778,11,28,39,19,5,2,14,24,40,86,.465,7,20,.350,33,66,.500,.506,17,21,.810,13,36,49,21,7,4,14,22
38,38,2014-01-15,@,WAS,L,97,114,,37,84,.440,7,25,.280,30,59,.508,.482,16,17,.941,9,26,35,22,6,1,13,19,41,75,.547,10,22,.455,31,53,.585,.613,22,26,.846,7,34,41,30,7,7,12,19
39,39,2014-01-17,@,PHI,W,101,86,,38,80,.475,8,23,.348,30,57,.526,.525,17,20,.850,12,26,38,30,13,12,20,25,31,84,.369,2,20,.100,29,64,.453,.381,22,37,.595,19,26,45,16,11,4,23,18
40,40,2014-01-18,@,CHA,W,104,96,OT,39,79,.494,7,21,.333,32,58,.552,.538,19,29,.655,8,35,43,16,5,5,13,23,36,75,.480,7,17,.412,29,58,.500,.527,17,23,.739,4,30,34,31,6,6,15,23
41,41,2014-01-20,@,ATL,L,114,121,,38,78,.487,15,33,.455,23,45,.511,.583,23,28,.821,8,29,37,28,9,2,18,26,42,81,.519,12,31,.387,30,50,.600,.593,25,27,.926,7,31,38,33,8,1,13,26
42,42,2014-01-21,,BOS,W,93,86,,38,74,.514,5,20,.250,33,54,.611,.547,12,16,.750,7,26,33,22,7,5,14,18,33,84,.393,5,27,.185,28,57,.491,.423,15,18,.833,17,29,46,17,8,3,18,19
43,43,2014-01-23,,LAL,W,109,102,,45,78,.577,8,20,.400,37,58,.638,.628,11,23,.478,12,36,48,25,7,4,18,23,40,88,.455,9,25,.360,31,63,.492,.506,13,21,.619,13,22,35,21,12,1,12,17
44,44,2014-01-26,,SAS,W,113,101,,43,74,.581,8,19,.421,35,55,.636,.635,19,20,.950,7,30,37,28,6,5,14,22,38,76,.500,6,22,.273,32,54,.593,.539,19,23,.826,6,22,28,24,8,4,12,17
45,45,2014-01-29,,OKC,L,95,112,,37,72,.514,3,19,.158,34,53,.642,.535,18,22,.818,10,27,37,20,4,2,21,15,41,80,.513,16,27,.593,25,53,.472,.613,14,19,.737,11,23,34,23,13,2,16,16
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
46,46,2014-02-01,@,NYK,W,106,91,,41,76,.539,8,23,.348,33,53,.623,.592,16,24,.667,7,27,34,18,10,3,13,20,33,67,.493,11,26,.423,22,41,.537,.575,14,23,.609,9,24,33,14,7,4,18,22
47,47,2014-02-03,,DET,W,102,96,,39,85,.459,7,20,.350,32,65,.492,.500,17,21,.810,13,31,44,24,13,6,20,22,34,83,.410,6,18,.333,28,65,.431,.446,22,29,.759,19,32,51,19,11,4,21,20
48,48,2014-02-05,@,LAC,W,116,112,,41,78,.526,13,31,.419,28,47,.596,.609,21,26,.808,7,24,31,33,11,5,15,32,37,86,.430,7,25,.280,30,61,.492,.471,31,42,.738,21,31,52,26,8,2,20,24
49,49,2014-02-08,@,UTA,L,89,94,,29,67,.433,7,23,.304,22,44,.500,.485,24,30,.800,5,27,32,19,8,2,10,17,36,74,.486,10,25,.400,26,49,.531,.554,12,19,.632,10,31,41,23,9,1,12,25
50,50,2014-02-11,@,PHO,W,103,97,,36,76,.474,9,27,.333,27,49,.551,.533,22,30,.733,9,32,41,14,12,1,13,17,35,76,.461,12,28,.429,23,48,.479,.539,15,17,.882,6,30,36,20,6,6,16,23
51,51,2014-02-12,@,GSW,W,111,110,,42,78,.538,10,22,.455,32,56,.571,.603,17,25,.680,4,31,35,25,11,5,12,20,40,83,.482,9,16,.563,31,67,.463,.536,21,26,.808,11,32,43,22,10,4,13,18
52,52,2014-02-18,@,DAL,W,117,106,,44,77,.571,10,26,.385,34,51,.667,.636,19,24,.792,7,21,28,29,11,5,12,23,34,85,.400,9,27,.333,25,58,.431,.453,29,32,.906,21,29,50,20,6,1,16,16
53,53,2014-02-20,@,OKC,W,103,81,,41,75,.547,5,21,.238,36,54,.667,.580,16,21,.762,8,33,41,24,15,3,19,20,28,74,.378,2,20,.100,26,54,.481,.392,23,30,.767,11,27,38,15,11,2,20,24
54,54,2014-02-23,,CHI,W,93,79,,37,88,.420,9,23,.391,28,65,.431,.472,10,14,.714,15,26,41,22,8,7,8,19,29,81,.358,6,21,.286,23,60,.383,.395,15,17,.882,15,36,51,18,2,4,19,15
55,55,2014-02-27,,NYK,W,108,82,,45,74,.608,6,15,.400,39,59,.661,.649,12,18,.667,3,36,39,18,5,3,13,22,31,83,.373,4,23,.174,27,60,.450,.398,16,22,.727,14,26,40,16,7,1,13,21
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
56,56,2014-03-01,,ORL,W,112,98,,43,74,.581,6,16,.375,37,58,.638,.622,20,24,.833,9,30,39,20,8,6,17,20,36,83,.434,4,18,.222,32,65,.492,.458,22,29,.759,15,24,39,18,9,1,13,19
57,57,2014-03-03,,CHA,W,124,107,,46,83,.554,16,28,.571,30,55,.545,.651,16,20,.800,10,26,36,18,7,3,7,18,42,82,.512,9,23,.391,33,59,.559,.567,14,21,.667,13,27,40,27,4,0,12,16
58,58,2014-03-04,@,HOU,L,103,106,,38,80,.475,7,27,.259,31,53,.585,.519,20,29,.690,10,23,33,19,11,7,9,19,40,78,.513,8,23,.348,32,55,.582,.564,18,27,.667,12,34,46,24,4,3,18,22
59,59,2014-03-06,@,SAS,L,87,111,,34,79,.430,4,13,.308,30,66,.455,.456,15,18,.833,8,28,36,25,10,4,21,22,40,79,.506,9,23,.391,31,56,.554,.563,22,26,.846,8,37,45,30,9,5,18,17
60,60,2014-03-09,@,CHI,L,88,95,OT,30,74,.405,7,20,.350,23,54,.426,.453,21,22,.955,6,36,42,20,8,9,18,21,38,90,.422,7,19,.368,31,71,.437,.461,12,17,.706,13,34,47,25,11,7,13,18
61,61,2014-03-10,,WAS,W,99,90,,40,80,.500,10,21,.476,30,59,.508,.563,9,9,1.000,9,24,33,26,8,8,10,11,36,89,.404,12,31,.387,24,58,.414,.472,6,9,.667,21,29,50,24,3,3,19,14
62,62,2014-03-12,,BRK,L,95,96,,33,68,.485,9,27,.333,24,41,.585,.551,20,26,.769,3,30,33,18,6,3,17,16,34,78,.436,12,29,.414,22,49,.449,.513,16,19,.842,9,28,37,19,11,7,16,22
63,63,2014-03-14,,DEN,L,107,111,,42,81,.519,7,24,.292,35,57,.614,.562,16,21,.762,7,28,35,23,8,5,20,19,39,82,.476,8,21,.381,31,61,.508,.524,25,29,.862,9,32,41,26,13,2,17,21
64,64,2014-03-16,,HOU,W,113,104,,40,78,.513,9,22,.409,31,56,.554,.571,24,29,.828,7,24,31,21,9,3,14,21,37,75,.493,9,23,.391,28,52,.538,.553,21,28,.750,10,24,34,18,11,4,16,21
65,65,2014-03-18,@,CLE,W,100,96,,34,75,.453,12,30,.400,22,45,.489,.533,20,31,.645,7,29,36,22,10,7,14,18,37,72,.514,7,22,.318,30,50,.600,.563,15,22,.682,4,37,41,27,6,5,20,28
66,66,2014-03-19,@,BOS,L,96,101,,40,81,.494,4,17,.235,36,64,.563,.519,12,15,.800,11,26,37,29,9,5,12,15,39,77,.506,13,28,.464,26,49,.531,.591,10,12,.833,9,27,36,29,1,2,13,18
67,67,2014-03-21,,MEM,W,91,86,,35,75,.467,7,20,.350,28,55,.509,.513,14,16,.875,10,24,34,20,9,5,15,18,36,79,.456,3,14,.214,33,65,.508,.475,11,17,.647,15,28,43,17,7,1,17,19
68,68,2014-03-22,@,NOP,L,95,105,,37,73,.507,8,26,.308,29,47,.617,.562,13,17,.765,5,28,33,27,4,6,16,19,43,84,.512,7,17,.412,36,67,.537,.554,12,17,.706,11,27,38,23,12,4,9,14
69,69,2014-03-24,,POR,W,93,91,,37,84,.440,5,15,.333,32,69,.464,.470,14,23,.609,13,35,48,16,14,4,10,24,28,74,.378,11,39,.282,17,35,.486,.453,24,27,.889,10,34,44,18,6,2,15,17
70,70,2014-03-26,@,IND,L,83,84,,28,61,.459,6,19,.316,22,42,.524,.508,21,29,.724,5,32,37,13,6,9,19,22,30,81,.370,7,14,.500,23,67,.343,.414,17,21,.810,11,26,37,18,8,0,12,21
71,71,2014-03-28,@,DET,W,110,78,,43,79,.544,8,19,.421,35,60,.583,.595,16,22,.727,10,37,47,31,6,4,9,14,30,79,.380,3,24,.125,27,55,.491,.399,15,21,.714,12,24,36,20,6,4,11,22
72,72,2014-03-29,@,MIL,W,88,67,,32,74,.432,7,23,.304,25,51,.490,.480,17,21,.810,14,29,43,18,5,8,13,12,27,79,.342,4,14,.286,23,65,.354,.367,9,14,.643,17,23,40,15,6,4,17,16
73,73,2014-03-31,,TOR,W,93,83,,34,66,.515,7,25,.280,27,41,.659,.568,18,22,.818,6,30,36,19,5,2,15,14,35,70,.500,8,26,.308,27,44,.614,.557,5,10,.500,5,25,30,17,7,1,15,25
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
74,74,2014-04-02,,MIL,W,96,77,,39,77,.506,9,26,.346,30,51,.588,.565,9,14,.643,8,27,35,22,12,5,10,12,32,73,.438,4,18,.222,28,55,.509,.466,9,9,1.000,11,31,42,18,3,3,21,16
75,75,2014-04-04,,MIN,L,121,122,2OT,43,99,.434,11,36,.306,32,63,.508,.490,24,30,.800,15,37,52,20,11,6,17,27,43,93,.462,12,32,.375,31,61,.508,.527,24,34,.706,10,36,46,27,10,5,18,22
76,76,2014-04-06,,NYK,W,102,91,,34,61,.557,12,27,.444,22,34,.647,.656,22,30,.733,7,28,35,22,6,0,16,17,33,88,.375,15,42,.357,18,46,.391,.460,10,13,.769,15,23,38,18,10,2,11,24
77,77,2014-04-08,,BRK,L,87,88,,33,69,.478,7,24,.292,26,45,.578,.529,14,19,.737,6,28,34,17,9,3,13,15,36,68,.529,9,23,.391,27,45,.600,.596,7,14,.500,4,31,35,13,9,7,17,14
78,78,2014-04-09,@,MEM,L,102,107,,38,73,.521,15,25,.600,23,48,.479,.623,11,12,.917,6,21,27,24,11,2,15,17,43,78,.551,7,20,.350,36,58,.621,.596,14,21,.667,12,29,41,23,10,6,14,19
79,79,2014-04-11,,IND,W,98,86,,35,75,.467,6,16,.375,29,59,.492,.507,22,28,.786,11,29,40,14,10,4,9,22,31,65,.477,8,14,.571,23,51,.451,.538,16,19,.842,5,26,31,20,5,3,16,23
80,80,2014-04-12,@,ATL,L,85,98,,35,73,.479,6,25,.240,29,48,.604,.521,9,19,.474,6,38,44,18,5,5,20,20,36,78,.462,10,22,.455,26,56,.464,.526,16,19,.842,5,33,38,24,13,2,13,22
81,81,2014-04-14,@,WAS,L,93,114,,36,80,.450,7,27,.259,29,53,.547,.494,14,16,.875,5,26,31,23,11,3,13,15,46,78,.590,14,29,.483,32,49,.653,.679,8,15,.533,8,34,42,36,9,3,17,19
82,82,2014-04-16,,PHI,L,87,100,,30,73,.411,10,30,.333,20,43,.465,.479,17,22,.773,9,25,34,16,8,2,22,16,38,74,.514,10,23,.435,28,51,.549,.581,14,16,.875,5,30,35,24,15,5,21,22
,,,,,54-28,8380,7990,,3142,6272,.501,665,1829,.364,2477,4443,.558,.554,1431,1884,.760,627,2397,3024,1847,732,367,1212,1596,2961,6475,.457,694,1917,.362,2267,4558,.497,.511,1374,1832,.750,886,2420,3306,1751,667,256,1369,1675
